cell_id Epithelial_cluster inferCNV_annotation
A20_B003588 Epithelial 1 tumor
A21_B003518 Epithelial 7 tumor
A21_B003527 Epithelial 8 tumor
A22_B003518 Epithelial 7 tumor
A22_B003522 Epithelial 7 tumor
A22_B003527 Epithelial 8 tumor
A7_B003518 Epithelial 7 tumor
A8_B003527 Epithelial 7 tumor
A9_B003518 Epithelial 7 tumor
A9_B003527 Epithelial 7 tumor
A9_B003588 Epithelial 8 tumor
B10_B003518 Epithelial 7 tumor
B10_B003522 Epithelial 7 tumor
B10_B003529 Epithelial 8 tumor
B11_B003518 Epithelial 1 tumor
B11_B003527 Epithelial 1 tumor
B11_B003588 Epithelial 8 nontumor
B12_B003518 Epithelial 7 tumor
B12_B003527 Epithelial 1 tumor
B13_B003518 Epithelial 7 tumor
B13_B003527 Epithelial 1 tumor
B13_B003529 Epithelial 1 tumor
B14_B003518 Epithelial 1 tumor
B14_B003527 Epithelial 7 tumor
B14_B003588 Epithelial 1 tumor
B15_B003518 Epithelial 7 tumor
B15_B003527 Epithelial 1 tumor
B15_B003529 Epithelial 1 tumor
B16_B003518 Epithelial 8 tumor
B16_B003522 Epithelial 7 tumor
B16_B003527 Epithelial 7 tumor
B17_B003527 Epithelial 8 tumor
B17_B003529 Epithelial 1 tumor
B17_B003588 Epithelial 7 tumor
B18_B003527 Epithelial 7 tumor
B18_B003588 Epithelial 1 tumor
B20_B003522 Epithelial 1 tumor
B20_B003527 Epithelial 1 tumor
B21_B003518 Epithelial 7 tumor
B21_B003522 Epithelial 1 tumor
B22_B003518 Epithelial 1 tumor
B22_B003529 Epithelial 1 tumor
B4_B003518 Epithelial 8 tumor
B7_B003518 Epithelial 8 tumor
B7_B003527 Epithelial 7 tumor
B8_B003518 Epithelial 1 tumor
B8_B003527 Epithelial 7 tumor
B9_B003518 Epithelial 1 tumor
B9_B003522 Epithelial 1 tumor
B9_B003588 Epithelial 8 tumor
C10_B003518 Epithelial 8 tumor
C10_B003527 Epithelial 1 tumor
C11_B003527 Epithelial 7 tumor
C11_B003529 Epithelial 1 tumor
C12_B003527 Epithelial 1 tumor
C13_B003518 Epithelial 1 tumor
C13_B003527 Epithelial 7 tumor
C14_B003518 Epithelial 1 tumor
C14_B003527 Epithelial 1 tumor
C14_B003588 Epithelial 8 tumor
C15_B003527 Epithelial 1 tumor
C16_B003518 Epithelial 7 tumor
C16_B003527 Epithelial 1 tumor
C17_B003518 Epithelial 1 tumor
C17_B003522 Epithelial 8 nontumor
C17_B003527 Epithelial 1 tumor
C17_B003588 Epithelial 1 tumor
C18_B003518 Epithelial 1 tumor
C18_B003527 Epithelial 7 tumor
C19_B003522 Epithelial 8 tumor
C19_B003527 Epithelial 1 tumor
C19_B003529 Epithelial 8 tumor
C20_B003518 Epithelial 7 tumor
C20_B003527 Epithelial 1 tumor
C20_B003529 Epithelial 8 tumor
C22_B003518 Epithelial 1 tumor
C22_B003527 Epithelial 1 tumor
C6_B003527 Epithelial 1 tumor
C7_B003518 Epithelial 8 tumor
C7_B003527 Epithelial 1 tumor
C8_B003518 Epithelial 1 tumor
C8_B003527 Epithelial 8 tumor
C9_B003518 Epithelial 1 tumor
C9_B003527 Epithelial 7 tumor
C9_B003588 Epithelial 8 tumor
D10_B003527 Epithelial 1 tumor
D10_B003529 Epithelial 7 tumor
D11_B003518 Epithelial 8 nontumor
D11_B003527 Epithelial 7 tumor
D12_B003518 Epithelial 1 tumor
D12_B003527 Epithelial 7 tumor
D12_B003529 Epithelial 7 tumor
D13_B003518 Epithelial 1 tumor
D13_B003527 Epithelial 7 tumor
D14_B003518 Epithelial 1 tumor
D14_B003527 Epithelial 8 tumor
D14_B003529 Epithelial 7 tumor
D14_B003588 Epithelial 8 tumor
D15_B003518 Epithelial 1 tumor
D15_B003527 Epithelial 7 tumor
D15_B003529 Epithelial 7 tumor
D16_B003518 Epithelial 7 tumor
D16_B003527 Epithelial 8 tumor
D17_B003518 Epithelial 7 tumor
D17_B003527 Epithelial 7 tumor
D17_B003529 Epithelial 1 tumor
D17_B003588 Epithelial 7 tumor
D18_B003518 Epithelial 7 tumor
D18_B003522 Epithelial 1 tumor
D18_B003527 Epithelial 1 tumor
D18_B003588 Epithelial 8 tumor
D19_B003518 Epithelial 1 tumor
D19_B003527 Epithelial 7 tumor
D19_B003529 Epithelial 1 tumor
D19_B003588 Epithelial 7 tumor
D20_B003518 Epithelial 7 tumor
D20_B003527 Epithelial 7 tumor
D20_B003529 Epithelial 1 tumor
D21_B003518 Epithelial 1 tumor
D21_B003527 Epithelial 1 tumor
D21_B003529 Epithelial 1 tumor
D22_B003518 Epithelial 1 tumor
D22_B003527 Epithelial 7 tumor
D22_B003588 Epithelial 1 tumor
D3_B003588 Epithelial 1 tumor
D7_B003518 Epithelial 1 tumor
D8_B003518 Epithelial 1 tumor
D8_B003527 Epithelial 7 tumor
D9_B003518 Epithelial 7 tumor
D9_B003527 Epithelial 1 tumor
E10_B003518 Epithelial 1 tumor
E11_B003518 Epithelial 7 tumor
E11_B003527 Epithelial 8 tumor
E12_B003518 Epithelial 1 tumor
E12_B003527 Epithelial 1 tumor
E12_B003588 Epithelial 8 tumor
E13_B003518 Epithelial 7 tumor
E13_B003527 Epithelial 8 tumor
E13_B003529 Epithelial 1 tumor
E13_B003588 Epithelial 8 tumor
E14_B003518 Epithelial 7 tumor
E14_B003527 Epithelial 1 tumor
E14_B003588 Epithelial 1 tumor
E15_B003518 Epithelial 1 tumor
E15_B003527 Epithelial 1 tumor
E15_B003529 Epithelial 8 tumor
E16_B003518 Epithelial 1 tumor
E16_B003527 Epithelial 7 tumor
E17_B003518 Epithelial 1 tumor
E17_B003527 Epithelial 1 tumor
E18_B003518 Epithelial 1 tumor
E18_B003527 Epithelial 1 tumor
E19_B003518 Epithelial 1 tumor
E19_B003522 Epithelial 8 tumor
E19_B003527 Epithelial 1 tumor
E19_B003529 Epithelial 1 tumor
E20_B003518 Epithelial 1 tumor
E20_B003522 Epithelial 1 tumor
E20_B003527 Epithelial 1 tumor
E21_B003518 Epithelial 7 tumor
E21_B003527 Epithelial 7 tumor
E21_B003529 Epithelial 1 tumor
E22_B003518 Epithelial 7 tumor
E22_B003527 Epithelial 1 tumor
E5_B003518 Epithelial 1 tumor
E7_B003518 Epithelial 7 tumor
E7_B003527 Epithelial 8 tumor
E8_B003518 Epithelial 7 tumor
E8_B003527 Epithelial 7 tumor
E9_B003522 Epithelial 7 tumor
E9_B003527 Epithelial 8 tumor
E9_B003529 Epithelial 8 tumor
F10_B003518 Epithelial 1 tumor
F10_B003529 Epithelial 7 tumor
F10_B003588 Epithelial 8 tumor
F11_B003518 Epithelial 1 tumor
F12_B003518 Epithelial 7 tumor
F12_B003527 Epithelial 1 tumor
F12_B003529 Epithelial 8 tumor
F13_B003518 Epithelial 7 tumor
F13_B003527 Epithelial 8 tumor
F14_B003527 Epithelial 1 tumor
F14_B003588 Epithelial 1 tumor
F15_B003518 Epithelial 1 tumor
F15_B003522 Epithelial 7 tumor
F15_B003527 Epithelial 1 tumor
F16_B003527 Epithelial 7 tumor
F17_B003518 Epithelial 7 tumor
F17_B003527 Epithelial 7 tumor
F18_B003518 Epithelial 1 tumor
F18_B003522 Epithelial 1 tumor
F18_B003527 Epithelial 7 tumor
F19_B003518 Epithelial 8 tumor
F19_B003522 Epithelial 7 tumor
F19_B003527 Epithelial 1 tumor
F19_B003529 Epithelial 1 tumor
F19_B003588 Epithelial 1 tumor
F20_B003518 Epithelial 7 tumor
F20_B003527 Epithelial 7 tumor
F20_B003529 Epithelial 8 tumor
F20_B003588 Epithelial 1 tumor
F21_B003527 Epithelial 1 tumor
F21_B003529 Epithelial 1 tumor
F22_B003518 Epithelial 8 tumor
F22_B003527 Epithelial 1 tumor
F6_B003527 Epithelial 7 tumor
F7_B003518 Epithelial 8 tumor
F7_B003527 Epithelial 1 tumor
F8_B003518 Epithelial 7 tumor
F8_B003527 Epithelial 7 tumor
F9_B003518 Epithelial 1 tumor
F9_B003527 Epithelial 1 tumor
G10_B003518 Epithelial 1 tumor
G10_B003527 Epithelial 1 tumor
G10_B003588 Epithelial 7 tumor
G11_B003518 Epithelial 1 tumor
G11_B003588 Epithelial 1 tumor
G12_B003527 Epithelial 1 tumor
G13_B003518 Epithelial 8 tumor
G13_B003527 Epithelial 1 tumor
G14_B003518 Epithelial 7 tumor
G15_B003518 Epithelial 1 tumor
G15_B003527 Epithelial 1 tumor
G15_B003529 Epithelial 8 tumor
G15_B003588 Epithelial 8 tumor
G16_B003518 Epithelial 1 tumor
G16_B003527 Epithelial 7 tumor
G16_B003529 Epithelial 1 tumor
G17_B003518 Epithelial 1 tumor
G17_B003527 Epithelial 1 tumor
G17_B003588 Epithelial 8 nontumor
G18_B003518 Epithelial 1 tumor
G18_B003527 Epithelial 1 tumor
G18_B003529 Epithelial 8 tumor
G19_B003518 Epithelial 1 tumor
G19_B003527 Epithelial 1 tumor
G20_B003518 Epithelial 7 tumor
G20_B003588 Epithelial 7 tumor
G21_B003518 Epithelial 7 tumor
G21_B003588 Epithelial 7 tumor
G22_B003518 Epithelial 7 tumor
G22_B003522 Epithelial 1 tumor
G22_B003527 Epithelial 1 tumor
G5_B003527 Epithelial 8 tumor
G7_B003527 Epithelial 1 tumor
G8_B003518 Epithelial 7 tumor
G8_B003527 Epithelial 7 tumor
G9_B003518 Epithelial 7 tumor
G9_B003527 Epithelial 1 tumor
G9_B003588 Epithelial 8 tumor
H10_B003518 Epithelial 1 tumor
H10_B003522 Epithelial 7 tumor
H10_B003527 Epithelial 1 tumor
H11_B003518 Epithelial 1 tumor
H11_B003527 Epithelial 1 tumor
H11_B003529 Epithelial 7 tumor
H11_B003588 Epithelial 1 tumor
H12_B003518 Epithelial 1 tumor
H12_B003527 Epithelial 7 tumor
H13_B003518 Epithelial 7 tumor
H13_B003522 Epithelial 7 tumor
H13_B003527 Epithelial 1 tumor
H13_B003588 Epithelial 1 tumor
H14_B003518 Epithelial 7 tumor
H15_B003518 Epithelial 7 tumor
H15_B003522 Epithelial 1 tumor
H15_B003527 Epithelial 7 tumor
H16_B003518 Epithelial 7 tumor
H16_B003527 Epithelial 1 tumor
H16_B003529 Epithelial 1 tumor
H17_B003518 Epithelial 1 tumor
H17_B003527 Epithelial 1 tumor
H17_B003588 Epithelial 8 tumor
H18_B003518 Epithelial 7 tumor
H18_B003522 Epithelial 8 tumor
H18_B003527 Epithelial 7 tumor
H18_B003588 Epithelial 7 tumor
H19_B003518 Epithelial 7 tumor
H19_B003522 Epithelial 1 tumor
H19_B003527 Epithelial 1 tumor
H19_B003588 Epithelial 7 tumor
H20_B003518 Epithelial 1 tumor
H20_B003522 Epithelial 8 tumor
H20_B003529 Epithelial 1 tumor
H21_B003518 Epithelial 7 tumor
H21_B003527 Epithelial 1 tumor
H22_B003527 Epithelial 7 tumor
H22_B003588 Epithelial 8 nontumor
H7_B003518 Epithelial 7 tumor
H7_B003527 Epithelial 8 tumor
H8_B003518 Epithelial 1 tumor
H8_B003527 Epithelial 1 tumor
H9_B003518 Epithelial 1 tumor
H9_B003522 Epithelial 1 tumor
H9_B003527 Epithelial 1 tumor
I10_B003518 Epithelial 7 tumor
I10_B003527 Epithelial 7 tumor
I11_B003518 Epithelial 7 tumor
I12_B003518 Epithelial 1 tumor
I12_B003527 Epithelial 1 tumor
I13_B003518 Epithelial 1 tumor
I13_B003527 Epithelial 7 tumor
I14_B003518 Epithelial 7 tumor
I14_B003522 Epithelial 7 tumor
I14_B003527 Epithelial 1 tumor
I14_B003529 Epithelial 7 tumor
I15_B003518 Epithelial 1 tumor
I15_B003529 Epithelial 7 tumor
I15_B003588 Epithelial 8 nontumor
I16_B003518 Epithelial 1 tumor
I16_B003527 Epithelial 7 tumor
I17_B003518 Epithelial 7 tumor
I17_B003527 Epithelial 7 tumor
I18_B003518 Epithelial 1 tumor
I18_B003529 Epithelial 8 tumor
I19_B003518 Epithelial 7 tumor
I19_B003522 Epithelial 1 tumor
I19_B003527 Epithelial 1 tumor
I19_B003529 Epithelial 7 tumor
I20_B003518 Epithelial 1 tumor
I20_B003527 Epithelial 1 tumor
I20_B003588 Epithelial 8 nontumor
I21_B003518 Epithelial 1 tumor
I21_B003527 Epithelial 1 tumor
I22_B003518 Epithelial 7 tumor
I22_B003522 Epithelial 1 tumor
I22_B003527 Epithelial 1 tumor
I22_B003588 Epithelial 1 tumor
I2_B003527 Epithelial 7 tumor
I6_B003527 Epithelial 7 tumor
I7_B003518 Epithelial 7 tumor
I7_B003527 Epithelial 7 tumor
I8_B003518 Epithelial 7 tumor
I8_B003527 Epithelial 1 tumor
I9_B003518 Epithelial 1 tumor
I9_B003527 Epithelial 7 tumor
J10_B003518 Epithelial 1 tumor
J10_B003527 Epithelial 1 tumor
J11_B003518 Epithelial 1 tumor
J11_B003527 Epithelial 1 tumor
J11_B003529 Epithelial 8 tumor
J12_B003518 Epithelial 1 tumor
J12_B003527 Epithelial 1 tumor
J12_B003529 Epithelial 7 tumor
J13_B003518 Epithelial 1 tumor
J13_B003522 Epithelial 8 tumor
J13_B003527 Epithelial 7 tumor
J14_B003518 Epithelial 1 tumor
J14_B003529 Epithelial 7 tumor
J15_B003518 Epithelial 1 tumor
J15_B003527 Epithelial 7 tumor
J16_B003518 Epithelial 7 tumor
J16_B003522 Epithelial 1 tumor
J16_B003527 Epithelial 1 tumor
J16_B003529 Epithelial 1 tumor
J17_B003518 Epithelial 1 tumor
J17_B003527 Epithelial 1 tumor
J18_B003527 Epithelial 7 tumor
J18_B003529 Epithelial 7 tumor
J19_B003522 Epithelial 8 tumor
J19_B003527 Epithelial 1 tumor
J1_B003527 Epithelial 8 tumor
J20_B003518 Epithelial 7 tumor
J20_B003527 Epithelial 7 tumor
J21_B003518 Epithelial 1 tumor
J21_B003527 Epithelial 8 tumor
J22_B003518 Epithelial 1 tumor
J22_B003527 Epithelial 1 tumor
J4_B003527 Epithelial 8 tumor
J7_B003518 Epithelial 8 tumor
J7_B003527 Epithelial 1 tumor
J8_B003518 Epithelial 7 tumor
J8_B003527 Epithelial 1 tumor
J9_B003518 Epithelial 7 tumor
J9_B003527 Epithelial 1 tumor
J9_B003529 Epithelial 1 tumor
K10_B003527 Epithelial 1 tumor
K10_B003529 Epithelial 1 tumor
K11_B003518 Epithelial 1 tumor
K11_B003527 Epithelial 1 tumor
K11_B003588 Epithelial 1 tumor
K12_B003518 Epithelial 1 tumor
K12_B003527 Epithelial 8 tumor
K12_B003588 Epithelial 7 tumor
K13_B003518 Epithelial 7 tumor
K13_B003522 Epithelial 7 tumor
K13_B003527 Epithelial 8 tumor
K14_B003518 Epithelial 7 tumor
K14_B003522 Epithelial 1 tumor
K14_B003527 Epithelial 8 tumor
K15_B003518 Epithelial 1 tumor
K15_B003527 Epithelial 1 tumor
K16_B003529 Epithelial 8 tumor
K17_B003518 Epithelial 7 tumor
K17_B003527 Epithelial 7 tumor
K18_B003518 Epithelial 1 tumor
K19_B003518 Epithelial 1 tumor
K19_B003527 Epithelial 7 tumor
K19_B003588 Epithelial 7 tumor
K20_B003518 Epithelial 7 tumor
K20_B003527 Epithelial 1 tumor
K21_B003518 Epithelial 7 tumor
K21_B003527 Epithelial 7 tumor
K21_B003588 Epithelial 8 nontumor
K22_B003518 Epithelial 7 tumor
K22_B003527 Epithelial 1 tumor
K22_B003588 Epithelial 8 nontumor
K7_B003518 Epithelial 8 tumor
K7_B003527 Epithelial 7 tumor
K8_B003527 Epithelial 7 tumor
K9_B003527 Epithelial 7 tumor
L10_B003518 Epithelial 1 tumor
L10_B003527 Epithelial 7 tumor
L11_B003518 Epithelial 8 tumor
L11_B003588 Epithelial 7 tumor
L12_B003518 Epithelial 7 tumor
L12_B003527 Epithelial 1 tumor
L13_B003518 Epithelial 7 tumor
L13_B003527 Epithelial 1 tumor
L13_B003529 Epithelial 1 tumor
L14_B003518 Epithelial 7 tumor
L14_B003527 Epithelial 7 tumor
L15_B003518 Epithelial 7 tumor
L15_B003527 Epithelial 1 tumor
L16_B003518 Epithelial 7 tumor
L16_B003527 Epithelial 7 tumor
L16_B003588 Epithelial 1 tumor
L17_B003518 Epithelial 1 tumor
L17_B003527 Epithelial 7 tumor
L17_B003588 Epithelial 8 tumor
L18_B003518 Epithelial 1 tumor
L18_B003527 Epithelial 7 tumor
L18_B003588 Epithelial 1 tumor
L19_B003527 Epithelial 1 tumor
L20_B003518 Epithelial 7 tumor
L20_B003527 Epithelial 1 tumor
L20_B003588 Epithelial 8 tumor
L21_B003518 Epithelial 1 tumor
L21_B003527 Epithelial 8 tumor
L21_B003529 Epithelial 8 tumor
L21_B003588 Epithelial 8 tumor
L22_B003518 Epithelial 1 tumor
L22_B003527 Epithelial 7 tumor
L22_B003588 Epithelial 8 tumor
L23_B003588 Epithelial 8 tumor
L5_B003527 Epithelial 1 tumor
L7_B003527 Epithelial 1 tumor
L8_B003518 Epithelial 1 tumor
L8_B003527 Epithelial 7 tumor
L9_B003518 Epithelial 7 tumor
L9_B003522 Epithelial 1 tumor
L9_B003527 Epithelial 8 tumor
M10_B003518 Epithelial 1 tumor
M10_B003527 Epithelial 7 tumor
M11_B003518 Epithelial 1 tumor
M11_B003522 Epithelial 8 tumor
M11_B003527 Epithelial 1 tumor
M11_B003588 Epithelial 1 tumor
M12_B003518 Epithelial 1 tumor
M12_B003522 Epithelial 1 tumor
M12_B003527 Epithelial 1 tumor
M13_B003518 Epithelial 1 tumor
M13_B003527 Epithelial 7 tumor
M14_B003518 Epithelial 7 tumor
M14_B003527 Epithelial 7 tumor
M14_B003529 Epithelial 7 tumor
M15_B003518 Epithelial 7 tumor
M15_B003527 Epithelial 1 tumor
M16_B003518 Epithelial 1 tumor
M16_B003527 Epithelial 7 tumor
M16_B003529 Epithelial 7 tumor
M17_B003518 Epithelial 7 tumor
M17_B003527 Epithelial 7 tumor
M17_B003529 Epithelial 8 tumor
M18_B003518 Epithelial 1 tumor
M18_B003527 Epithelial 1 tumor
M19_B003518 Epithelial 7 tumor
M19_B003522 Epithelial 8 tumor
M19_B003527 Epithelial 1 tumor
M20_B003518 Epithelial 1 tumor
M20_B003527 Epithelial 1 tumor
M20_B003529 Epithelial 1 tumor
M21_B003518 Epithelial 1 tumor
M21_B003527 Epithelial 1 tumor
M22_B003518 Epithelial 7 tumor
M22_B003527 Epithelial 8 tumor
M6_B003527 Epithelial 1 tumor
M7_B003518 Epithelial 1 tumor
M7_B003527 Epithelial 1 tumor
M8_B003518 Epithelial 7 tumor
M9_B003518 Epithelial 1 tumor
M9_B003527 Epithelial 7 tumor
M9_B003529 Epithelial 1 tumor
M9_B003588 Epithelial 1 tumor
N10_B003518 Epithelial 1 tumor
N10_B003527 Epithelial 1 tumor
N10_B003588 Epithelial 1 tumor
N11_B003527 Epithelial 1 tumor
N12_B003518 Epithelial 7 tumor
N12_B003522 Epithelial 8 tumor
N12_B003527 Epithelial 1 tumor
N12_B003529 Epithelial 8 tumor
N13_B003518 Epithelial 8 tumor
N13_B003527 Epithelial 1 tumor
N14_B003518 Epithelial 1 tumor
N14_B003522 Epithelial 1 tumor
N14_B003527 Epithelial 7 tumor
N14_B003529 Epithelial 8 tumor
N14_B003588 Epithelial 1 tumor
N15_B003518 Epithelial 7 tumor
N15_B003527 Epithelial 1 tumor
N16_B003518 Epithelial 7 tumor
N17_B003518 Epithelial 1 tumor
N17_B003527 Epithelial 7 tumor
N17_B003588 Epithelial 7 tumor
N18_B003518 Epithelial 7 tumor
N18_B003522 Epithelial 1 tumor
N18_B003527 Epithelial 8 tumor
N19_B003518 Epithelial 1 tumor
N20_B003518 Epithelial 1 tumor
N20_B003527 Epithelial 1 tumor
N20_B003529 Epithelial 8 tumor
N21_B003518 Epithelial 1 tumor
N21_B003527 Epithelial 1 tumor
N22_B003518 Epithelial 1 tumor
N22_B003527 Epithelial 7 tumor
N5_B003518 Epithelial 1 tumor
N7_B003527 Epithelial 8 tumor
N8_B003518 Epithelial 7 tumor
N9_B003518 Epithelial 8 tumor
N9_B003527 Epithelial 7 tumor
N9_B003529 Epithelial 1 tumor
O10_B003527 Epithelial 1 tumor
O10_B003588 Epithelial 1 tumor
O11_B003518 Epithelial 7 tumor
O11_B003522 Epithelial 7 tumor
O11_B003527 Epithelial 1 tumor
O11_B003529 Epithelial 7 tumor
O11_B003588 Epithelial 7 tumor
O12_B003518 Epithelial 7 tumor
O12_B003527 Epithelial 1 tumor
O12_B003529 Epithelial 7 tumor
O12_B003588 Epithelial 7 tumor
O13_B003518 Epithelial 8 tumor
O13_B003527 Epithelial 1 tumor
O14_B003518 Epithelial 7 tumor
O14_B003527 Epithelial 1 tumor
O15_B003518 Epithelial 7 tumor
O15_B003527 Epithelial 1 tumor
O16_B003518 Epithelial 1 tumor
O16_B003527 Epithelial 7 tumor
O17_B003518 Epithelial 7 tumor
O17_B003522 Epithelial 1 tumor
O17_B003527 Epithelial 7 tumor
O17_B003529 Epithelial 8 tumor
O18_B003518 Epithelial 8 tumor
O18_B003527 Epithelial 7 tumor
O19_B003527 Epithelial 7 tumor
O20_B003518 Epithelial 1 tumor
O20_B003522 Epithelial 8 tumor
O20_B003527 Epithelial 8 tumor
O20_B003588 Epithelial 8 tumor
O21_B003518 Epithelial 7 tumor
O21_B003527 Epithelial 7 tumor
O21_B003529 Epithelial 8 tumor
O22_B003527 Epithelial 8 tumor
O22_B003529 Epithelial 8 tumor
O7_B003518 Epithelial 7 tumor
O7_B003527 Epithelial 7 tumor
O8_B003518 Epithelial 1 tumor
O8_B003527 Epithelial 8 tumor
O9_B003518 Epithelial 1 tumor
O9_B003527 Epithelial 7 tumor
O9_B003529 Epithelial 1 tumor
P10_B003518 Epithelial 1 tumor
P10_B003522 Epithelial 8 tumor
P10_B003527 Epithelial 7 tumor
P10_B003588 Epithelial 8 tumor
P11_B003518 Epithelial 1 tumor
P11_B003529 Epithelial 1 tumor
P12_B003518 Epithelial 8 tumor
P12_B003527 Epithelial 1 tumor
P12_B003588 Epithelial 7 tumor
P13_B003518 Epithelial 7 tumor
P13_B003527 Epithelial 1 tumor
P14_B003518 Epithelial 1 tumor
P14_B003527 Epithelial 1 tumor
P15_B003527 Epithelial 1 tumor
P16_B003518 Epithelial 7 tumor
P17_B003518 Epithelial 8 tumor
P17_B003527 Epithelial 1 tumor
P17_B003588 Epithelial 8 tumor
P18_B003518 Epithelial 7 tumor
P19_B003518 Epithelial 1 tumor
P19_B003522 Epithelial 1 tumor
P20_B003518 Epithelial 1 tumor
P20_B003522 Epithelial 1 tumor
P21_B003527 Epithelial 8 tumor
P22_B003518 Epithelial 7 tumor
P22_B003527 Epithelial 8 tumor
P7_B003518 Epithelial 1 tumor
P7_B003527 Epithelial 1 tumor
P8_B003518 Epithelial 1 tumor
P8_B003527 Epithelial 7 tumor
P9_B003518 Epithelial 1 tumor
P9_B003527 Epithelial 1 tumor
A10_1001000408 Epithelial 0 tumor
A10_1001000412 Epithelial 0 tumor
A11_1001000407 Epithelial 0 tumor
A11_1001000408 Epithelial 0 tumor
A11_1001000412 Epithelial 0 tumor
A12_1001000407 Epithelial 0 tumor
A12_1001000408 Epithelial 0 tumor
A13_1001000407 Epithelial 0 tumor
A13_1001000408 Epithelial 27 tumor
A13_1001000412 Epithelial 0 tumor
A14_1001000407 Epithelial 0 tumor
A14_1001000408 Epithelial 0 tumor
A15_1001000407 Epithelial 0 tumor
A15_1001000408 Epithelial 0 tumor
A16_1001000407 Epithelial 0 tumor
A16_1001000408 Epithelial 27 tumor
A16_1001000412 Epithelial 0 tumor
A17_1001000407 Epithelial 0 tumor
A17_1001000408 Epithelial 0 tumor
A17_1001000412 Epithelial 0 tumor
A18_1001000407 Epithelial 0 tumor
A18_1001000408 Epithelial 0 tumor
A19_1001000407 Epithelial 0 tumor
A19_1001000412 Epithelial 0 tumor
A20_1001000407 Epithelial 0 tumor
A20_1001000408 Epithelial 0 tumor
A20_1001000412 Epithelial 0 tumor
A21_1001000407 Epithelial 0 tumor
A21_1001000408 Epithelial 0 tumor
A22_1001000407 Epithelial 0 tumor
A22_1001000408 Epithelial 0 tumor
A2_1001000408 Epithelial 27 tumor
A2_1001000411 Epithelial 0 tumor
A3_1001000412 Epithelial 0 tumor
A4_1001000407 Epithelial 0 tumor
A4_1001000411 Epithelial 27 tumor
A5_1001000407 Epithelial 27 tumor
A5_1001000408 Epithelial 0 tumor
A6_1001000408 Epithelial 0 tumor
A6_1001000412 Epithelial 0 tumor
A7_1001000408 Epithelial 0 tumor
A9_1001000407 Epithelial 27 tumor
A9_1001000408 Epithelial 0 tumor
A9_1001000412 Epithelial 0 tumor
B10_1001000407 Epithelial 0 tumor
B10_1001000408 Epithelial 0 tumor
B10_1001000411 Epithelial 0 tumor
B10_1001000412 Epithelial 0 tumor
B11_1001000407 Epithelial 0 tumor
B11_1001000408 Epithelial 0 tumor
B11_1001000412 Epithelial 0 tumor
B12_1001000407 Epithelial 0 tumor
B12_1001000408 Epithelial 0 tumor
B12_1001000412 Epithelial 0 tumor
B13_1001000407 Epithelial 0 tumor
B13_1001000408 Epithelial 0 tumor
B13_1001000412 Epithelial 0 tumor
B14_1001000407 Epithelial 0 tumor
B14_1001000408 Epithelial 0 tumor
B15_1001000407 Epithelial 0 tumor
B15_1001000408 Epithelial 0 tumor
B15_1001000412 Epithelial 0 tumor
B16_1001000407 Epithelial 0 tumor
B17_1001000407 Epithelial 0 tumor
B17_1001000408 Epithelial 0 tumor
B17_1001000412 Epithelial 0 tumor
B18_1001000408 Epithelial 27 tumor
B18_1001000412 Epithelial 0 tumor
B19_1001000407 Epithelial 0 tumor
B19_1001000408 Epithelial 0 tumor
B1_1001000407 Epithelial 27 tumor
B1_1001000408 Epithelial 0 tumor
B20_1001000407 Epithelial 0 tumor
B20_1001000408 Epithelial 0 tumor
B20_1001000412 Epithelial 0 tumor
B21_1001000407 Epithelial 0 tumor
B21_1001000408 Epithelial 0 tumor
B21_1001000412 Epithelial 0 tumor
B22_1001000407 Epithelial 0 tumor
B22_1001000408 Epithelial 0 tumor
B22_1001000412 Epithelial 0 tumor
B2_1001000412 Epithelial 0 tumor
B3_1001000407 Epithelial 0 tumor
B5_1001000407 Epithelial 0 tumor
B5_1001000412 Epithelial 0 tumor
B6_1001000412 Epithelial 0 tumor
B7_1001000407 Epithelial 0 tumor
B7_1001000408 Epithelial 0 tumor
B8_1001000407 Epithelial 0 tumor
B8_1001000408 Epithelial 0 tumor
B9_1001000407 Epithelial 0 tumor
B9_1001000408 Epithelial 0 tumor
B9_1001000412 Epithelial 0 tumor
C10_1001000407 Epithelial 0 tumor
C10_1001000408 Epithelial 0 tumor
C10_1001000412 Epithelial 0 tumor
C11_1001000407 Epithelial 0 tumor
C11_1001000408 Epithelial 0 tumor
C12_1001000407 Epithelial 0 tumor
C12_1001000408 Epithelial 0 tumor
C12_1001000412 Epithelial 0 tumor
C13_1001000407 Epithelial 0 tumor
C13_1001000408 Epithelial 0 tumor
C13_1001000412 Epithelial 0 tumor
C14_1001000407 Epithelial 0 tumor
C15_1001000407 Epithelial 0 tumor
C16_1001000407 Epithelial 0 tumor
C16_1001000408 Epithelial 0 tumor
C16_1001000411 Epithelial 0 tumor
C16_1001000412 Epithelial 0 tumor
C17_1001000407 Epithelial 0 tumor
C17_1001000408 Epithelial 0 tumor
C17_1001000412 Epithelial 0 tumor
C18_1001000407 Epithelial 0 tumor
C18_1001000408 Epithelial 0 tumor
C19_1001000407 Epithelial 0 tumor
C19_1001000408 Epithelial 0 tumor
C19_1001000412 Epithelial 0 tumor
C1_1001000408 Epithelial 0 tumor
C20_1001000407 Epithelial 0 tumor
C20_1001000408 Epithelial 0 tumor
C21_1001000407 Epithelial 0 tumor
