"","cnv_score"
"G22_B002078",1312
"O1_B003132",1236
"M15_B002074",1296
"B17_B003183",1393
"E2_B003187",1562
"B1_B003129",1048
"L14_B003129",1007
"N8_B003125",1051
"C15_B003518",1416
"D21_B003894",1524
"P22_B000422",1638
"F2_B003129",1408
"N1_B003187",1105
"O7_B003125",1385
"L15_B003191",1707
"I14_B003187",1265
"P18_B002097",1438
"P3_B003191",1775
"J6_B001554",1403
"K3_B003126",1203
"M7_B003125",1053
"A8_B003187",1239
"O8_B003129",1437
"M22_B002074",1223
"O9_B001545",1281
"I12_B003120",1465
"N16_B000420",1362
"A10_B001470",1664
"G3_B003132",1460
"D7_B002570",1390
"A19_B003116",1164
"L22_B003646",821
"B4_1001000317",1019
"B11_B002558",1033
"C19_B002097",1281
"G3_B001548",1233
"J13_B003071",1268
"F20_B003120",997
"G7_B003125",1175
"I7_B003125",825
"K19_B000420",755
"M15_B000420",856
"E9_B003528",1080
"A22_B002077",1150
"H5_B002570",1049
"C20_B003656",1751
"J17_B003894",1493
"C21_B003656",1393
"J8_B000573",1307
"K15_1001000411",2977
"F2_1001000407",2682
"M20_1001000412",3751
"O1_B001617",2633
"P4_1001000411",2031
"G19_B003120",1540
"P16_B003044",2024
"H7_1001000377",3164
"N14_1001000407",3563
"H1_B003071",1678
"H21_B003654",1672
"H2_B003071",1424
"I16_B003103",3227
"C21_B003105",2451
"P15_B003105",1457
"C16_B003930",1224
"E19_B003105",1808
"E12_B003103",2259
"A12_B003103",1728
"I14_B003103",1855
"F9_B001548",2822
"J1_B003523",3504
"F14_B000422",3116
"G1_B001474",3211
"C1_B003577",2911
"J8_B003528",3132
"F13_B001010",3474
"H22_B003112",2947
"J21_B003112",3078
"P1_B003132",3006
"D5_B003648",2479
"I14_B003191",2718
"D1_B000280",2556
"K9_B003523",2324
"I22_B002078",2485
"M21_B002077",2258
"N9_B001543",2190
"C8_B001548",1929
"N5_B001545",1967
"P6_B001543",1872
"I5_B001548",2332
"K8_B001559",1875
"I8_B001548",1707
"P10_B001545",1753
"B10_B000860",1659
"B7_B001543",1689
"E3_B001543",2259
"H9_B001548",2365
"D7_B001548",2373
"E10_B003119",2317
"C17_B000420",1816
"D22_B000420",2021
"I20_B000420",1688
"L17_B002074",1476
"J20_B000420",1965
"L20_B000420",1866
"L19_B000420",1532
"C20_B000420",1818
"D21_B000420",1354
"H18_B000420",1858
"O18_B000420",1968
"A16_B002077",2438
"P11_B002077",2198
"O17_B000420",2247
"H8_B003523",1760
"C16_B000420",1544
"K7_B003528",1822
"A16_B003995",2838
"H2_B003577",2141
"K16_B002079",1901
"F21_B000420",1778
"I10_B003577",1852
"F19_B002079",2230
"D19_B002079",2233
"G17_B002079",1886
"L6_B001545",2676
"B10_B003523",1877
"E22_B002077",1821
"D13_B001557",1907
"E16_B003588",2100
"I16_B000420",2062
"P20_B000420",2096
"E20_B000422",2014
"I14_B002078",2055
"D14_B002077",2541
"E13_B002079",2433
"C17_B003116",2111
"D16_B003126",2039
"P13_B003116",2820
"B20_B003112",2475
"F11_B003119",2220
"O16_B003112",1619
"K18_B003112",1462
"K4_B003995",1269
"I12_B003119",1634
"I17_B003120",1513
"P14_B003120",1663
"C15_B003116",2606
"B15_B003112",1654
"M12_B003120",1476
"P18_B003116",2003
"K12_B003120",2113
"M11_B003119",1838
"B22_B003112",2563
"H15_B003112",2726
"N17_B003112",3052
"E21_B003112",2572
"M9_B003119",2477
"C16_B003112",3520
"D20_B003112",2867
"F18_B003116",2711
"C8_B003119",2959
"N20_B003116",3105
"C10_B003129",2541
"M14_B003097",2662
"I10_B003647",2918
"I19_B003647",2784
"I12_B003647",2788
"I17_B003647",2766
"I11_B003647",2297
"I16_B003647",1904
"N12_B003116",2964
"F14_B003120",2655
"P12_B003120",2875
"F15_B003112",3001
"N19_B003112",3099
"E22_B003112",2203
"N21_B003120",2882
"M18_B003112",2505
"A21_B003116",1726
"N18_B002090",1926
"D4_B001470",2801
"L6_B003112",3394
"A17_B003112",2394
"D16_B001470",2047
"N1_B003191",2218
"K14_B003920",2633
"D6_B001470",1994
"M22_B003120",1872
"D22_B001470",1868
"D14_B001470",1871
"H15_B000860",1792
"C9_B003523",2459
"P9_B003577",2384
"G8_B003577",2836
"P11_B003523",2775
"P8_B003132",2359
"P22_B003183",2758
"I17_B003179",2368
"L19_B003179",2645
"O21_B003179",2623
"H19_B003179",2179
"J12_B003179",2117
"G10_B003523",2950
"N1_B003132",2712
"J1_B003191",2389
"N2_B003132",2195
"J3_B003191",3056
"J7_B001474",3300
"D9_B003523",2783
"E10_B003577",2168
"C8_B003577",2468
"O8_B003528",2991
"K11_B003523",2066
"A10_B003528",1935
"D15_B003126",1893
"A7_B003577",3298
"A7_B003528",2946
"O11_B003577",2857
"C7_B003528",2518
"E10_B003528",2373
"O10_B003528",2038
"G3_B002531",2974
"E8_B002531",2593
"F10_B000568",2474
"K11_B002531",2146
"I11_B001545",2411
"K15_B002077",2813
"D3_B003191",2480
"O3_B001548",2635
"N3_B002531",3258
"G11_B002078",3870
"I14_B000420",2943
"G20_B002078",2514
"P13_B003179",2275
"P9_B000568",2294
"M14_B003179",2879
"H3_B003187",2055
"N19_B003183",2330
"A10_B001545",3309
"H20_B003120",3551
"A9_B001543",3059
"B3_B001543",3680
"H7_B003119",2468
"N22_B002079",3030
"J17_B003776",3320
"F11_B001548",2686
"L17_B003120",2747
"F7_B003132",3906
"L17_B000422",3942
"B11_B002531",2573
"B12_B002531",2286
"B20_B002531",2703
"B13_B002531",2605
"B4_B002531",2714
"B10_B002531",3581
"B3_B002531",3200
"B6_B002531",2860
"J8_B000568",2595
"C10_B000568",3951
"C21_B000568",3546
"B16_B000568",2658
"C4_B000568",2904
"N6_B000568",2939
"D2_B002531",2696
"D7_B000568",2184
"F5_B000568",2181
"L8_B002531",2046
"J11_B002531",2472
"P9_B002531",2552
"L9_B000568",2932
"B2_B000568",2664
"B7_B000568",2588
"M9_B000568",2401
"C11_B000568",2271
"L5_B002531",2397
"E19_B003179",2821
"K5_B000568",2699
"F4_B002531",2542
"H15_B000422",2045
"C1_B000561",2392
"O18_B003179",2708
"E7_B002531",2370
"N7_B002531",2515
"D4_B002531",2763
"B8_B000568",2818
"M1_B002531",2675
"L15_B003183",3036
"C16_B003183",2690
"C2_B000568",2879
"I15_B003183",3245
"K13_B003183",2783
"B11_B000568",2398
"C19_B000563",1979
"N6_B002531",2165
"H13_B002079",2251
"P15_B003183",2287
"H2_B003126",2582
"I10_B000568",2844
"F8_B000568",2777
"O3_B002531",2720
"H11_B002558",2951
"G5_B002570",2988
"J4_B003126",1826
"D12_B002570",2184
"H6_B003132",2175
"P1_B002570",2359
"A12_B002570",2605
"H5_B000568",2474
"I3_B000568",2067
"L2_B002570",1991
"F17_B002077",1833
"I20_B000563",1977
"K6_B002570",1711
"O13_B003179",2378
"N16_B003771",1936
"N11_B002531",2081
"B2_B003132",2233
"H8_B001474",2481
"H1_B002570",2680
"J8_B002570",1981
"K8_B003126",2413
"D6_B002558",2316
"F20_B000563",2423
"N14_B000563",2667
"N16_B003126",1732
"E14_B003179",1821
"A5_B000568",2885
"J19_B003179",2449
"E22_B003179",2282
"E2_B002531",2031
"F13_B003179",1885
"A3_B002531",2415
"L3_B003132",1803
"K12_B003183",2124
"G14_B003183",2389
"H7_B003577",2100
"N20_B003179",1598
"O7_B000561",1987
"F16_B002079",2412
"E3_B002531",2438
"D8_B000568",2247
"J16_B002097",1746
"K22_B000563",1837
"O3_B002570",2119
"F22_B003179",2242
"A6_B000561",1731
"O4_B002531",1836
"O5_B000568",2316
"P7_B002531",2512
"M8_B002531",1992
"C8_B002531",2260
"J1_B000568",2064
"M1_B000568",1599
"N2_B002531",1631
"J13_B003179",2271
"N22_B003179",2308
"H20_B000563",1895
"M7_B000561",1996
"D14_B003179",2828
"H2_B000568",2674
"P6_B002531",2359
"C14_B000563",1985
"I21_B000563",1637
"J15_B002078",1854
"A10_B000568",1924
"H17_B003183",2828
"K4_B003113",1793
"L12_B002570",2241
"C7_B002531",3161
"I8_B003132",2492
"L8_B001543",1964
"D14_B000563",2385
"G17_B000568",3372
"N3_B000568",3617
"E20_B000568",4036
"F9_B002531",3800
"H9_B000568",3178
"F3_B002531",4947
"H10_B000568",4507
"I6_B000568",4150
"L10_B002531",4032
"C1_B000568",3500
"E16_B003183",3873
"A7_B000568",3607
"E8_B000568",3128
"I18_B003179",3031
"L18_B003183",3135
"G7_B002531",3960
"J18_B003179",4018
"M13_B003179",3843
"M18_B003179",3928
"L17_B003183",3097
"O8_B002531",3057
"L2_B002531",3543
"N9_B002531",2907
"I13_B003183",3165
"O22_B003183",3336
"D18_B003179",2920
"I13_B003179",3011
"F17_B003179",3331
"E20_B003179",3152
"L21_B003183",2885
"H14_B000420",2938
"G10_B002531",2774
"A17_B002531",2980
"G11_B002531",2612
"G8_B002531",2735
"G13_B003183",2781
"A17_B003183",2500
"I2_B002531",2211
"G4_B002570",2302
"L19_B003183",2472
"H6_B000561",1872
"N12_B003179",2040
"B21_B003183",2562
"B15_B003183",2195
"M16_B003183",2044
"M22_B003179",2580
"G19_B003179",2430
"M18_B003183",2517
"M21_B003179",2132
"A22_B003179",2529
"I14_B003183",2305
"D20_B003183",2854
"I14_B003179",3069
"I21_B003183",2537
"E5_B003126",3322
"B2_B002570",2891
"L3_B002570",3290
"A7_B003126",3257
"A11_B003577",2912
"F1_B001470",3190
"E9_B003523",3753
"K18_B003179",2834
"K21_B003179",3126
"D17_B003183",3852
"G20_B003179",3247
"K15_B003179",2568
"H4_B002531",2593
"I11_B002531",2578
"K5_B003119",3314
"K17_B003119",3313
"K6_B003119",3216
"K10_B003119",3526
"K7_B003119",3094
"K15_B003119",3670
"K21_B003119",3480
"K11_B003119",3298
"K9_B003119",3144
"K2_B003119",3489
"K1_B003119",3341
"K3_B003119",3136
"K20_B003119",3382
"K14_B003119",3107
"K4_B003119",2990
"K22_B003119",3429
"K13_B003119",3600
"K18_B003119",3495
"K19_B003119",3637
"P6_B000561",2210
"F1_B000279",1962
"I3_B003187",1866
"L16_B002077",2128
"H16_B003126",1856
"D18_B001470",2205
"P13_B000561",1569
"B4_B001010",2113
"K18_B003920",2049
"G18_B003920",2063
"P5_B003995",1822
"C5_B002573",2322
"L13_B002078",2193
"C14_B003930",1953
"O14_B003191",1962
"B21_B003995",2198
"B17_B002097",1900
"D16_B002097",2006
"C14_B003132",1732
"F5_B003126",1812
"E7_B003126",1883
"G2_B003126",1984
"N16_B001010",2030
"B5_B003126",1793
"G15_B002073",1603
"I19_B001008",1549
"F12_B001016",1476
"L4_B003132",1555
"N18_B003070",1997
"K10_B003071",2048
"H9_B000561",1820
"G1_B003187",1399
"J17_B003920",1427
"E15_B003126",1498
"O4_B003129",1392
"P18_B003103",1290
"J18_B003930",1788
"M17_B003103",1702
"B14_B003930",1579
"C16_B003125",1598
"C20_B002078",1997
"L6_B003115",1831
"F7_B003113",1587
"J19_B001016",1625
"B15_B002079",2720
"B15_B003920",1909
"M16_B003125",2744
"A7_B003132",2418
"E5_B003115",2239
"C5_B003659",2278
"C6_B003659",1963
"J18_B003588",1971
"J19_B003588",2399
"J9_B002572",2393
"C20_B003995",2091
"B2_B001474",1727
"B6_B001470",2120
"L17_B001008",2260
"H5_B000561",2143
"E13_B003777",2088
"L1_B001470",1836
"D20_B003920",1493
"P1_B001470",1619
"I7_B003126",2007
"L3_B003191",2059
"I1_B002571",2658
"C14_B003920",2310
"E10_B002572",1503
"I13_B003930",2477
"M19_B003920",2234
"O20_B003995",2446
"A10_B001548",1589
"I6_B000561",1628
"G3_B003187",1803
"N4_B001470",1627
"O14_B003125",1354
"P1_B003191",1335
"F8_B003132",1977
"L11_B000561",2152
"P19_B003920",2195
"N6_B000561",1933
"N7_B001554",1987
"C13_B003920",1933
"E19_B003920",1844
"A16_B003894",2039
"L7_B000561",2253
"G8_B001470",1835
"H17_B003654",1639
"H17_B000860",1880
"I4_B001556",1865
"M8_B001546",1993
"P14_B001016",1786
"H20_B001016",1437
"I18_B003894",1254
"F11_B003115",1384
"G16_B001008",1538
"L14_B001016",1883
"O15_B003930",1601
"B16_B003771",1190
"M8_B003115",1388
"G15_B002078",1639
"F16_B003518",1576
"E4_B001546",1542
"A18_B003920",2196
"B10_B001543",1506
"O10_B001470",1422
"H13_B001010",1617
"J18_B001010",1581
"J7_B000561",1960
"H3_B002573",1479
"J9_B002573",1611
"G21_B001016",1805
"L2_B003126",1512
"M17_B003771",2039
"E15_B003894",1776
"F7_B001470",1470
"H8_B002558",1560
"J10_B001474",1476
"M5_B001551",1525
"L2_B001543",1917
"D6_B003132",1299
"P3_B000561",1210
"D3_B001464",1318
"I16_B003067",1197
"B2_B000561",1159
"C13_B001016",1827
"G19_B001016",1641
"F14_B000563",1761
"O9_B001554",1900
"I3_B003191",1754
"O10_B001551",1537
"L18_B003894",1793
"A17_B000563",1439
"E11_B000563",1712
"F19_B003894",1406
"A14_B003771",1586
"B14_B000563",1507
"A8_B001545",1445
"D16_B002074",1512
"G6_B001551",1446
"E15_B000422",1718
"F22_B003920",1491
"I18_B003522",1970
"G22_B003179",1920
"N3_B000561",1815
"P19_B002073",1645
"D6_B003527",1533
"A9_B001470",1395
"B21_B000563",1492
"K4_B003067",1751
"I7_B001551",1675
"F14_B003529",1455
"N3_B001464",1414
"L18_B001010",2117
"L1_B003077",2414
"I13_B002570",2283
"P16_B003179",2454
"P11_B002531",1778
"A19_B003771",1718
"L9_B001554",1879
"L21_B003179",1837
"O11_B002531",2137
"G16_B002078",2576
"I12_B003894",2491
"F16_B003183",3038
"E17_B002078",2089
"F12_B003920",1870
"K13_B002078",1781
"O19_B000422",2041
"D14_B003132",2004
"O19_B002073",1519
"F14_B002078",1341
"O14_B003771",1382
"N2_B003648",2001
"G19_B000563",1880
"P1_B000561",1835
"K19_B003105",1560
"J18_B003067",1769
"C9_B000561",1489
"M1_B003071",1886
"J20_B003894",1584
"O14_B003588",1770
"G11_B003529",1871
"M2_B003067",2109
"E7_B000561",1808
"F1_B001559",1765
"D8_B002531",1414
"H19_B000563",1256
"D4_B002573",1965
"I10_B002573",1861
"H5_B002572",1702
"J7_B002571",1426
"H7_B002573",1007
"J6_B002571",1157
"F5_B002573",2139
"O8_B001559",1649
"P13_B001557",2002
"I5_B001559",2203
"L8_B001559",2243
"J1_B001464",2037
"G7_B000568",2197
"C1_B001464",2331
"K2_B001557",2281
"O1_B002572",2151
"L21_B000580",3412
"N16_B003643",2662
"M11_B003067",2647
"I7_B002531",2676
"E20_B000860",2690
"J12_B000569",3112
"F12_B003067",2474
"C10_B000561",2347
"G15_B000563",2518
"G1_B001559",2138
"J3_B002571",2371
"A11_B000561",2524
"I4_B002572",2372
"J6_B002573",1940
"M9_B000561",1874
"J3_B001557",1783
"G8_B000561",1685
"H8_B003648",1787
"O4_B002573",1715
"G13_B000573",1902
"L1_B003643",1885
"E10_B000568",1923
"K10_B002531",2096
"A2_B001557",2018
"P7_B000568",2000
"L7_B002571",2929
"A8_B001557",1143
"A9_B001557",2000
"E15_B000568",2004
"O10_B000561",2092
"D4_B000563",2318
"H11_B000422",1773
"K15_B002078",1881
"B13_B003771",4223
"H15_B003103",4432
"H11_B003093",3504
"N18_B003894",3056
"J17_B003103",3441
"M12_B002573",3280
"M9_B002573",4074
"J9_B001545",2909
"M8_B001543",2590
"K11_B001556",2485
"L5_B001559",2776
"B15_B000422",2855
"G8_B001559",2713
"D6_B003067",3286
"D15_B003183",2976
"B8_B002572",2875
"D3_B002572",2577
"N3_B002571",2323
"D4_B002572",3207
"B1_B001464",3105
"E12_B002572",2587
"G12_B002571",2876
"E4_B002572",2818
"A6_B002572",2310
"A11_B003528",2499
"K3_B003995",2519
"A5_B002572",2734
"K5_B002572",2805
"A2_B003659",2137
"E13_B002078",1819
"J4_B000863",1950
"G13_B003930",2526
"M21_B002073",2540
"L2_B003067",2773
"K9_B001548",2326
"F12_B003894",2414
"M2_B001543",2154
"H17_B001008",3142
"L7_B003577",2712
"E14_B003183",2913
"B1_B003657",2905
"E13_B001010",2703
"H12_B003930",2486
"P18_B003930",2097
"P22_B003930",2238
"K21_B003103",3005
"M18_B003930",2615
"B19_B003103",3209
"C16_B003103",3264
"K14_B001008",2737
"I18_B003103",2606
"D21_B001008",2208
"I14_B003646",2375
"E20_B003105",2940
"H22_B001008",2317
"I6_B003132",2605
"G15_B003105",2532
"M14_B003930",2720
"J15_B001010",2697
"A12_B003070",2305
"F22_B003103",2365
"J21_B001016",3160
"J6_B002558",2450
"F17_B003103",1929
"L16_B003930",2013
"F2_B003070",2184
"H7_B003528",2219
"B7_B002531",4560
"K16_B003067",3675
"O4_B003071",2870
"B2_B003067",3832
"K21_B003105",3456
"N14_B000561",2050
"N19_B000561",1808
"N21_B000561",2253
"N2_B000561",1883
"N17_B000561",2386
"N13_B000561",1422
"N22_B000561",1693
"D22_B001460",3004
"G15_B001008",2625
"K3_B003071",2419
"O16_B003179",2306
"F22_B003183",1994
"N12_B003183",1837
"N20_B003183",2221
"E2_B001557",2897
"M12_B003771",2481
"B8_B001551",2134
"N1_B001546",2040
"D15_B001008",2962
"E7_B003577",2752
"D12_B001546",2699
"H11_B003523",3587
"H14_B002079",2896
"J10_B003528",4172
"L9_B003528",3780
"C11_B003577",3290
"G11_B003577",3399
"H1_B001543",3996
"H5_B001545",3590
"C6_B001556",3439
"O10_B001543",3372
"P3_B001559",4311
"B7_B001548",3776
"I9_B003528",4022
"I10_B003523",3884
"M10_B001545",3890
"D5_B003523",2818
"I6_B001551",3563
"M8_B003577",2935
"D8_B001545",2915
"I9_B001545",2100
"B5_B001548",3082
"C11_B001556",3050
"N1_B001543",3622
"H11_B001545",3687
"O6_B001543",3681
"H6_B001545",3123
"L7_B001545",3621
"D6_B001548",3866
"M10_B001548",3578
"C8_B001556",4010
"I5_B001557",4006
"L10_B001548",3751
"D10_B003523",5015
"D8_B003577",4241
"F7_B003523",4308
"E7_B003523",4165
"M3_B001543",3572
"C8_B003523",4779
"M9_B001548",4126
"N11_B003528",3795
"E11_B003577",3841
"H8_B003577",3437
"K10_B003528",3817
"D11_B002079",4098
"H10_B003523",4236
"C9_B003528",3828
"G8_B003523",3718
"K8_B003523",3520
"B5_B003577",3606
"L11_B003577",3829
"G10_B003528",4565
"H11_B003577",5014
"M8_B003523",3685
"A1_B003523",2374
"B8_B003528",3790
"J10_B003577",3552
"M9_B003577",3708
"J7_B003577",3963
"L4_B003528",3736
"K11_B003577",4372
"A9_B003577",3906
"L9_B003577",3948
"D10_B003528",4180
"O11_B003523",3412
"B11_B003528",3886
"E10_B001559",4481
"N11_B003577",3647
"B10_B003577",3667
"E8_B003528",3497
"I8_B003528",3581
"A8_B003523",4676
"B5_B001559",4811
"L10_B003528",4363
"G9_B003577",4182
"F7_B003528",3391
"P7_B003523",3416
"D2_B001558",4277
"C7_B003523",4579
"M7_B001543",3477
"F11_B003528",4565
"H8_B001548",5110
"G10_B001548",5023
"K3_B001543",4631
"P5_B001543",5246
"E8_B003577",3990
"P10_B003528",4327
"A10_B003523",4001
"A8_B003528",4619
"C6_B001545",5422
"B6_B001545",5184
"K6_B001545",4966
"F3_B001556",4430
"L3_B001543",3913
"M6_B001551",5494
"P10_B001543",5698
"P5_B001548",4757
"F10_B001545",4407
"B10_B001548",4228
"J8_B001545",4968
"H11_B001548",4602
"A1_B001543",4039
"N10_B001548",3978
"A2_B001543",4968
"C22_B002079",4971
"L5_B001551",4507
"O5_B001548",4434
"M10_B003523",5207
"H6_B001548",5580
"C10_B001548",4778
"K6_B001548",4990
"K5_B001545",3902
"I7_B001543",4721
"L4_B001543",4357
"J10_B001548",4719
"E11_B001556",4638
"K13_B001557",4155
"B2_B003129",3278
"K8_B003132",2971
"L5_B000561",2534
"B12_B002077",3627
"B19_B000420",4036
"A19_B000420",2561
"C19_B000420",2965
"H15_B000420",2695
"A21_B000422",2812
"B21_B000422",2448
"L17_B000420",3299
"L18_B000422",2443
"A21_B000420",2559
"B22_B000420",3131
"N19_B000420",2713
"D21_B001470",2819
"P17_B000422",2684
"B14_B002078",3778
"L21_B002079",3702
"H17_B002079",3048
"M19_B000422",3020
"K11_B003528",3100
"K17_B002078",3556
"I17_B002078",2937
"N12_B002079",2896
"K14_B002078",2724
"D16_B002079",2135
"H18_B000422",2503
"D10_B001545",2836
"M13_B002077",3097
"F17_B000422",3444
"G13_B000422",2984
"A3_B003191",2970
"G19_B000422",2992
"B11_B000420",3675
"I10_B001557",3155
"E5_B001545",2469
"D16_B000420",2472
"J19_B002078",2230
"P19_B002079",3194
"A15_B002077",2914
"O11_B002077",2901
"C11_B000420",2687
"K14_B000420",2523
"H22_B003179",2045
"O15_B002077",2738
"P21_B002079",2471
"A17_B002077",2355
"C18_B002079",2467
"E14_B000420",2590
"A21_B002079",2727
"O16_B000422",2494
"D22_B002078",2349
"P16_B000420",1918
"L16_B002078",3054
"A18_B000422",2662
"L17_B002079",2967
"A11_B002079",3069
"O16_B000420",2892
"E20_B002078",2243
"N16_B002079",2606
"L13_B000420",4002
"A17_B000420",2689
"J19_B000422",3820
"K12_B002078",3751
"J17_B002078",3332
"N14_B002079",3488
"A18_B000420",3864
"B21_B002079",3667
"H14_B002077",3174
"I8_B003523",3725
"G18_B002078",3526
"K22_B000422",3297
"P13_B000420",3516
"N15_B000422",3619
"I21_B002078",4043
"D20_B002078",3192
"D21_B002078",3213
"I14_B000422",3144
"L12_B002077",3766
"C12_B002078",3120
"H16_B000420",3379
"G15_B002079",3924
"L19_B002079",3475
"A11_B002077",3089
"D20_B000422",3288
"D18_B002079",4170
"K16_B002077",3580
"G22_B000422",4022
"D11_B002077",3437
"K19_B000422",3522
"G22_B002079",3860
"C16_B002077",3265
"H16_B002079",3526
"H13_B000420",3262
"F17_B002078",2864
"N12_B002077",3136
"N17_B000422",3267
"D15_B002079",3211
"K19_B002077",3473
"H13_B000422",3570
"K20_B002079",3426
"N14_B000422",4017
"N18_B002077",3711
"N19_B000422",3798
"D13_B000422",3827
"F13_B000422",3933
"H15_B002079",3635
"C14_B000420",4693
"C14_B002079",3603
"F13_B002078",3081
"J11_B000422",3677
"A19_B000422",4141
"A15_B002078",3842
"H22_B002078",3483
"I22_B000422",4153
"N21_B000422",3636
"J13_B002079",3548
"J21_B000422",2914
"L14_B000420",2805
"G18_B002079",3945
"C13_B000422",3745
"G14_B002079",3740
"H14_B000422",3657
"G13_B000420",3619
"H16_B002078",3543
"E11_B002078",3780
"I11_B000420",3680
"I15_B000420",2953
"K13_B000420",3354
"D20_B002079",3219
"F16_B002078",3807
"I13_B000420",3910
"L19_B002078",3300
"A14_B000422",3264
"F11_B002078",3215
"E14_B002078",3216
"E15_B000420",2802
"A12_B002078",3154
"H18_B002078",2836
"D17_B002078",3759
"G7_B003528",3490
"O14_B000420",3460
"D15_B000420",4355
"A19_B002078",4142
"L16_B000420",3549
"M14_B000420",3191
"L21_B002077",3788
"L22_B000422",3662
"E18_B000420",3552
"O13_B002077",3867
"J18_B000420",4021
"E14_B002079",3581
"K21_B002077",4211
"M14_B002077",4773
"N17_B002079",5141
"J13_B002077",4912
"L14_B000422",4358
"N15_B002079",4274
"J12_B002077",3982
"O14_B002079",3911
"L18_B002079",3975
"O18_B002079",3401
"K18_B000422",3753
"H20_B002079",3814
"L21_B000422",3722
"F22_B002077",4020
"J18_B000422",3470
"P21_B000422",3679
"A20_B000422",3712
"M12_B002077",3566
"D15_B002078",3804
"N15_B002077",3386
"O19_B002077",3328
"E21_B002077",3768
"I20_B002079",4348
"D15_B000422",3800
"I15_B002079",3549
"F15_B002079",4134
"P15_B000422",3378
"C20_B002079",3560
"K13_B002077",3949
"G19_B002079",3264
"K17_B002077",3481
"J17_B000420",3539
"M15_B002077",3567
"L13_B002079",4754
"A20_B002079",4513
"B22_B002079",3608
"A18_B002078",4396
"E16_B000422",4022
"F15_B000422",4370
"M20_B000422",4550
"M17_B002077",4026
"B20_B002079",3321
"M22_B002077",3591
"N22_B002077",3540
"L12_B000422",4292
"J8_B000561",4446
"I18_B002078",3834
"A12_B002077",3794
"E17_B002079",3327
"I12_B000422",3786
"K19_B002079",4099
"L22_B002079",4262
"M11_B002077",3432
"E21_B002078",3712
"M16_B002079",3404
"E16_B002079",5293
"H19_B000422",4849
"F14_B002079",4208
"E19_B002079",3942
"H13_B002078",4051
"D13_B002077",4373
"F21_B000422",3711
"G15_B000422",4521
"N19_B002079",4493
"P18_B002079",4327
"D14_B000422",4211
"K18_B002077",5009
"M15_B002079",3973
"M10_B001559",4441
"N20_B002079",3145
"M18_B000422",5008
"C15_B002079",5338
"J17_B002079",4028
"F19_B000422",4855
"L20_B000422",5194
"B13_B000422",4557
"H12_B000422",4531
"B17_B002079",5372
"J12_B002079",4577
"L20_B002079",4637
"G17_B003112",4690
"O16_B003116",4840
"D13_B003112",4940
"F13_B003116",4371
"K6_B001554",4779
"C19_B003112",5132
"J22_B003112",4748
"G18_B003116",4829
"I18_B003116",4801
"N18_B003116",3939
"F18_B003112",4086
"M19_B003116",3501
"O21_B003112",3346
"L7_B001548",4122
"O20_B003112",4193
"D21_B003112",3830
"L16_B003116",4282
"G20_B003112",5402
"F16_B003116",4848
"H15_B003116",4338
"K13_B003116",4387
"G13_B003112",4567
"F17_B003112",4500
"L21_B003112",4572
"G13_B003116",4705
"K16_B003116",4625
"H14_B003116",4135
"K19_B003116",4115
"D14_B003116",4225
"K15_B003116",4602
"L15_B003116",5070
"G17_B003116",5081
"M21_B003116",4208
"A18_B003116",4603
"F21_B003116",4609
"F14_B003116",4979
"I20_B003112",5218
"G20_B003116",4937
"J18_B003112",5317
"A21_B003112",4727
"L20_B003112",4765
"G15_B003112",5473
"I20_B003116",4749
"I19_B003116",5249
"D14_B003112",4129
"K22_B003116",4239
"H17_B003116",4058
"P19_B003112",4306
"G21_B003116",3797
"I18_B003112",4484
"J15_B003116",4308
"A13_B003116",3964
"O17_B003116",3809
"P22_B003112",3342
"B16_B003112",4435
"C13_B003112",4220
"H22_B003116",4329
"E19_B003112",4909
"I21_B003112",4835
"D19_B003112",4763
"H18_B003112",4958
"J20_B003116",3770
"B16_B003116",3707
"E22_B003116",3706
"I22_B003112",4735
"O12_B003116",3881
"N13_B003112",4993
"D17_B003112",4761
"J15_B003112",4314
"G19_B003112",4289
"I17_B003116",5085
"I22_B003116",4858
"C20_B003116",4256
"D18_B003112",4215
"N21_B003116",4463
"L18_B003112",4516
"K13_B003112",4551
"K21_B003112",3805
"K19_B003120",3855
"B18_B003112",3840
"E14_B003112",3335
"A14_B003112",4332
"A20_B003112",4575
"M21_B003112",4751
"J19_B002074",3622
"B2_B001558",2881
"H11_B001558",3283
"I16_B003116",4195
"A22_B003116",3577
"L17_B003112",3574
"G14_B003112",3811
"I14_B003112",3563
"L22_B003112",3919
"B14_B003116",4156
"M13_B003112",4553
"O15_B003116",4004
"C12_B003116",4154
"J17_B003112",4004
"L15_B003112",4184
"K19_B003112",4652
"L18_B003116",4570
"D16_B003116",4747
"B21_B003116",3411
"C13_B003116",3177
"D22_B003112",3558
"A18_B003112",4313
"C5_B003187",4185
"D15_B003112",4208
"C18_B003112",4530
"N14_B003112",3127
"E17_B003112",4327
"N16_B003112",4015
"B14_B003112",3619
"F17_B003116",4531
"N17_B003643",3169
"N19_B003643",3243
"J19_B003120",3474
"N18_B003643",3231
"N20_B003643",3183
"N21_B003643",2506
"M18_B003120",3599
"A9_B003119",3313
"G14_B003120",3340
"H15_B003125",3711
"O8_B003119",3658
"A12_B003119",3206
"F10_B003119",2844
"O10_B003119",3506
"N10_B003119",3070
"O17_B003120",3020
"B18_B003120",3035
"M14_B003120",3239
"G11_B001543",3515
