"","GPR87","KYNU","LY6K","UBD","FHL2","IGFBP3","DKK1","ARNTL2","CRABP2","FAM83A","GJB3","RGS10","IDO1","COMTD1","CBLC","UCK2","GJB2","PLAU","PROM2","GPC1","SUSD2","MS4A15","SFTPB","AQP4","SFTPD","NAPSA","RGS16","C16orf89","TNS1","CYP4B1","C4BPA","NKX2-1","DLC1","SCGB3A1","FLRT3","ADGRF5","SFTA3","RNASE1","NFIX","AQP1","CHL1","TFF3","DMKN","VIM","IQGAP2","RRAD","LOC100506844","C5orf49","TNC","FOXJ1","SLC27A2","MUC5B","DTX3","TEX9","IGFBP5","ABCA13","METTL7A","WDR86-AS1","CTGF","TUBA1A","analysis","patient_id","sample_name"
"H13_B002078",5.20888923021699,0,0,0,1.84676206596137,4.46751675219749,6.08732715374486,3.43075155077445,3.34667790981751,0,6.13392767468719,2.97089820416908,0,4.09580703096022,0,0,2.87524017302446,8.2741236296252,1.66229752221773,3.92854761348761,4.15893417210017,0,4.43429239873576,0,5.97265307639152,7.94213701545056,0,5.82645175403147,0,4.53846586437482,0,5.47103966400719,4.583114579873,3.84077802717023,0,5.57478023600865,6.66316288269831,6.50861886250867,0,4.32272360327703,0,0,4.63280377226018,4.47969670698481,0,7.27494244010164,0,0,0,0,5.64890658769754,0,0,1.84676206596137,0,4.8553866735597,4.0347414959545,0,5.90222189232931,0.304502814687504,"naive","TH238","LT_S66"
"H14_B000422",0,0,0,0,0,0,0,0,0,4.34383324661709,3.51370271624573,0,0,5.14224837549881,0,0,5.23317176355689,0,5.11000575813821,0,1.5302106285421,0,10.516899244061,0,0,8.76625914246823,0,6.5241497006843,0,0,7.47301609076159,4.3670616832573,2.10879392567673,3.04000381770503,0,4.01254222494263,6.84798288323849,6.75546441202869,3.33732076886368,0,0,0,3.61608014498696,0,0,0,0,0,6.20458589649178,0,0,6.80480104535448,0,0,0,0,0,0,0,0,"naive","TH238","LT_S66"
"H14_B002077",0,0,0,0,0,0,0,0,0,0,0,0,0.674469474143313,0,0,0,4.46252567015504,0,0,0,5.32844466286767,0,10.7326468084938,0.674469474143313,0,9.2151177466796,5.65615060759495,8.1642339658093,0,0,6.99406428769046,5.29035178949915,4.31949049033545,9.07579233426248,0,5.79134772343244,5.47183299547502,7.76737179093117,0,3.25954830420028,0,0,4.52703751413363,1.07363034361909,1.35814533005965,3.00863989270248,0,0,6.02848633303893,5.30001190691452,0,7.11458803019,0,0,0,0,3.93330584384907,0,4.57779002927507,5.60787176686698,"naive","TH238","LT_S66"
"H15_B002079",0,2.75264568700167,0,0,0,0,0,1.77405206933341,0,4.75681647155401,0,0,0,0,0.874836481446809,0,0,0,3.39009945488925,4.62193664712792,0,0,6.81805969369223,0,0,9.12241225989839,0,6.29436837504861,2.75264568700167,0,7.81283118981676,5.61204795300134,0,5.56229036951392,0,6.22624490067228,5.08651891875096,2.70703839968304,0,0,0,0,4.8094817365979,0,4.2006352062967,1.64778308785006,0,0,2.65925127539799,0,2.79626336074887,7.26511530412696,0,3.79217978718193,0,0,0,0,0,2.50044074548501,"naive","TH238","LT_S66"
"H16_B000420",0,3.50754084812403,0,0,0,0,0,0,2.46714185464488,0,0,0.206645736582227,0,4.07881406113411,0,0,0,7.07497915193171,0,0,5.19576227035021,0,9.84974603828309,4.38444476287019,7.53808759295404,9.35646273759756,4.74766197927718,7.17926407329256,4.47992240336368,7.49258176884738,5.12051464780251,0.523923905534174,0,3.26767209278068,0,3.72881633549587,6.95919331233027,0,2.7960392860856,0,1.54174788715985,0,5.59084912637624,0,0,7.33886493963691,0,4.16441381485495,5.46406922172115,1.80006356868142,4.40147338743923,4.09423715910644,0,0,0,0,4.03513143582717,0,5.95332640177793,6.36723016917222,"naive","TH238","LT_S66"
"H16_B002078",0,0,0,4.38345040935013,0,0,0,5.68972256503151,0,5.46742378947294,6.36075197768436,3.54345258718736,0,4.01609754165113,3.84005123423378,4.68652525994994,0,0,4.96671434473402,0,0,0,8.77176346624312,0,6.5332794998472,7.20761502984718,6.09826124673713,0,0,0,5.57488085304206,2.72003201766094,5.62187161038334,5.8415854917981,0,4.09371616745547,5.49844943674368,6.00702429836313,0,0.913373144743375,5.55197951528637,0,4.142304881886,0,0,8.31600792746554,0,0,4.35510379707007,0,0,4.65861773867426,0,0,0,0,0,0,8.10930916210877,3.85596504177897,"naive","TH238","LT_S66"
"H16_B002079",0,0,0,0,0,0,0,0,0,2.55501669902808,0,0,0,0,3.88127630074471,0,4.39608637583242,0,0,0,0,0,10.5683551620035,0,0,9.30010033800759,5.08305174684838,8.42043698669934,0,0,7.99042628347813,6.01028476789488,4.69434861133571,4.97633445233436,0,5.65569928671111,6.51207887591996,7.18780072017295,0,0,3.26678821418069,3.81811180089609,6.03899413032249,5.48644773033977,0,0,0,0,3.78496752255665,0,2.13057379713534,7.57070543282333,0,4.57940156978738,0,4.89087981367889,5.00658665921596,0,0,0,"naive","TH238","LT_S66"
"H18_B002078",0,0,0,0,0,0,0,0,2.57495617322123,5.29108020573726,0,0,0,0,1.35796479816134,0,0,5.67920099172863,0,3.65189212217994,0,0,10.2876932020769,0,6.31160223340603,9.31803004962013,0,8.38432149533931,0,0,7.1991329059131,4.39094056711949,0.455939164929083,4.30114800488769,0,5.90126601762537,6.46579318447886,7.73792594934517,4.3166845739432,5.68117248016261,0.455939164929083,0,3.27399987104843,3.95912104345903,0,3.52419048980801,0,0,5.53510721244732,0,5.17065030299772,5.92931698659949,1.35796479816134,5.05970689771017,0,0,3.52419048980801,0,0,5.34763539222041,"naive","TH238","LT_S66"
"H19_B000422",0,4.86062108778415,0,0,0,0,0,0,3.45605387497361,4.41158115186196,0,0,0,4.69215540688299,0,0,2.90949145790129,2.33611107268732,0,0,0,0,10.1563444609224,0,5.89705045570369,9.49931226926807,0,7.33231126125362,0,0,0,4.37865603595759,0.847763655253395,3.21965823635847,0,1.29987577631393,7.18695868650551,6.44706248623954,0,0,0,0,5.16177950103363,0,0,5.84435705436381,0,0,5.27722336629577,0,5.824844193611,6.69165626409766,2.03759065943328,0,0,3.94561205907278,1.29987577631393,0,6.19044544049853,6.12257475888551,"naive","TH238","LT_S66"
"H20_B002079",0,0,0,0,0,0,0,0,0,0,0,2.3812171796198,0,0,0,0,0,0,0,1.51955795255128,0,0,10.5018370234931,0.637925720669178,0,9.09076352429914,3.47318587603373,7.99769264859815,4.35361940264071,0,8.63623854995392,3.25776692636695,4.1076050092018,8.90066864951068,0,4.71560486215822,6.28844533490468,6.34954576215171,0,0,3.35581936048744,0,3.14904452199064,0,0,0,0,0,5.90033796645458,4.82166814656145,0,6.7770600948817,0,4.59694267047588,0,2.20088012411569,4.54143472400988,0,0,6.69990539718344,"naive","TH238","LT_S66"
"H22_B002078",0,2.21674045024236,0,0,0,0,0,0,0.357945587931952,1.49135284958064,0,0,0,0,0,0,0,0,0,0,0,0,10.6140937993078,0,0,8.84047794121341,0,8.05983902084056,0,0,8.53704180045529,5.23760451968211,0,6.51978186283756,0,5.14920429114219,5.92923738831893,0,0,0,1.66843822849472,0,4.73788113929022,0,0,0,0,0,5.73940443597141,3.85124260445456,5.91887845969253,5.44909936421674,0,0,0,2.56885388364797,4.1289885665469,0,0,0.620993377163822,"naive","TH238","LT_S66"
"I11_B000420",0,5.46853651442097,0,0,0,0,0,0,0,5.1352780412556,4.64944002871805,0,0,0,0,0,0,8.11513895032306,5.2271319251892,0,0,0,10.3064692182359,0,6.59210925890175,8.73958106562155,0,6.6664750226624,0,5.03412572838026,8.12432795291955,4.90825362075274,4.74861193311171,3.51727701694166,0,4.53933928510978,6.53048030296722,7.29695391540075,2.11203132227884,2.11203132227884,2.61840065716687,0,4.47938196940523,0,0,7.02253672845999,0,4.10983001602563,8.23523916889962,0,0,5.33779225300089,0,0,0,1.53309809846118,4.94770616612359,0,0,0,"naive","TH238","LT_S66"
"I12_B000422",4.36728256951145,4.8750037416425,4.19534258513518,0,0,0,0,0,0,1.97773133006717,5.34139491607957,2.85325336061322,0,0,0,0,0,8.12894997245181,0,3.44532143216953,0,0,9.45048954542692,0,4.35736036349128,7.69393874238842,2.59917688820309,6.97430642855113,0,0,4.53920838015163,5.22281244115102,4.68586679891359,0,0,2.53958177750928,5.9705019110352,5.80210478457902,4.8200397765102,0,1.58749008845632,0,3.68674126615221,1.58749008845632,0,7.14155263753531,0,0,6.71658115804215,2.65541929040924,4.88681828425996,4.33721562527284,3.25444838645311,0,0,1.86377604418565,2.17280810327576,0,0,6.62796536635305,"naive","TH238","LT_S66"
"I13_B000420",0,3.01044066624329,0,0,0,0,0,0,0,0,0,0,0,4.09474622381577,0,0,0,6.46861407603689,0,0,0,0,10.4672142748942,0,0,10.1511624002309,0,8.02134868796662,0,0,8.66013894019226,5.01615615411298,2.0554656022607,3.11646649392844,0,6.27277659199402,6.45084786417046,6.90648885986081,0,0,2.4173155097468,0,0,4.32961705436144,0,5.74304045554001,0,0,6.81241456009384,0,0,6.78840474328816,0,4.26794618104154,0,0,3.25700889038405,0,0,5.29650980059997,"naive","TH238","LT_S66"
"I14_B000422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33963231294817,6.2234058175142,0,0,0,0,10.9127874741587,0,5.18465185798925,9.27091231655645,0,8.17054190228729,4.28193280826183,0,8.11369700396457,0,5.86438580740213,3.34063963154512,0,5.59350528941151,6.62820987993473,7.2323875607089,4.26887177698298,0,0,0,0,2.14167727300689,5.17937660258439,6.12156953438548,0,3.54995280775369,5.89069863364319,0,0,7.08646964557496,0,0,0,3.27180051412705,2.58095681226177,0,7.50827913375582,0,"naive","TH238","LT_S66"
"I15_B000420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8198091340402,0,5.39932558848347,9.98937412743213,5.20389549711907,8.63216386363462,0,0,8.57897231772814,2.37630897515049,0.73477392902837,4.45510084229063,0,4.94543778567346,6.3298678836763,7.07526731267897,0,0,0,0,4.8029563673805,5.06465957086784,0,0,0,0,6.37634204567643,0,5.59470250587,6.52623223028632,0,4.46263651681278,0,3.13188831782642,0.360470693038666,0,0,4.52096091406413,"naive","TH238","LT_S66"
"I15_B002079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41152235878668,0,0,4.15787833517547,0,0,5.15655624199042,0,10.1351493156494,3.86481084787466,0,9.74975175576065,5.40398347373721,8.57042867818288,4.60994929367431,6.57881419256775,8.75355244567006,1.10862360360869,4.72437588303115,0,0,4.72437588303115,5.87572350023066,4.18913814190579,5.43101395665736,0,0,0,5.30820974500178,6.22755593635276,4.43364109585665,7.7673084105757,0,0,4.33226949052049,0,5.21339452088177,6.83607089502089,0,0,0,2.72203814617496,3.72818900342663,0,5.16818528524433,0,"naive","TH238","LT_S66"
"I18_B002078",0,3.3839456737735,3.42089432550863,5.96570437643812,0,3.58757071697528,0,0,0,4.06635197719282,4.44242563404115,0.314781234453282,0,4.74447593815629,5.00383778520222,0,0,7.74720693615541,4.7823708620019,4.17443353084792,4.59177414484422,0,9.50630464167397,0,6.10953849145702,8.17855762318261,0,6.88406016167867,0,5.28921837191173,6.52516979977759,4.1687258504645,4.06635197719282,2.49310522828243,0,1.04724807635627,6.44031100660924,5.72429286459466,0,0,0,0,5.36815437259739,5.43487880040569,0,6.00296293611588,0,2.78305517649195,7.40645581238645,2.58087313547528,5.36469836494307,4.62858319419793,0,0,0,0,0.314781234453282,0,6.94183497427493,5.78522282085739,"naive","TH238","LT_S66"
"I20_B002079",0,0,0,0,0,0,0,4.77684839751095,0,0,5.88100981045831,0,0,0,5.34448788341807,0,0,7.13929015000025,0,0,4.08628756222005,0,10.4584255817099,0,6.57009418983463,8.87080935490194,0,5.98860220081795,0,0,7.80056616688924,3.87670583711297,2.07005625027454,0,0,6.08573476210254,7.20712151901887,6.02273847073292,4.0263491892415,1.95438985038958,0.526222613646367,0,3.02353636502628,0,0,4.70428447264002,3.22836827520796,0,6.55296116218314,0.623614134445788,0,4.3257177891899,0,3.07281714910534,0,0,0,0,0,0,"naive","TH238","LT_S66"
"I21_B002078",0,0,0,0,0,0,0,0,0,3.11707709275606,0,0,0,0,0,0,0,0,4.12115394039028,0,0,0,10.4908172479045,0,5.38842355291069,9.73621783067592,0,8.18289918707821,4.83105825165711,5.13000473179245,9.43542154594019,5.48032454897393,0,2.82898702184315,0,2.46726371703338,6.8268407964224,6.91222841999573,1.27230822708328,0,0,0,4.29657893899669,0,0,0,0,0,0,0,2.69955011648717,6.4577399054466,0,0,0,3.30338715667879,0,0,6.53896301112045,5.20042615327969,"naive","TH238","LT_S66"
"I22_B000422",0,5.83880623805691,0,0,0,3.54285918008328,0,0,0,3.67884044235071,2.404210038163,0,0,0,5.14368173633045,0,0,6.42475377353242,0,0,1.64783153691544,0,10.4945586132845,0,5.0074824120648,9.40183902235977,4.67814926603818,7.5597025078019,0,0,8.37799171318396,3.2963310285332,3.26477440298454,1.25772792274561,0,5.80399345094768,6.53902564106998,4.94972687396274,4.00195459629867,0,0,0,4.99619508156865,4.65446862802822,0,6.90649215964823,0,0,6.78988384271333,0,5.66291166895737,7.22719089923275,0,0.609298170777048,0,0,4.91954805632299,0,0,5.32666283469741,"naive","TH238","LT_S66"
"J11_B000422",0,0,0,0,0,5.31209329989244,0,0,3.29566854616377,3.65726764385055,0,3.62480551650664,0,0,3.03524436354814,0,0,7.12793934987452,0,0,0,0,10.2868113817842,0,0,8.61861185784289,2.26852683065229,7.14663501745651,0,0,6.89964449077691,0.805528473073065,4.98245407336043,4.43007703267205,0,5.89802557833406,6.49156012768477,7.01000829009958,0,0,1.40969274941917,0,4.25307353600193,6.15306472954626,4.24423297006195,6.29859968865223,0,0,7.7207094178956,0,0,7.11544615641357,0.805528473073065,0,0,0,0,0,0,0,"naive","TH238","LT_S66"
"J12_B002077",0,3.96541502428197,0,0,0,0,0,0,0,0,0,0,0,4.88468190389847,0,0,0,7.800283752237,0,0,0,0,10.3959514512781,0,0,8.70492287002178,0,6.75986749567252,3.50829927474002,0,4.97000142560627,4.33466714044419,5.13147834167609,7.47200596662505,0,5.38286060229759,5.65967099721942,6.1256122654187,1.6499422623273,0,0.986813193021788,0,5.5530684895896,0,0,5.54323842288614,0,0,7.43719128316176,0,0,6.5999596379199,3.78209944665736,3.05362659008468,0,0,2.61154206069445,0,4.92825131649488,5.06733359768065,"naive","TH238","LT_S66"
"J12_B002079",0,0,0,0,4.31567139122576,0,0,0,0,1.42469156713612,0,0,0,4.69093390867531,0.81652796320083,0,0,0,0,0,0,0,9.86229985431398,0,3.73851409652908,8.18626650080463,0,5.6349370382021,3.94168296620468,0,7.34739071458813,6.15421766038591,2.14894212466723,5.26879806759663,0,5.65943256720189,6.68017321247536,7.77609531878906,0,0,4.26374942846139,0,5.74981423969702,0,0,0,0,0,5.46051236551187,0,5.91265949450939,6.50379219884059,0,0,0,3.64408061245988,4.29004735827429,0,0,0,"naive","TH238","LT_S66"
"J13_B002077",0,5.53399700697562,0,0,0,2.33036883387229,0,0,4.99694719707376,5.16938096137827,0,0,0,0,5.69194098416865,0,5.45122438962634,7.88790582501921,0,0,0,0,4.6797202719934,0,0,8.61258097784218,4.73556449781151,0,0,0,4.60522171374869,5.62727946195969,4.99694719707376,0,0,5.00734809292053,6.64416718149276,0,0,0,2.16731247915206,0,5.43785935474218,4.54134960282621,0,0,0,0,4.18923240431519,4.47311779961117,0,5.64930115337583,0,4.00993784465118,0,0,0,0,0,0.934898729884945,"naive","TH238","LT_S66"
"J13_B002079",0,4.42329503141937,0,0,0,0,0,0,2.56590049595045,3.40694417811742,0.707854383885318,0,0,0,0,3.9136040449851,0,0,0,0,0,0,10.6592055728848,0,5.80779600782736,9.33369699000962,4.60704703139818,7.83262454173196,0,0,6.54090380264776,4.61387500845368,0.999179706799641,0,0,5.52625150779154,6.1896443158421,0,4.33287734833135,3.51467504808287,3.13399212398416,0,4.57218981199504,4.49860386642743,0,7.14448915797087,0,0,4.83024973338433,2.66620080720029,4.92682624440401,7.1544611745626,1.40827484026421,3.9136040449851,0,0,3.20605522199821,0,4.55429471919041,0,"naive","TH238","LT_S66"
"J17_B000420",0,4.85172757631841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77039980676992,4.67472737603326,2.80018918195595,0,0,0,10.2449321960122,0,6.72995537242684,9.46740262626141,5.20150726251728,7.82911670031112,0,0,8.0981795205662,5.10382010980886,5.14404715496259,0,0,6.08634936011516,6.01469292886605,8.45120406519965,1.22780032160205,0,4.42543277530587,0,5.70478301763525,0,0,5.26835791147506,0,0,0,4.28283981681557,0,6.72591046035462,0,5.39218252801663,0,1.36006707377909,3.50687015395726,0,0,0.675738973654571,"naive","TH238","LT_S66"
"J17_B002078",0,5.23952864275988,0,0,0,0,0,0,0,0,0,0,0,0,3.93697838673915,0,0,0,0,0,0,0,9.5956173709214,0,5.81325844282397,8.92453561831259,4.39197367046061,6.58959817110065,0,0,6.27299373788534,4.5183207846285,2.83694652996078,0,0,4.87567966811747,6.08536545159002,7.35290385785174,1.90210468800345,3.92681877769282,0,0,5.1859085736234,0,0,0,0,0,4.96271416357064,0,0,0,0,0,0,0,0,0,7.8571433007482,0,"naive","TH238","LT_S66"
"J17_B002079",0,3.94188813489427,0,4.07446942511387,0,0,0,1.76968267297236,3.44780076698762,4.93122395703384,0,0,0,0,4.53154731635532,0,4.4846038926505,4.6072249239027,4.02134627100034,0,4.20975438354576,0,10.6345337636763,5.57104409650844,4.3448176278442,9.50753080396229,6.09050334927609,7.83180996418458,1.2338699973396,4.90901494150828,6.89956140335063,5.80724115247433,1.39701646655545,9.3889032683998,0,5.49651600440574,6.34574738153389,7.09865292185792,2.78597348678906,0.4753790523378,4.17293240638632,2.62329812638713,4.63714165023723,5.01946345850445,0,7.23302353906308,0.796266638026998,0,5.18920974774026,3.94188813489427,4.53807718203796,6.264604668671,3.77514128487293,1.39701646655545,0,0.4753790523378,3.07699932564679,0,5.70930113305442,5.99362685589956,"naive","TH238","LT_S66"
"J18_B000420",0,3.43239958522925,0,1.57966346799218,0,0,0,3.76610420140904,0,4.28547117694723,0,0,0,0,0,0,0,0.300328287166226,0,0,0,0,8.69880090955794,0,0,5.95760400967321,0,0,0,0,5.05996501855332,3.38012571709043,1.682460703383,0,0,3.13086946662752,1.64935535584258,6.22333789285165,1.23898684090114,0,0,0,6.52475392931779,5.21416184571075,0,0,0,0,5.6107889560267,0,3.55975112833182,3.54973649143408,0,4.59420443177127,0,0,0,0,0,5.90410809127757,"naive","TH238","LT_S66"
"J18_B000422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83503450570992,3.58359364047974,0,3.91209830504546,0,10.8503649254095,5.10904756685243,4.27905403039391,8.9009211432912,3.32630841899101,7.54308527670194,0,4.54691063077233,8.29479290173482,3.03662741635261,5.06583094484949,3.09111579721314,0,4.67446137434268,6.60762741408125,6.54757923982536,0,0,2.44241719047263,0,2.70812191515203,4.00132956995246,5.073164663817,5.70274732569265,0,0,5.9126783271225,0,0,7.45730131827299,0,4.02244652276183,0,2.85270383349635,5.74840744225023,0,6.92714435093593,0,"naive","TH238","LT_S66"
"J19_B000422",0,0,0,3.74725741028604,0,0,0,1.4718139662573,0,3.72051328646752,4.54202421777244,3.19866992027732,0,2.74390439206036,0,0,0,6.75742727453467,0,2.40436475505143,0,0,10.0656040811357,0,5.98429273269488,8.47135033718649,0,7.80408289638717,0,0,7.87842263311036,0,4.53003274908557,6.00105788356424,0,0,5.69557095407733,5.85192544588519,0,4.46781869975001,2.93941068595839,0,4.31557824646721,1.4718139662573,3.93880075968297,6.92470270772491,0,0,6.95290739751362,0.750964991153464,0,6.03911695582454,0,0,0,3.2433329192221,0,0,0,0,"naive","TH238","LT_S66"
"J21_B000422",0,0,0,0,0,0,0,0,0,5.02501361069509,0,0,0,4.2106865298103,0,0,0,5.49429348767574,0,0,0,0,10.9506087887414,0,0,9.3149690618933,0,8.34197878801449,0,0,7.64923816351992,3.7536918106648,4.43505428208313,7.48382966507462,0,4.58270518653873,5.91663398545426,7.20856684684699,1.51117740336153,2.17139839932887,2.84766680641058,0,3.06740014459037,0,4.40098396417685,7.48104626967523,0,0,0,0,0,6.28103537581652,0,0,0,0,0,0,0,4.22111245663592,"naive","TH238","LT_S66"
"K12_B002078",0,5.54608899588439,0,0,0,0,0,4.57743432162854,0,3.98332471991522,6.09726742919086,0.778199334460498,0,3.72871045173725,4.85109830215286,0,0,8.04105845096076,4.12613539224443,4.64473145247945,4.65037485783778,0,9.98354539008855,0,5.55523822307971,8.81508806990144,0,5.15454139605221,2.50034545009556,0,6.47034640529402,2.3151058461746,5.31874224095415,4.8464835861837,0,3.93272282163509,7.1624907817107,7.63939623848001,2.50034545009556,2.71671735765294,2.73598693127955,0,5.3158537222166,3.64772249237384,3.77026857334139,7.09719739460289,0,0,6.14257098353801,0.90500109205793,4.71043708516591,6.96120617433354,0,4.7519586933429,0,3.60061687285152,0,0,0,5.0675913378824,"naive","TH238","LT_S66"
"K13_B000420",0,4.41480177077941,0,0,0,0,0,0,0,3.51649380320105,0,3.99051147524433,0,2.64379412268918,0,0,4.79618893964216,5.54756859338502,0,4.52683351343511,5.30370462321373,0,10.435770621212,5.29963501946001,6.58555892897256,9.6911619152494,4.1946778936208,7.65231713515299,0,0,8.45879327981087,1.45082150007023,6.24512246574017,4.2659462158046,0,6.08759288041978,5.93782915798756,6.64888334321291,0,4.80291280634697,0,0,5.35515538180982,6.04012082541652,0,0,0,0,6.59565181788492,0,4.99166420969835,5.44016375118853,0,0,0,0,4.65124356559507,0,0.596996636903638,5.58197660702001,"naive","TH238","LT_S66"
"K13_B002077",0,0,0,0,0,5.69530669739756,0,2.29553624870941,0,5.5220219101296,0,0,0,3.91429395946311,4.9874013189586,0,0,5.32974077072835,0,4.99347593917608,0,0,9.57784840100956,0,0,8.17562029011527,3.6737141764837,5.28550922599414,3.38693718997199,3.06983955365112,6.49900647117056,5.0291685532971,3.44557088541842,7.66799291002146,0,4.3540891275959,6.38376010384518,5.39262297573368,0.638150162452404,0,2.46093078600146,0,3.50095625315864,0,0,4.7080519983856,0,0,6.19694052465379,0,0,6.39872775774224,0,4.29498413698848,0,0,4.49317233760564,0,7.58851090261981,6.01393519254449,"naive","TH238","LT_S66"
"K14_B000420",0,0.556638448016835,0,0,0,0,0,0,0,2.21841746253359,5.30873936368494,4.50397529839846,0,0,0,0,0,5.20392849256915,0,0,0,0,9.88368229982342,0,0,8.44494824985524,5.22418500427358,6.32987712818293,0,0,7.17292380742409,0,3.35191973678806,2.76606423893086,0,5.99385220915457,6.97102626922478,7.40897062139837,0,4.81940676089058,3.27044732643549,0,2.71807648119982,4.64944387236982,4.42691051061335,5.44625102591763,0,0,3.60414571920465,0,0,3.24174489600543,0,0,0,0,4.58316649574584,0,0,5.96559336771796,"naive","TH238","LT_S66"
"K16_B002077",0,4.42721547591392,0,0,0,0,0,0,0,0,0,0,0,4.47762376869629,0,0,0,6.74478500373355,0,0,0,0,11.0385665246764,5.71036865707238,0,9.11213290656863,0,6.70200588881353,1.07268235093964,0,7.53285751884427,2.04526864793941,5.90243962741993,5.50618192108021,0,4.38017007237769,6.02704924619663,6.82678122906573,0,2.26741846293564,0,0,2.44907697980886,0,0,0,0,0,6.07682878289168,0,0,6.71024084264078,0,1.67283002429736,0,0,0.392584182098327,0,6.63482884404985,1.07268235093964,"naive","TH238","LT_S66"
"K17_B002077",0,1.81020981502132,0,0,0,4.55982755295255,0,0,0,0,0,0,0,0,0,0,0,7.24416323414578,4.37424461229081,0,0,0,10.577265172451,0,4.91603765188375,9.42575493088919,3.37123677724878,8.16367165488815,1.6600881916111,0,8.54082089961736,4.13261539432921,4.52351728207208,5.0929611674907,2.05612679126064,1.94070872633614,6.3488064338642,7.67027303905647,0,0,2.7933216085729,0,5.44253819403322,0,0,5.73190248428069,0,0,6.28259519085224,0,4.87785870663069,7.16767306194927,0,0,0,0,3.21304840942413,0,0,0,"naive","TH238","LT_S66"
"K18_B000422",0,0,0,0,0,4.32538175278967,0,0.74049629088775,0,0,6.42033618130069,0,0,3.61631432281383,0,0,0,7.57406316869528,0,2.57006973591201,0,0,0,0,0,0,0,0,2.48238344113402,0,6.29491382026564,0,0,5.39542226792438,0,5.42484890694626,0,3.72781432726216,0,0,0,6.6041712369376,1.16125900043321,0,4.6242057437158,0,0,0,0,0,0,7.67372201714214,0,0,0,2.97800565269301,2.16088693026809,0,5.96723964951414,0,"naive","TH238","LT_S66"
"K18_B002077",0,3.17347929378739,0,0,0,0,0,2.92788611016657,0,3.99017320009191,0,2.92788611016657,0,1.12523834083888,0,0,4.1661846102691,5.15143127514825,2.3383652645027,0,3.50419736466818,0,10.5443058786792,3.82298298685082,0,9.38829742969479,0,6.50420556602406,4.59314518115636,0,7.17613011824523,3.79997288943798,4.92218503223489,4.50513873835547,0,5.10833736953654,6.06303125486936,5.70250325572401,0,3.37049208037268,2.92788611016657,0,5.524313363152,5.37220870569644,0,0,0,0,6.12863451829958,2.23257073334307,3.43957769784713,6.75380117647149,0,0,0,3.47240940313542,2.92788611016657,0,5.45115022922282,0.713182888014519,"naive","TH238","LT_S66"
"K19_B000422",0,0,0,0,0,0,0,0,0,3.80951698857476,0,0,0,4.80891811614886,0,0,0,0,1.77549148906176,0,0,0,10.3919863501002,0,5.20090897783987,9.16721308047337,0,8.93486430496028,0,5.58263810501612,9.08720466914589,3.4775521694769,5.29374966856943,4.61536710191592,0,3.80951698857476,6.60187836768342,6.60320900490602,0,4.3245082538588,0,0,3.41507039277143,6.29403024069863,0,0.68341818425479,0,0,2.06235317387614,0,0,6.60187836768342,0,0,0,4.61536710191592,0,0,6.10078723913368,5.28384956536213,"naive","TH238","LT_S66"
"K19_B002079",0,4.0871563410756,0,0,0,0,0,3.9522665665116,0.942367575898405,0,5.81471237385139,2.86790601686663,0,4.35332397517729,4.34523307876267,0,3.61143506622618,6.78898352744559,0,0,0,0,9.68608742102962,4.87506076870281,7.41932251177732,8.27501475584803,0,6.22136262590827,0.486381169480404,3.99928075273613,6.88187977681905,4.50966367226461,3.21100304157906,2.31085950396597,0,5.54008648786437,6.47209716622586,7.439952557383,4.44929590426302,3.35209369064401,0,3.11845790902397,5.3133064264322,5.34369500056423,0,7.78733945983216,0,0,6.68929698333394,4.70613225864642,0,0.272474452943558,0,3.35209369064401,0,3.26027849378144,0,0,5.31021615448323,2.62767900583102,"naive","TH238","LT_S66"
"K20_B002079",0,0,0,0,0,0,0,0,0,4.69090944140493,0,0,0,0,1.2054662617231,0,0,0,2.78495254206701,0,5.90521561301712,0,10.7958225938484,5.82796275579908,7.69753609106494,9.72041119781059,6.05578439054926,9.1931655665851,0,6.32489370550065,8.62425605935043,5.80003987291323,4.78636075537263,6.77660821647967,0,4.91436346158988,5.80474816823668,5.55228089581944,0,2.44429458092283,0,0,3.76328339508034,6.1288760523918,4.25929016816394,6.80895983199808,0,0,2.54093848357431,0,0,6.19380906225057,0,1.41530778614824,0,3.5747306972595,5.24092476135549,0,0,6.7255619861419,"naive","TH238","LT_S66"
"K21_B002077",0,0,0,0,0,0,0,0,0,0.755038394411903,1.18031098647385,3.78082812916002,0,0,6.24460972546142,0,0,0,3.90178695884902,0,4.4361513280675,0,10.9070342552559,5.02460979817758,5.8168875765032,9.26340060114322,0,7.8204180838817,0,0,5.96628559767281,5.61687818588137,5.84011459073154,4.29281783127762,0,4.21262968789442,6.14576656641098,6.93459273523113,0,0,4.35263822617327,0,6.5609400699064,0,0,0,0,0,4.16123687267498,0,4.81962457767056,6.73474794255323,0,3.11022862745174,0,0,0,0,5.67269473918191,5.53131455718797,"naive","TH238","LT_S66"
