"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pr.pt.occupancy","grouped_pr.n.nonzero.pts","gene","sig"
"RNF166",0.017889615930666,-0.61523456149677,0.162,0.206,1,0.301204819277108,10,0.433962264150943,5,"RNF166","NS"
"KIAA1107",0.0179307528524353,-0.537719895348675,0.067,0.101,1,0.449275362318841,7,0.576923076923077,4,"KIAA1107","NS"
"DCPS",0.0180262926285641,0.443834630275449,0.277,0.227,1,0.330985915492958,8,0.418803418803419,5,"DCPS","NS"
"AXL",0.0180290083963549,0.413895490910566,0.196,0.264,1,0.706467661691542,7,0.588235294117647,4,"AXL","NS"
"CLUAP1",0.0182077188052206,0.690424786768015,0.521,0.536,1,0.514018691588785,10,0.373188405797101,6,"CLUAP1","NS"
"ZFP41",0.0182496675060236,-0.718275814655049,0.101,0.14,1,0.336538461538462,10,0.416666666666667,4,"ZFP41","NS"
"FBXL8",0.0183001996924786,-0.31127503059974,0.202,0.252,1,0.468599033816425,8,0.592307692307692,4,"FBXL8","NS"
"ABHD14B",0.0184237890095968,0.26258217011425,0.481,0.427,1,0.321862348178138,9,0.440909090909091,5,"ABHD14B","NS"
"KIF20B",0.0185335508770971,-0.261953381020614,0.089,0.128,1,0.428571428571429,9,0.393939393939394,5,"KIF20B","NS"
"SMYD4",0.0187885313112226,-0.582367509429766,0.246,0.301,1,0.450592885375494,9,0.445161290322581,5,"SMYD4","NS"
"DNHD1",0.0188113497195246,0.815687506462926,0.21,0.159,1,0.388888888888889,10,0.414634146341463,5,"DNHD1","NS"
"RHOBTB3",0.0188572309200468,-0.307051079600592,0.47,0.355,1,0.440993788819876,10,0.551912568306011,5,"RHOBTB3","NS"
"SLC25A28",0.0188832986246425,-0.541285485029051,0.146,0.192,1,0.34,8,0.383838383838384,5,"SLC25A28","NS"
"ZNHIT6",0.0190188039986349,0.324381295886636,0.416,0.353,1,0.459016393442623,10,0.461538461538462,6,"ZNHIT6","NS"
"ENC1",0.0190720837037855,0.295714481382872,0.393,0.328,1,0.50990099009901,10,0.497041420118343,5,"ENC1","NS"
"PSPC1",0.019072374337346,0.302813626202521,0.344,0.289,1,0.322946175637394,9,0.36241610738255,5,"PSPC1","NS"
"GLRX2",0.0193430788868902,-0.492767862532281,0.273,0.322,1,0.342857142857143,8,0.355421686746988,6,"GLRX2","NS"
"RPL39L",0.019371854289448,-0.616135606055716,0.182,0.229,1,0.550802139037433,12,0.279661016949153,5,"RPL39L","NS"
"SNORA57",0.0194441826508706,0.37621013542691,0.127,0.085,1,0.369230769230769,7,0.409090909090909,5,"SNORA57","NS"
"RXRB",0.0195381556740803,-0.414447004381469,0.258,0.305,1,0.305660377358491,10,0.394904458598726,5,"RXRB","NS"
"N4BP2L2",0.0195921172650772,-0.78059143029538,0.624,0.643,1,0.308892355694228,10,0.471299093655589,6,"N4BP2L2","NS"
"COTL1",0.0196057777076309,0.614730276228314,0.318,0.276,1,0.428134556574924,10,0.584507042253521,6,"COTL1","NS"
"MIER3",0.0199673913905039,-0.35398059750764,0.159,0.208,1,0.404907975460123,9,0.429906542056075,5,"MIER3","NS"
"DDX60",0.0200834791197801,-0.499429498564326,0.29,0.342,1,0.332214765100671,9,0.528409090909091,5,"DDX60","NS"
"SESN2",0.0201283021665496,-0.69461461112711,0.266,0.32,1,0.326007326007326,9,0.412121212121212,4,"SESN2","NS"
"ERCC8",0.020141584417697,0.390798516929924,0.131,0.091,1,0.325925925925926,9,0.404255319148936,4,"ERCC8","NS"
"TBC1D2B",0.0201787628137196,0.556373852202404,0.19,0.142,1,0.492307692307692,9,0.465753424657534,4,"TBC1D2B","NS"
"DDHD2",0.0202141709723875,-0.54785895360966,0.176,0.225,1,0.314917127071823,9,0.448275862068966,4,"DDHD2","NS"
"NPIPB3",0.0203113455873224,0.261482415450581,0.442,0.501,1,0.3215859030837,10,0.414728682170543,5,"NPIPB3","NS"
"RINL",0.0203724377368754,0.543210769707658,0.167,0.122,1,0.456140350877193,8,0.492063492063492,4,"RINL","NS"
"NDUFB11",0.0205721210954075,-0.400437548447434,0.845,0.831,1,0.339861751152074,12,0.376168224299065,5,"NDUFB11","NS"
"CIDEB",0.0205863449590036,0.386230692343613,0.135,0.095,1,0.733812949640288,7,0.551020408163265,4,"CIDEB","NS"
"STAM2",0.0207926671932062,-0.373708440938678,0.391,0.447,1,0.442786069651741,10,0.508695652173913,4,"STAM2","NS"
"RBM17",0.0212339746282833,-0.292557913597193,0.534,0.584,1,0.339416058394161,10,0.445182724252492,5,"RBM17","NS"
"BRIP1",0.0212452417760403,0.808206762336727,0.104,0.068,1,0.364485981308411,8,0.485714285714286,4,"BRIP1","NS"
"CCDC90B",0.0214293805124463,0.430835604774368,0.453,0.386,1,0.445161290322581,9,0.402010050251256,6,"CCDC90B","NS"
"LBHD1",0.0215059095417559,0.417406871890452,0.158,0.117,1,0.481481481481481,9,0.5,4,"LBHD1","NS"
"ANKRD13C",0.0216051741975584,-0.311837989636799,0.27,0.32,1,0.350180505415162,9,0.393939393939394,5,"ANKRD13C","NS"
"E2F5",0.0216534040786798,-0.411187510462448,0.158,0.204,1,0.339506172839506,10,0.495238095238095,5,"E2F5","NS"
"POLK",0.0217456707797637,-0.387597281968607,0.295,0.351,1,0.31023102310231,10,0.535911602209945,5,"POLK","NS"
"ZNF44",0.0218010272393744,-0.486144540031401,0.336,0.39,1,0.385507246376812,9,0.373134328358209,4,"ZNF44","NS"
"TAF8",0.0218294431858557,-0.306465978497303,0.392,0.456,1,0.337468982630273,10,0.476595744680851,5,"TAF8","NS"
"AFAP1",0.0219330054990471,0.355848492237,0.205,0.159,1,0.450236966824645,9,0.353658536585366,6,"AFAP1","NS"
"SIMC1",0.0219559710452876,-0.824841201859106,0.105,0.144,1,0.388888888888889,7,0.459459459459459,4,"SIMC1","NS"
"IGBP1",0.0220426102400183,0.269838839383548,0.586,0.551,1,0.340531561461794,11,0.394366197183099,5,"IGBP1","NS"
"TRAPPC11",0.022150558783354,-0.354176746771539,0.198,0.245,1,0.280788177339901,10,0.468253968253968,4,"TRAPPC11","NS"
"SLC35B4",0.0221795504835841,0.412149587873121,0.265,0.216,1,0.419117647058824,8,0.378378378378378,5,"SLC35B4","NS"
"LIN52",0.0222311936358652,-0.394934780470496,0.161,0.208,1,0.36969696969697,10,0.457943925233645,4,"LIN52","NS"
"TMEM170A",0.0222486016838255,-0.586727176306221,0.503,0.548,1,0.332688588007737,12,0.485815602836879,6,"TMEM170A","NS"
"RNASEH1",0.0225357698363469,0.350516793365278,0.307,0.258,1,0.298412698412698,10,0.481203007518797,5,"RNASEH1","NS"
"DCLK1",0.0226322879623681,0.69464864946206,0.105,0.07,1,0.675925925925926,8,0.388888888888889,4,"DCLK1","NS"
"FAM133CP",0.0228098912616105,0.574413522293088,0.11,0.074,1,0.433628318584071,10,0.473684210526316,4,"FAM133CP","NS"
"TBX19",0.0228155005944251,0.572560860755123,0.122,0.083,1,0.504,9,0.534883720930233,4,"TBX19","NS"
"STXBP1",0.0228911659202453,0.368358062504933,0.502,0.462,1,0.414728682170543,9,0.394957983193277,5,"STXBP1","NS"
"ZNF678",0.0228991490583695,-0.256572911815784,0.15,0.198,1,0.409090909090909,10,0.411764705882353,5,"ZNF678","NS"
"RNPEP",0.0229945853328197,0.310525792883446,0.598,0.573,1,0.399022801302932,10,0.345762711864407,5,"RNPEP","NS"
"MCRS1",0.0231760033566395,0.440572702133136,0.362,0.324,1,0.360215053763441,9,0.389221556886228,5,"MCRS1","NS"
"CNN2",0.0232562486846501,0.425021800979302,0.719,0.724,1,0.405149051490515,11,0.415549597855228,5,"CNN2","NS"
"DEF8",0.0235736744165526,-0.317824674487143,0.321,0.371,1,0.275757575757576,10,0.445026178010471,5,"DEF8","NS"
"WDR36",0.0235752962125842,0.390221397319016,0.274,0.221,1,0.487544483985765,9,0.508771929824561,4,"WDR36","NS"
"IRF7",0.0236165545049537,0.311170493213834,0.642,0.614,1,0.364188163884674,12,0.439873417721519,6,"IRF7","NS"
"ADRBK2",0.0237583792854849,0.396405872939266,0.227,0.177,1,0.377682403433476,8,0.373626373626374,5,"ADRBK2","NS"
"FBXO27",0.0237999724476472,0.425614412619879,0.125,0.085,1,0.5,9,0.340909090909091,4,"FBXO27","NS"
"ZNF266",0.0238185243046512,0.612763553358289,0.191,0.144,1,0.489795918367347,9,0.418918918918919,5,"ZNF266","NS"
"MYD88",0.0241776687309618,-0.390456190632245,0.359,0.416,1,0.37940379403794,11,0.481308411214953,6,"MYD88","NS"
"GMEB1",0.0242034581992965,-0.277749574735498,0.128,0.171,1,0.366412213740458,8,0.340909090909091,5,"GMEB1","NS"
"GPATCH1",0.0242994643709605,-0.569366610960485,0.193,0.237,1,0.424242424242424,8,0.442622950819672,5,"GPATCH1","NS"
"GDPD1",0.0243214712196802,0.367918551798198,0.248,0.198,1,0.325490196078431,10,0.411764705882353,4,"GDPD1","NS"
"LOC100287015",0.0243379374688894,0.360211759324183,0.121,0.083,1,0.379032258064516,7,0.488372093023256,4,"LOC100287015","NS"
"ZBTB11-AS1",0.0244619417568152,0.264942065300123,0.129,0.087,1,0.409090909090909,7,0.444444444444444,4,"ZBTB11-AS1","NS"
"SCYL1",0.0245040610543928,-0.261779026130469,0.503,0.553,1,0.355899419729207,11,0.385964912280702,6,"SCYL1","NS"
"BCL2L11",0.0245297097737625,0.323135957986691,0.36,0.303,1,0.418918918918919,9,0.557692307692308,5,"BCL2L11","NS"
"SLC25A12",0.0245831906548577,0.374005445739872,0.204,0.157,1,0.4,11,0.407407407407407,4,"SLC25A12","NS"
"NFX1",0.0245978895624393,0.287926728462263,0.49,0.45,1,0.435387673956262,11,0.413793103448276,5,"NFX1","NS"
"RCL1",0.0246232028210032,0.362228861152937,0.192,0.148,1,0.416243654822335,9,0.447368421052632,4,"RCL1","NS"
"TLK2",0.0248849654399491,-0.319045757550195,0.333,0.392,1,0.345029239766082,9,0.396039603960396,5,"TLK2","NS"
"PYCARD-AS1",0.0250310351279731,-0.713912589235615,0.158,0.2,1,0.339506172839506,8,0.592233009708738,5,"PYCARD-AS1","NS"
"FAM160B2",0.0253807561678041,0.357066872220325,0.255,0.196,1,0.33587786259542,10,0.435643564356436,5,"FAM160B2","NS"
"SMG8",0.0254388494667237,-0.404737591537695,0.088,0.122,1,0.388888888888889,8,0.523809523809524,4,"SMG8","NS"
"ELL",0.0254829023854482,-0.281155512819071,0.227,0.28,1,0.347639484978541,9,0.5,4,"ELL","NS"
"RPARP-AS1",0.0255765308640435,-0.398300846780446,0.392,0.427,1,0.379652605459057,10,0.481818181818182,5,"RPARP-AS1","NS"
"SNORD80",0.0256592578326955,-0.527486790281778,0.069,0.101,1,0.309859154929577,9,0.384615384615385,5,"SNORD80","NS"
"MFSD2A",0.0256819067041463,0.515768287635903,0.418,0.396,1,0.440559440559441,10,0.416666666666667,5,"MFSD2A","NS"
"LOC100270746",0.0257946526890835,0.453159574718978,0.119,0.082,1,0.385245901639344,7,0.5,4,"LOC100270746","NS"
"COL27A1",0.0259197000105745,0.258181020973141,0.214,0.167,1,0.568181818181818,8,0.406976744186047,4,"COL27A1","NS"
"EIF5AL1",0.0259867145147695,-0.695468950135835,0.552,0.551,1,0.326278659611993,10,0.51056338028169,6,"EIF5AL1","NS"
"ERMAP",0.0261930206765539,-0.303274056517534,0.081,0.115,1,0.313253012048193,8,0.440677966101695,4,"ERMAP","NS"
"LRRC1",0.0262779674182448,0.340118622092482,0.244,0.202,1,0.51394422310757,8,0.365384615384615,5,"LRRC1","NS"
"TPGS1",0.0263610996086062,0.258524461066032,0.471,0.408,1,0.355371900826446,9,0.461904761904762,5,"TPGS1","NS"
"PAPD4",0.0264807302974861,0.375102670034895,0.265,0.21,1,0.415441176470588,8,0.564814814814815,5,"PAPD4","NS"
"PIGZ",0.0265113140018693,0.612307943928717,0.119,0.082,1,0.336065573770492,8,0.404761904761905,4,"PIGZ","NS"
"TRMT12",0.0265380017513251,-0.41817991680061,0.103,0.138,1,0.386792452830189,9,0.394366197183099,5,"TRMT12","NS"
"MFSD1",0.0266393147035859,-0.314131568246782,0.461,0.501,1,0.384778012684989,11,0.39922480620155,5,"MFSD1","NS"
"TMEM251",0.0266689431323758,0.480771097852781,0.415,0.383,1,0.455399061032864,10,0.436548223350254,5,"TMEM251","NS"
"PCTP",0.0267832520788741,0.351508056731058,0.153,0.111,1,0.318471337579618,7,0.491228070175439,5,"PCTP","NS"
"TGDS",0.0269108514634251,-0.35690744346984,0.179,0.225,1,0.320652173913043,9,0.439655172413793,4,"TGDS","NS"
"MINK1",0.026957577809252,-0.579582521940878,0.171,0.214,1,0.318181818181818,8,0.481818181818182,5,"MINK1","NS"
"SLC16A11",0.0269726782830675,0.653373228876955,0.141,0.105,1,0.579310344827586,8,0.685185185185185,4,"SLC16A11","NS"
"RAB42",0.0270814138372951,-0.451056430805584,0.093,0.128,1,0.421052631578947,7,0.439393939393939,4,"RAB42","NS"
"SGMS1",0.0271137183972066,0.37166522132291,0.383,0.328,1,0.43765903307888,8,0.355029585798817,5,"SGMS1","NS"
"PEX11G",0.027353616922269,0.287730264402561,0.278,0.229,1,0.538461538461538,9,0.491525423728814,5,"PEX11G","NS"
"ZBTB8OS",0.027353746681924,-0.340086751352504,0.5,0.551,1,0.307392996108949,10,0.401408450704225,5,"ZBTB8OS","NS"
"PBX3",0.0275011308716193,0.500535546353805,0.114,0.08,1,0.376068376068376,10,0.51219512195122,5,"PBX3","NS"
"TUBB2A",0.0276541755299594,0.340158071452352,0.537,0.509,1,0.393115942028986,12,0.461832061068702,5,"TUBB2A","NS"
"FAM127C",0.0276610067554685,0.278392701376265,0.172,0.223,1,0.525423728813559,9,0.478260869565217,5,"FAM127C","NS"
"TEX261",0.0277399140377923,0.425597499931567,0.37,0.324,1,0.368421052631579,10,0.419161676646707,5,"TEX261","NS"
"SP1",0.0281445931779862,-0.335996802978648,0.277,0.33,1,0.285211267605634,10,0.482352941176471,6,"SP1","NS"
"SCAF8",0.0281965584486314,-0.411716062238653,0.235,0.285,1,0.431535269709544,9,0.394557823129252,4,"SCAF8","NS"
"TRAPPC10",0.028250353491448,-0.420597621084573,0.317,0.365,1,0.420245398773006,9,0.372340425531915,5,"TRAPPC10","NS"
"TNK2",0.028386303266124,-0.361417641808676,0.155,0.2,1,0.465408805031447,7,0.572815533980582,4,"TNK2","NS"
"LOC100132215",0.0286428453386412,0.505281442865872,0.141,0.101,1,0.503448275862069,9,0.403846153846154,4,"LOC100132215","NS"
"ZNF189",0.0287897219231284,0.693554395080527,0.132,0.095,1,0.470588235294118,8,0.530612244897959,4,"ZNF189","NS"
"FGF18",0.0288125873739359,-0.695272333323801,0.103,0.138,1,0.443396226415094,9,0.450704225352113,5,"FGF18","NS"
"CASKIN2",0.0288225978776756,0.351876179581859,0.127,0.089,1,0.592307692307692,10,0.456521739130435,4,"CASKIN2","NS"
"LOC101929595",0.0288247930649838,0.320908545722709,0.294,0.243,1,0.503311258278146,8,0.384,5,"LOC101929595","NS"
"M6PR",0.0291149703255591,0.263478403581285,0.455,0.398,1,0.359743040685225,9,0.44390243902439,4,"M6PR","NS"
"TFAP2A",0.0291484126346324,0.392743734195966,0.327,0.27,1,0.446428571428571,9,0.697841726618705,4,"TFAP2A","NS"
"SENP1",0.029152942650415,-0.455529371235555,0.098,0.134,1,0.316831683168317,8,0.333333333333333,5,"SENP1","NS"
"ZNF569",0.0291931782515206,-0.323925656599942,0.093,0.128,1,0.452631578947368,8,0.53030303030303,5,"ZNF569","NS"
"IKZF3",0.0292694708603481,-0.672055848170167,0.174,0.216,1,0.474860335195531,9,0.369369369369369,5,"IKZF3","NS"
"DDX59",0.0293504727416513,-0.31588226286761,0.226,0.276,1,0.327586206896552,10,0.387323943661972,5,"DDX59","NS"
"SUGP2",0.0293680889467072,0.389727245543682,0.392,0.344,1,0.357320099255583,9,0.395480225988701,6,"SUGP2","NS"
"MTFP1",0.0297950810700007,0.397713755390039,0.281,0.233,1,0.44636678200692,9,0.441666666666667,5,"MTFP1","NS"
"TMEM164",0.0298310991863855,-0.438058701329289,0.276,0.32,1,0.360424028268551,10,0.4,5,"TMEM164","NS"
"VAMP7",0.030059560843468,-0.379519837361673,0.21,0.266,1,0.361111111111111,10,0.401459854014599,5,"VAMP7","NS"
"IDS",0.0301022742146465,0.275976684140387,0.702,0.67,1,0.337031900138696,11,0.405797101449275,6,"IDS","NS"
"LOC100506302",0.0301455045137755,0.286508305692957,0.18,0.138,1,0.394594594594595,10,0.436619718309859,5,"LOC100506302","NS"
"ANXA7",0.0302639060434677,0.295264512509346,0.736,0.746,1,0.371693121693122,11,0.375,6,"ANXA7","NS"
"SCML1",0.0302657975286669,0.337296190225485,0.279,0.233,1,0.362369337979094,9,0.433333333333333,6,"SCML1","NS"
"C9orf3",0.0303386773546776,0.305976572034334,0.571,0.505,1,0.322525597269625,10,0.396153846153846,4,"C9orf3","NS"
"ZNF669",0.03038192772465,-0.281941543004824,0.095,0.13,1,0.357142857142857,8,0.447761194029851,4,"ZNF669","NS"
"MEF2BNB",0.0304932805782883,0.276132685543329,0.38,0.332,1,0.451282051282051,11,0.549707602339181,5,"MEF2BNB","NS"
"SMC2",0.0305892532568788,0.335452729249494,0.227,0.181,1,0.309012875536481,9,0.451612903225806,6,"SMC2","NS"
"ZNF524",0.0307080565715737,0.285814485833491,0.296,0.245,1,0.388157894736842,10,0.412698412698413,4,"ZNF524","NS"
"GBF1",0.0308102115817762,-0.365875788392472,0.449,0.482,1,0.314533622559653,11,0.379032258064516,6,"GBF1","NS"
"SCAF1",0.030894688713087,-0.397965881486537,0.234,0.283,1,0.320833333333333,9,0.493150684931507,5,"SCAF1","NS"
"DHX35",0.0310287854964796,-0.531155986189873,0.13,0.167,1,0.417910447761194,8,0.441860465116279,4,"DHX35","NS"
"ZNF790-AS1",0.0310554965560385,-0.648673814339003,0.072,0.103,1,0.391891891891892,8,0.735849056603774,4,"ZNF790-AS1","NS"
"CACUL1",0.0310571122801946,0.28522327178734,0.586,0.571,1,0.338870431893688,11,0.380952380952381,5,"CACUL1","NS"
"RNF4",0.0311014599199303,-0.280445389436021,0.324,0.369,1,0.306306306306306,11,0.394736842105263,6,"RNF4","NS"
"TULP2",0.0313695734398288,-0.434850158057881,0.248,0.299,1,0.450980392156863,9,0.474025974025974,5,"TULP2","NS"
"BMS1P5",0.0314634187626925,0.629312674278556,0.167,0.124,1,0.395348837209302,9,0.40625,5,"BMS1P5","NS"
"SIDT2",0.0316514217898067,-0.363956263036707,0.184,0.225,1,0.349206349206349,9,0.439655172413793,4,"SIDT2","NS"
"VTI1B",0.0316867377185995,0.287171638322651,0.618,0.617,1,0.340157480314961,11,0.371069182389937,5,"VTI1B","NS"
"NKRF",0.0317612128258879,-0.31493603559207,0.129,0.169,1,0.371212121212121,9,0.379310344827586,4,"NKRF","NS"
"CDH26",0.0317699581659127,0.553580964287687,0.224,0.181,1,0.695652173913043,9,0.505376344086022,4,"CDH26","NS"
"FAM221A",0.0320891430326529,0.568401814856466,0.384,0.348,1,0.464467005076142,9,0.463687150837989,5,"FAM221A","NS"
"DPH7",0.0321351422319302,-0.648984726916148,0.166,0.208,1,0.352941176470588,9,0.457943925233645,5,"DPH7","NS"
"IFT80",0.0321642116831208,-0.379196740116915,0.376,0.423,1,0.528497409326425,9,0.490825688073394,5,"IFT80","NS"
"BMPR1A",0.0322532110057424,-0.43361664361201,0.131,0.171,1,0.281481481481481,9,0.375,5,"BMPR1A","NS"
"SLC9A6",0.0323302225006855,-0.596494628611329,0.085,0.117,1,0.425287356321839,8,0.4,5,"SLC9A6","NS"
"PIN4",0.0324517874985143,-0.269797086531364,0.627,0.656,1,0.340062111801242,11,0.372781065088757,6,"PIN4","NS"
"ADAM10",0.0326536665232466,0.409555504818226,0.513,0.485,1,0.466793168880455,10,0.5,6,"ADAM10","NS"
"GPN1",0.0326902741376366,0.267023617238319,0.334,0.28,1,0.32069970845481,9,0.458333333333333,6,"GPN1","NS"
"TTC13",0.0326920177195823,-0.832261661772784,0.093,0.126,1,0.326315789473684,9,0.415384615384615,4,"TTC13","NS"
"INVS",0.0326936077161403,-0.414633596132808,0.081,0.115,1,0.313253012048193,7,0.423728813559322,5,"INVS","NS"
"RRAS2",0.0326998900481462,-0.257213423560648,0.38,0.421,1,0.397435897435897,8,0.354838709677419,6,"RRAS2","NS"
"FN3KRP",0.0327240914907987,0.586573840812916,0.282,0.348,1,0.486206896551724,8,0.407821229050279,5,"FN3KRP","NS"
"TMEM185A",0.0327487885569073,0.625276461966895,0.21,0.169,1,0.361111111111111,9,0.436781609195402,4,"TMEM185A","NS"
"TBC1D20",0.0328669750476398,-0.591848915395796,0.332,0.373,1,0.401759530791789,11,0.479166666666667,5,"TBC1D20","NS"
"TMEM206",0.0331405440549833,-0.46260439415603,0.099,0.134,1,0.362745098039216,8,0.376811594202899,4,"TMEM206","NS"
"FLJ32255",0.0335505676260294,0.723669423382296,0.388,0.363,1,0.811557788944724,10,0.572192513368984,5,"FLJ32255","NS"
"ATP8B2",0.0336093803736093,-0.910180945592699,0.079,0.111,1,0.419753086419753,9,0.491228070175439,4,"ATP8B2","NS"
"FLJ20021",0.0337407522067912,0.47666934697904,0.16,0.12,1,0.347560975609756,8,0.451612903225806,4,"FLJ20021","NS"
"ZSCAN22",0.0338906040734112,0.714237522561221,0.162,0.124,1,0.391566265060241,9,0.390625,4,"ZSCAN22","NS"
"BRD1",0.0339147591099631,-0.691622144884161,0.315,0.359,1,0.430340557275542,9,0.454054054054054,5,"BRD1","NS"
"STARD3",0.0339168141740876,0.340941587205712,0.355,0.318,1,0.405479452054795,9,0.420731707317073,5,"STARD3","NS"
"QTRTD1",0.0339463718805544,-0.323287239758591,0.174,0.217,1,0.312849162011173,9,0.482142857142857,4,"QTRTD1","NS"
"ABCB6",0.0340349261730844,0.53822624232752,0.327,0.274,1,0.339285714285714,10,0.397163120567376,5,"ABCB6","NS"
"ZNF622",0.0341307800427453,0.510811115140649,0.466,0.417,1,0.423799582463466,11,0.386046511627907,6,"ZNF622","NS"
"HAUS1",0.0342618571251575,0.381563944029716,0.267,0.219,1,0.339416058394161,9,0.407079646017699,6,"HAUS1","NS"
"C15orf40",0.0343681465114463,0.31140913304845,0.429,0.375,1,0.408163265306122,9,0.383419689119171,6,"C15orf40","NS"
"AATF",0.0345874575638596,0.380158974844812,0.436,0.39,1,0.341517857142857,9,0.412935323383085,5,"AATF","NS"
"PRR13",0.0346425672168511,0.271911769276318,0.786,0.808,1,0.349442379182156,12,0.375,6,"PRR13","NS"
"ENOPH1",0.03471636831758,0.284153025722839,0.304,0.252,1,0.291666666666667,9,0.415384615384615,5,"ENOPH1","NS"
"ARSJ",0.034865733402734,1.09995892999495,0.141,0.105,1,0.606896551724138,8,0.388888888888889,5,"ARSJ","NS"
"RNF139",0.0348939055268132,-0.534933788869274,0.319,0.359,1,0.326219512195122,10,0.405405405405405,5,"RNF139","NS"
"SP2",0.0348985012597527,-0.364616936597997,0.18,0.223,1,0.427027027027027,8,0.417391304347826,4,"SP2","NS"
"ADAT1",0.0349236108266666,-0.713606275264651,0.29,0.332,1,0.318791946308725,10,0.491228070175439,5,"ADAT1","NS"
"CEP95",0.0350335500932133,0.519846046175976,0.408,0.363,1,0.374701670644391,8,0.411764705882353,4,"CEP95","NS"
"FBXO8",0.035068137453039,0.589818791095785,0.215,0.177,1,0.565610859728507,7,0.494505494505495,4,"FBXO8","NS"
"CRYBG3",0.0350985066996868,0.362702192123947,0.32,0.264,1,0.355623100303951,9,0.5,5,"CRYBG3","NS"
"PROM2",0.0350999642543218,-0.537185084838608,0.158,0.198,1,0.481481481481481,10,0.441176470588235,6,"PROM2","NS"
"ACOXL",0.0352845181315812,0.284368878744755,0.085,0.12,1,0.735632183908046,7,0.580645161290323,5,"ACOXL","NS"
"TMX4",0.0353484509799811,0.29656499723027,0.534,0.513,1,0.352189781021898,9,0.46969696969697,5,"TMX4","NS"
"TTC33",0.0354135134701816,0.682858538422453,0.237,0.196,1,0.518518518518518,9,0.465346534653465,4,"TTC33","NS"
"TMCC1",0.035533974172465,-0.271444414138181,0.319,0.375,1,0.36890243902439,10,0.49740932642487,5,"TMCC1","NS"
"SCAP",0.0357017500412882,0.296934043895862,0.32,0.272,1,0.322188449848024,11,0.357142857142857,5,"SCAP","NS"
"TOR1A",0.035707262145261,0.271495861271118,0.318,0.264,1,0.299694189602446,10,0.529411764705882,5,"TOR1A","NS"
"PTCHD4",0.0357899953884743,-0.466111514074112,0.077,0.109,1,0.30379746835443,7,0.446428571428571,4,"PTCHD4","NS"
"IFI27L1",0.035897678842838,-0.398745079182462,0.294,0.338,1,0.390728476821192,8,0.46551724137931,5,"IFI27L1","NS"
"DIAPH1",0.0360232444889516,-0.406834994124164,0.574,0.604,1,0.368421052631579,11,0.353697749196141,5,"DIAPH1","NS"
"SAP30L-AS1",0.03603959513915,0.381545317574897,0.167,0.126,1,0.567251461988304,9,0.415384615384615,5,"SAP30L-AS1","NS"
"ZNF37A",0.0361167343395992,-0.339899963868347,0.234,0.282,1,0.329166666666667,8,0.372413793103448,5,"ZNF37A","NS"
"CCT6B",0.036130634917371,0.400334718837728,0.129,0.093,1,0.507575757575758,9,0.583333333333333,5,"CCT6B","NS"
"PPP1R15A",0.0362008818791846,0.326331963412862,0.834,0.852,1,0.31855309218203,11,0.403189066059225,6,"PPP1R15A","NS"
"USP21",0.0362233954808476,-0.302299819918834,0.234,0.289,1,0.479166666666667,11,0.389261744966443,5,"USP21","NS"
"KDM4B",0.0362915790647462,0.35708392114386,0.318,0.266,1,0.400611620795107,9,0.394160583941606,5,"KDM4B","NS"
"STOX2",0.0363278503180011,-0.372488372948567,0.166,0.204,1,0.364705882352941,8,0.4,5,"STOX2","NS"
"PSMC5",0.0363405756527121,0.266374033420322,0.756,0.713,1,0.356958762886598,12,0.370572207084469,5,"PSMC5","NS"
"PPP1R3F",0.0365377152689871,0.428968600649677,0.117,0.082,1,0.45,7,0.5,4,"PPP1R3F","NS"
"C1orf53",0.0365810848984916,-0.30189152808501,0.26,0.309,1,0.310861423220974,10,0.415094339622642,5,"C1orf53","NS"
"CBLC",0.0367441121566055,0.315756333389425,0.163,0.122,1,0.413173652694611,7,0.619047619047619,4,"CBLC","NS"
"MRPS14",0.0367613744604569,-0.254906779776275,0.483,0.52,1,0.304435483870968,12,0.384328358208955,5,"MRPS14","NS"
"MTRNR2L1",0.0369150132219007,-0.426096573762211,0.161,0.19,1,0.496969696969697,8,0.73469387755102,4,"MTRNR2L1","NS"
"SAMD4A",0.0372783494863477,-0.310177434711872,0.167,0.206,1,0.505813953488372,9,0.556603773584906,4,"SAMD4A","NS"
"CRYZL1",0.0372804473687042,0.730114461457641,0.331,0.295,1,0.426470588235294,9,0.440789473684211,5,"CRYZL1","NS"
"NAV2",0.0373955479570086,-0.408433513384298,0.583,0.612,1,0.320534223706177,10,0.488888888888889,5,"NAV2","NS"
"FAM86JP",0.0375494188876197,-0.272712273326376,0.074,0.105,1,0.460526315789474,7,0.425925925925926,5,"FAM86JP","NS"
"MOB1A",0.0375767573952598,0.282305275822488,0.365,0.322,1,0.309333333333333,10,0.349397590361446,6,"MOB1A","NS"
"COMMD3",0.0375771770876222,0.290092340684213,0.454,0.421,1,0.437768240343348,11,0.382488479262673,6,"COMMD3","NS"
"VWA2",0.0376495985157515,0.510897525443933,0.234,0.19,1,0.383333333333333,9,0.387755102040816,4,"VWA2","NS"
"ERCC6",0.0378118028345449,-0.426149569650161,0.089,0.122,1,0.340659340659341,11,0.380952380952381,4,"ERCC6","NS"
