"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"ZFHX3",4.3819252149752e-19,0.254376931128485,0.527,0.484,1.16055289318618e-14,0.345132743362832,11,0.607843137254902,10
"BCAS1",4.74537264390102e-19,-0.289348501704973,0.336,0.509,1.25681194473719e-14,0.725761772853186,11,0.883612662942272,8
"SLC43A3",4.91030852747798e-19,0.379643632095497,0.456,0.213,1.30049521350254e-14,0.464212678936605,11,0.244444444444444,10
"CBR3-AS1",4.97409798670577e-19,0.358184046748738,0.422,0.513,1.31738985177902e-14,0.538631346578366,11,0.575785582255083,11
"AIG1",5.15033523450159e-19,0.326963268160116,0.532,0.454,1.36406628685774e-14,0.369527145359019,12,0.431556948798328,11
"DKFZP586I1420",5.52228382015611e-19,0.255709884027616,0.241,0.41,1.46257686976835e-14,0.432432432432432,10,0.611111111111111,9
"CHST4",5.61267024169207e-19,-0.321831222962554,0.032,0.383,1.48651571351214e-14,0.852941176470588,3,0.976485148514851,7
"HSPA9",6.07785964815245e-19,-0.474807922964278,0.806,0.943,1.60972112781318e-14,0.354913294797688,13,0.480643539467069,11
"B4GALT1",6.57288011873715e-19,-0.280740357928496,0.825,0.968,1.74082729944753e-14,0.32316384180791,13,0.468887800097991,11
"ACIN1",7.30385695192137e-19,0.271269463572311,0.666,0.757,1.93442651371637e-14,0.359440559440559,12,0.517219787100814,10
"SF1",9.0496441933786e-19,0.296336856619111,0.779,0.858,2.39679826461632e-14,0.337320574162679,12,0.500829187396352,10
"CORO2A",9.32728201034221e-19,-0.270827184443841,0.446,0.729,2.47033064043913e-14,0.323590814196242,10,0.604031209362809,10
"SEMA4A",1.02676012747925e-18,0.479071273465961,0.373,0.123,2.71937419762881e-14,0.4075,12,0.476923076923077,8
"REEP5",1.06716218214818e-18,-0.327144215305561,0.855,0.963,2.82637903941944e-14,0.32824427480916,12,0.470964566929134,11
"MYO10",1.10989929407027e-18,0.264902636500517,0.621,0.719,2.93956828034511e-14,0.447447447447447,12,0.523746701846966,11
"RBM25",1.14184504989237e-18,0.363291692604914,0.811,0.859,3.02417661463995e-14,0.333333333333333,12,0.476269315673289,10
"CDK2AP2",1.48541646878256e-18,0.334631391511151,0.816,0.921,3.9341255175706e-14,0.320776255707763,13,0.490993309315492,11
"GALNT2",1.51222679797416e-18,-0.447121910582718,0.466,0.78,4.00513267443456e-14,0.334,12,0.57958687727825,10
"SAR1B",1.53323364506509e-18,-0.336875160267703,0.652,0.872,4.06076930895488e-14,0.332857142857143,13,0.518498367791077,10
"PAK1",1.61300869607112e-18,-0.342153315356019,0.439,0.771,4.27205353154437e-14,0.358811040339703,12,0.583025830258303,11
"ST3GAL4",1.75927214660443e-18,-0.640328673821711,0.218,0.639,4.65943228028184e-14,0.491452991452991,10,0.706755753526355,9
"ITGB8",1.77835458340556e-18,0.329153034669032,0.659,0.78,4.70997211414963e-14,0.448373408769448,10,0.54678007290401,10
"TMX2",2.17293018827846e-18,-0.353183615442914,0.586,0.837,5.75500560365551e-14,0.356120826709062,11,0.538505096262741,10
"ARL4C",2.21350096289281e-18,0.325965966922791,0.396,0.516,5.8624573002216e-14,0.496470588235294,11,0.613406795224977,9
"ABHD11",2.21374012133175e-18,-0.28872160027003,0.64,0.872,5.86309071134714e-14,0.365356622998544,12,0.520130576713819,10
"CPE",2.25628293082276e-18,-0.39874826460028,0.384,0.632,5.97576534228409e-14,0.62378640776699,9,0.687687687687688,8
"IFRD2",2.6852378490583e-18,-0.390605513196456,0.346,0.715,7.1118524432309e-14,0.361185983827493,12,0.628647214854111,10
"ATG9B",2.81497426839106e-18,0.280894761761298,0.199,0.092,7.45545934983373e-14,0.863849765258216,10,0.391752577319588,9
"TRIP11",3.23573784040248e-18,0.270045024973159,0.65,0.708,8.56985167030597e-14,0.370157819225251,12,0.588353413654618,10
"PARN",3.74690008122686e-18,-0.275988216239516,0.319,0.685,9.92366486512935e-14,0.35672514619883,10,0.633217993079585,11
"BPGM",3.94214243063309e-18,-1.1340282276645,0.406,0.698,1.04407642275317e-13,0.36697247706422,12,0.644701086956522,10
"HN1L",4.19511961635367e-18,-0.340982108439129,0.552,0.831,1.11107743039127e-13,0.456081081081081,12,0.545091324200913,10
"EIF2S3",4.26762151335182e-18,-0.330207975164492,0.868,0.972,1.13027955781123e-13,0.354457572502685,13,0.467317073170732,11
"DDRGK1",4.37973925665015e-18,0.26829044314073,0.654,0.703,1.15997394212379e-13,0.317663817663818,12,0.602832097100472,11
"PSMD1",4.84997885227547e-18,-0.312608656868949,0.635,0.849,1.28451689902516e-13,0.320117474302496,11,0.519262981574539,10
"CFH",4.91110169147603e-18,-0.656070980756141,0.641,0.818,1.30070528298743e-13,0.411337209302326,11,0.531594202898551,11
"FNBP1L",5.56213961772872e-18,0.265023752540876,0.519,0.625,1.47313267775545e-13,0.412926391382406,12,0.65049279757392,10
"PAFAH1B2",5.73738635872027e-18,-0.372559388366809,0.717,0.898,1.51954677710706e-13,0.328998699609883,12,0.504490227152668,11
"ERH",6.04090017570722e-18,0.311117946851946,0.9,0.961,1.59993241153606e-13,0.32815734989648,13,0.470152935372472,10
"TMX4",6.65670014439691e-18,0.265972379724657,0.515,0.461,1.76302703324352e-13,0.330922242314647,10,0.654676258992806,10
"ENPP4",6.9380692031975e-18,-0.301897963865573,0.385,0.523,1.83754762846686e-13,0.469733656174334,11,0.844968268359021,10
"OCIAD2",7.2904054584384e-18,-0.375827349995387,0.828,0.954,1.93086388566741e-13,0.329954954954955,12,0.473396320238687,11
"GCHFR",7.50249716917562e-18,0.257549956832502,0.617,0.692,1.98703637525616e-13,0.351963746223565,13,0.627141877998629,10
"LOX",8.81435228847204e-18,0.307880276765728,0.156,0.048,2.33448120360182e-13,0.754491017964072,7,0.382352941176471,9
"C12orf49",9.13254187396171e-18,0.28669486605762,0.539,0.624,2.41875371531876e-13,0.311418685121107,12,0.520121488230828,11
"SPATS2L",9.40030502779623e-18,-0.30500331370477,0.859,0.962,2.48967078661183e-13,0.336225596529284,12,0.470907297830375,10
"FBXO34",9.49018504010023e-18,-0.263453887298803,0.42,0.74,2.51347550787055e-13,0.363636363636364,11,0.607692307692308,10
"SLC16A4",9.52380346989374e-18,-0.266163655841911,0.127,0.476,2.52237934900136e-13,0.272058823529412,10,0.710159362549801,10
"BDH2",1.00721142995654e-17,0.306362029957775,0.418,0.195,2.6675994722399e-13,0.389755011135857,13,0.386861313868613,10
"ADAM8",1.20248639055773e-17,-0.314937148381399,0.256,0.623,3.18478520539216e-13,0.534545454545455,9,0.695354150799695,9
"MALAT1",1.21546104975903e-17,0.591960157887669,0.983,0.966,3.21914859028679e-13,0.347867298578199,12,0.469087340529931,11
"ODC1",1.22117510344872e-17,0.515714399969835,0.541,0.273,3.23428226148392e-13,0.345955249569707,11,0.371527777777778,10
"AGAP2-AS1",1.28787266610769e-17,0.297849366388773,0.255,0.084,3.41093075618622e-13,0.905109489051095,7,0.401129943502825,9
"PFKP",1.57263863616088e-17,-1.49776855198163,0.638,0.85,4.16513342787209e-13,0.322627737226277,12,0.533742331288344,11
"DYNC1H1",1.73108349714396e-17,0.398559455625467,0.783,0.81,4.58477464218577e-13,0.357142857142857,13,0.539812646370023,11
"OLMALINC",1.79533838588515e-17,0.272381615042564,0.351,0.209,4.75495371501682e-13,0.448275862068966,10,0.385487528344671,10
"RGS2",2.11591588262486e-17,0.639706080306,0.467,0.395,5.60400321513194e-13,0.407185628742515,12,0.525810324129652,10
"FAM20A",2.28575282737571e-17,0.412396909815462,0.477,0.165,6.05381636330458e-13,0.5078125,10,0.305475504322767,10
"SRSF11",2.41242664770862e-17,0.352888852630838,0.848,0.926,6.38931197645627e-13,0.342857142857143,11,0.481822836661546,10
"TMED3",2.88827147044769e-17,-0.469233685902352,0.652,0.875,7.64958698948069e-13,0.371428571428571,11,0.516793066088841,11
"EIF3J-AS1",2.97188455293799e-17,0.372962746834727,0.31,0.226,7.87103623845627e-13,0.372372372372372,8,0.579831932773109,10
"RPL3",3.13643437665787e-17,0.408565824063344,0.971,0.985,8.30684644657836e-13,0.347408829174664,13,0.461242176215696,11
"TMEM259",3.18705401207778e-17,0.357193861543746,0.628,0.693,8.44091255098801e-13,0.359050445103858,12,0.537987679671458,11
"HMGB2",4.12175671149435e-17,-0.298095206812316,0.543,0.704,1.09164726503928e-12,0.473413379073756,12,0.494276094276094,10
"CCT6A",4.29222701332581e-17,-0.365546864170314,0.784,0.93,1.13679632447934e-12,0.323424494649227,13,0.486238532110092,11
"ACKR2",4.8358975086092e-17,-0.300613185563022,0.054,0.468,1.28078745515515e-12,0.46551724137931,9,0.94331983805668,7
"TMEM243",5.86733422087772e-17,0.254187583459632,0.544,0.54,1.55396346839946e-12,0.309931506849315,11,0.462686567164179,11
"C2CD4B",6.00298536944514e-17,0.2557045884477,0.236,0.08,1.58989067509755e-12,0.790513833992095,9,0.446428571428571,10
"LMO3",7.69827057003e-17,0.365120870795697,0.447,0.468,2.03888696047245e-12,0.454166666666667,11,0.621073961499493,10
"MIR100HG",8.37864513346145e-17,-0.483233798245986,0.099,0.305,2.21908416359726e-12,0.490566037735849,8,0.607142857142857,9
"WDR45B",8.65674420923737e-17,-0.538271888645849,0.719,0.902,2.29273870381652e-12,0.337224383916991,13,0.502890173410405,10
"SCCPDH",9.63435981123876e-17,-1.6117612146986,0.621,0.705,2.55166019600658e-12,0.408408408408408,12,0.644683714670256,11
"NRP1",9.65225668476525e-17,0.281904792073167,0.52,0.536,2.55640018296008e-12,0.46594982078853,10,0.524778761061947,9
"GABARAPL1",1.04769390595774e-16,-0.347144410733761,0.351,0.678,2.77481730992908e-12,0.360742705570292,11,0.659902029391183,9
"DGCR6L",1.05090565705692e-16,0.253846594931631,0.723,0.815,2.78332363271526e-12,0.323453608247423,12,0.552646887725422,10
"NHS",1.21285535361494e-16,0.365419788694373,0.219,0.054,3.21224740404917e-12,0.659574468085106,8,0.394736842105263,6
"HSP90AA1",1.28648170409645e-16,0.488854508214509,0.988,0.996,3.40724679329945e-12,0.344339622641509,13,0.455497382198953,11
"EXOC3-AS1",1.40559887112308e-16,0.259248530548071,0.243,0.142,3.72272861016948e-12,0.555555555555556,9,0.646666666666667,9
"RPN1",1.45181142770485e-16,-0.436885160496121,0.819,0.948,3.84512256627629e-12,0.320819112627986,12,0.4785,11
"PPCS",1.53301037416759e-16,-0.351131452797616,0.67,0.882,4.06017797598285e-12,0.307371349095967,12,0.512903225806452,10
"C6orf48",1.6080874875775e-16,0.277694692824196,0.799,0.874,4.259019710849e-12,0.355892648774796,13,0.494302767227347,11
"SUSD2",1.89312692679302e-16,0.303240614423359,0.108,0.139,5.01394666561132e-12,0.456896551724138,10,0.870748299319728,7
"YWHAQ",2.13590083421821e-16,-0.299836647254899,0.834,0.948,5.65693335942693e-12,0.328491620111732,12,0.478,11
"GRB7",2.24468897153612e-16,0.455159751578372,0.52,0.529,5.94505874111341e-12,0.417562724014337,11,0.47085201793722,10
"SNHG5",2.51349600295066e-16,0.295403103676885,0.598,0.594,6.65699416381481e-12,0.419003115264797,12,0.481245011971269,11
"EIF4A2",2.53132058595508e-16,0.258049016247555,0.815,0.888,6.70420257190204e-12,0.318857142857143,12,0.486645299145299,11
"TMEM176B",2.71740589710839e-16,-1.35004121787804,0.24,0.571,7.19704951849156e-12,0.461240310077519,7,0.784053156146179,8
"NUMA1",2.75820963034e-16,0.315481569057019,0.576,0.648,7.30511820595549e-12,0.425566343042071,11,0.600292825768668,10
"TMC6",2.75913931680967e-16,-0.339101611100297,0.451,0.76,7.30758048057042e-12,0.452479338842975,11,0.592638802245789,11
"HDHD1",3.16900989169513e-16,-0.361632694029238,0.382,0.696,8.39312269815455e-12,0.368292682926829,10,0.626448534423995,11
"STK24",3.35145369504445e-16,-0.742511752099354,0.563,0.815,8.87632511132521e-12,0.299668874172185,12,0.556137289121582,11
"GCAT",3.72964635322633e-16,0.416872319986685,0.363,0.275,9.87796836651994e-12,0.517948717948718,9,0.593803786574871,9
"GOLGA3",3.80037603407532e-16,0.260325999168599,0.533,0.692,1.00652959262485e-11,0.27972027972028,12,0.527073337902673,11
"ZBED3",3.98154570105705e-16,0.260157401518152,0.225,0.109,1.05451237892496e-11,0.630705394190871,10,0.729257641921397,10
"SYNJ2",4.02351494213568e-16,0.290526215611543,0.336,0.381,1.06562793242464e-11,0.536111111111111,11,0.619402985074627,10
"RDH10",4.11716957662847e-16,0.447381841857532,0.617,0.477,1.09043236237005e-11,0.318731117824773,12,0.535253227408143,11
"IRF7",4.28651575526589e-16,0.41502952976045,0.63,0.613,1.13528369778217e-11,0.356508875739645,13,0.46671826625387,9
"MPPE1",4.79263405690595e-16,-0.298260862253476,0.246,0.625,1.26932912997154e-11,0.348484848484849,11,0.708649468892261,11
"COPB2",5.05438757815291e-16,-0.366401388638061,0.678,0.881,1.3386545500738e-11,0.325549450549451,12,0.512654819601508,10
"EREG",5.22866091116949e-16,0.473966735619373,0.352,0.134,1.38481084232324e-11,0.502645502645503,7,0.333333333333333,8
"MMP28",5.73993859828415e-16,0.29224486021444,0.318,0.257,1.52022273775556e-11,0.560117302052786,11,0.33456561922366,9
"SPG21",5.91433931995694e-16,-0.419115776573628,0.609,0.84,1.5664127688906e-11,0.297090352220521,11,0.5372460496614,11
"CHSY1",6.04383434666727e-16,0.326171251076019,0.345,0.26,1.60070952671483e-11,0.562162162162162,11,0.360655737704918,10
"CRISP2",6.60687243308203e-16,-0.328016622222584,0.203,0.415,1.74983016390178e-11,0.958715596330275,6,0.987428571428571,4
"CREB3",6.65603515121025e-16,-0.387819955039257,0.568,0.823,1.76285090979803e-11,0.316393442622951,11,0.54985590778098,11
"HTR3A",7.16497897749183e-16,-0.44902972255238,0.066,0.403,1.89764468218871e-11,0.746478873239437,4,0.7962308598351,7
"NDUFA1",9.43428403375862e-16,-0.3124689774231,0.934,0.985,2.49867012634097e-11,0.327345309381238,13,0.461242176215696,11
"LRRFIP1",1.01115388620674e-15,0.301785490541694,0.897,0.944,2.67804106761855e-11,0.330561330561331,13,0.476884422110553,11
"DNMT1",1.05914589484308e-15,0.299017281847271,0.587,0.521,2.80514790249189e-11,0.341269841269841,12,0.471337579617834,10
"NNT-AS1",1.14693457177719e-15,0.272592268061617,0.407,0.455,3.03765621335189e-11,0.581235697940503,11,0.669791666666667,10
"ID4",1.21153929180024e-15,0.570949983542336,0.367,0.169,3.20876181433293e-11,0.616751269035533,11,0.688202247191011,9
"SPINK1",1.2272929448804e-15,-0.420477103086321,0.133,0.502,3.25048536451574e-11,0.587412587412587,7,0.798676748582231,7
"LCN2",1.35327157005747e-15,-0.917535105339019,0.617,0.728,3.5841397532972e-11,0.466767371601208,11,0.623452768729642,9
"ZBTB38",1.35372266023852e-15,-0.308434631567477,0.383,0.717,3.58533446564173e-11,0.277372262773723,11,0.616402116402116,10
"UBE2G2",1.45285496621106e-15,0.405682821460043,0.692,0.699,3.84788637801e-11,0.408355795148248,11,0.497964721845319,10
"AHR",1.4832734577733e-15,0.405305213478258,0.799,0.889,3.92844975291258e-11,0.409568261376896,12,0.508266666666667,11
"RPS15",1.49170142904692e-15,0.359601487493767,0.98,0.993,3.95077123483076e-11,0.349809885931559,13,0.45702005730659,11
"WDR1",1.53987583001812e-15,-0.360706103196597,0.66,0.881,4.078361135803e-11,0.343220338983051,12,0.51373182552504,11
"ASRGL1",1.55366442315252e-15,0.488464067667914,0.41,0.18,4.11488022471944e-11,0.470454545454545,11,0.315789473684211,9
"RSRP1",1.89584422269804e-15,0.355545296720366,0.716,0.782,5.02114342381577e-11,0.326822916666667,12,0.503030303030303,10
"ZFAND6",2.00595775324144e-15,-0.465000648105906,0.721,0.903,5.31277910945996e-11,0.329457364341085,12,0.5,11
"IRF9",2.1804502191894e-15,0.302820418749397,0.726,0.836,5.77492240552314e-11,0.388960205391528,12,0.496598639455782,10
"SLC44A1",2.3066907055724e-15,-0.636070856147868,0.464,0.756,6.10927033370849e-11,0.353413654618474,10,0.599121706398996,11
"LZTR1",2.56742383830339e-15,0.398781113375108,0.23,0.234,6.79982203574652e-11,0.510121457489879,11,0.698380566801619,9
"ST6GALNAC1",2.63409862939679e-15,0.273333502382191,0.612,0.587,6.9764102199574e-11,0.36986301369863,11,0.561743341404358,9
"SMPDL3B",3.01832362925014e-15,0.357977075765531,0.397,0.491,7.99403013206901e-11,0.476525821596244,10,0.722705314009662,9
"TSPAN15",3.19435055140982e-15,-0.580473789088865,0.618,0.86,8.46023743540891e-11,0.372549019607843,12,0.527012127894157,10
"C6orf62",3.25042980815433e-15,-0.677563567585923,0.789,0.936,8.60876334689675e-11,0.324675324675325,13,0.484034465281298,11
"WDR73",3.62314126213472e-15,0.25732866711656,0.451,0.492,9.59588963276381e-11,0.43595041322314,12,0.557803468208092,10
"ARFGAP1",3.71936082965208e-15,0.250028200262867,0.389,0.495,9.85072715733353e-11,0.434052757793765,11,0.60882070949185,10
"ARFIP2",4.30821490170739e-15,0.356796247101066,0.592,0.543,1.1410307167172e-10,0.406299212598425,12,0.415357766143106,10
"CPM",5.35800658345304e-15,-0.691818897887196,0.303,0.687,1.41906804362754e-10,0.516923076923077,12,0.659075224292616,9
"GOLGA8B",6.42354877964455e-15,0.26388407193539,0.263,0.126,1.70127689428886e-10,0.450354609929078,10,0.354716981132075,9
"ADH1C",9.94309108887356e-15,0.476998133369156,0.372,0.354,2.63342767488816e-10,0.358395989974937,7,0.742627345844504,7
"CHP1",1.31450878023253e-14,-0.629890134487026,0.867,0.966,3.48147650444586e-10,0.321505376344086,13,0.46980854197349,11
"THBS1",1.53841706419535e-14,0.523667053418683,0.564,0.498,4.07449759452139e-10,0.492561983471074,12,0.439581351094196,9
"RDX",1.59607014925713e-14,-0.382969618089151,0.698,0.898,4.2271917903075e-10,0.353805073431242,12,0.504490227152668,11
"SLC16A3",1.65398781125698e-14,-0.54174559336274,0.578,0.832,4.3805867181141e-10,0.379032258064516,11,0.544469783352338,11
"CD320",1.69059524428375e-14,0.422013100201581,0.405,0.257,4.47754150448551e-10,0.452873563218391,12,0.321033210332103,10
"GPS2",1.83959831077196e-14,0.25125975259364,0.633,0.725,4.87217612607954e-10,0.341678939617084,13,0.572269457161544,10
"LEMD3",2.32028785536895e-14,0.417423634743406,0.375,0.429,6.14528238494467e-10,0.656716417910448,10,0.507182320441989,9
"CDK12",2.98199086444296e-14,0.257181655501883,0.583,0.674,7.89780280447718e-10,0.337060702875399,12,0.507032348804501,10
"GSKIP",3.30505538041329e-14,-0.274287416543771,0.261,0.616,8.75343917502459e-10,0.35,11,0.706697459584296,11
"ZBTB20",4.0349430258712e-14,0.389207914602191,0.733,0.728,1.06865466040199e-09,0.32274459974587,11,0.486979166666667,10
"TMEM50A",4.08517131048038e-14,-0.283949964491603,0.843,0.955,1.08195762158073e-09,0.324861878453039,12,0.4746772591857,11
"MYLIP",4.35880725858917e-14,0.437141386819661,0.689,0.639,1.15443010243734e-09,0.355886332882273,12,0.563056379821958,10
"HIST1H3D",4.52426702622831e-14,0.327420018011546,0.208,0.205,1.19825212189657e-09,0.430493273542601,7,0.62037037037037,5
"CXCL8",5.35854917333915e-14,1.11832398186339,0.424,0.253,1.41921174855887e-09,0.448351648351648,10,0.542213883677298,8
"TNFRSF10D",6.65907433210189e-14,0.285732005651366,0.361,0.258,1.76365583685718e-09,0.426356589147287,10,0.566176470588235,9
"PINK1",8.53380156107976e-14,-0.372636304746421,0.377,0.702,2.26017734345197e-09,0.338271604938272,9,0.640108035111411,11
"ATRAID",1.02972130379899e-13,-0.3181064129884,0.847,0.917,2.72721687311162e-09,0.325632563256326,13,0.494312306101344,11
"GSE1",1.23430961194815e-13,0.26941438740467,0.433,0.37,3.26906900724468e-09,0.331182795698925,11,0.494238156209987,10
"CLPP",1.23487182736264e-13,0.250217308850537,0.531,0.578,3.27055803476994e-09,0.310526315789474,11,0.479901558654635,10
"TSSC4",1.30943355210466e-13,0.347370717389211,0.497,0.629,3.46803476274918e-09,0.375234521575985,12,0.498491704374057,10
"BPNT1",1.36747688575686e-13,-0.357295992958251,0.281,0.623,3.62176253192704e-09,0.302325581395349,10,0.706778370144707,9
"ASAH1",1.47358874606529e-13,-0.453424400928756,0.747,0.856,3.90279979395393e-09,0.329177057356608,12,0.528531855955679,11
"HLA-DQB1",1.50162150071784e-13,0.751840909399476,0.815,0.618,3.97704454465119e-09,0.328,12,0.415963161933998,11
"YPEL5",1.63821758945606e-13,-0.261195846620978,0.733,0.895,4.33881928567438e-09,0.360864040660737,12,0.505034446210917,11
"EFEMP1",1.6386553532032e-13,0.539859332619186,0.462,0.21,4.33997870295868e-09,0.375,11,0.334085778781038,10
"CXCL2",1.69611546628987e-13,0.91128911345929,0.524,0.536,4.49216181246871e-09,0.398576512455516,12,0.512389380530973,9
"QSOX1",1.89631110899214e-13,-1.08484637702868,0.482,0.711,5.02237997216568e-09,0.311411992263056,12,0.638425617078052,11
"RILPL2",1.94414516930041e-13,0.276289709172167,0.439,0.33,5.14906848089214e-09,0.428874734607219,11,0.438848920863309,10
"OBSL1",2.04173698578666e-13,0.270233065289139,0.338,0.223,5.40754040685596e-09,0.446280991735537,9,0.508510638297872,10
"NDUFS1",2.04373295726798e-13,-0.328310497350467,0.381,0.7,5.41282673732425e-09,0.295843520782396,11,0.624238320920785,10
"TMBIM6",2.18014148439089e-13,-0.457702093193249,0.95,0.993,5.77410472140928e-09,0.322865554465162,12,0.456801909307876,11
"SMARCA2",2.18232568030877e-13,0.250357886957617,0.522,0.496,5.77988956429777e-09,0.389285714285714,12,0.546322827125119,9
"VSIG1",2.41592826662939e-13,0.33625308276475,0.18,0.045,6.39858601416793e-09,0.875647668393782,6,0.389473684210526,6
"VTCN1",2.50147744810085e-13,-0.336640187299797,0.055,0.423,6.6251630212951e-09,0.677966101694915,7,0.957446808510638,8
"SRGAP1",2.55000970240687e-13,0.387958750564929,0.527,0.63,6.75370069682459e-09,0.546902654867257,10,0.647855530474041,10
"ALDH3A2",2.81296167580919e-13,0.492225389784759,0.649,0.697,7.45012899838064e-09,0.334770114942529,11,0.495575221238938,11
"RAB27A",2.82656227786885e-13,0.26279244005069,0.537,0.584,7.48615019293566e-09,0.364583333333333,13,0.543460601137287,10
"PRPF38B",3.0776969071879e-13,0.284593096633599,0.624,0.631,8.15128025868714e-09,0.32089552238806,11,0.445529676934636,10
"MAGI3",3.1530403403288e-13,0.269655271272615,0.459,0.346,8.35082734136083e-09,0.393509127789047,11,0.537722908093278,10
"CLDN2",3.16653568147481e-13,0.250183835919011,0.106,0.016,8.38656975238602e-09,0.754385964912281,6,0.705882352941177,5
"LAMC2",3.9354955095019e-13,-0.305110022225083,0.632,0.847,1.04231598569158e-08,0.376106194690265,12,0.526875699888018,10
"CHTF8",4.00573624322061e-13,-0.264880728615769,0.518,0.788,1.06091924401698e-08,0.325539568345324,13,0.56953642384106,10
"CEBPB",4.99842912819983e-13,0.350433892219385,0.795,0.83,1.32383395460372e-08,0.370457209847597,11,0.508280982295831,10
"EGR1",5.4458221164404e-13,0.710098108510397,0.821,0.525,1.44232598753924e-08,0.342792281498297,12,0.543321299638989,11
"ACAT1",5.70307013078591e-13,0.379292430591013,0.639,0.478,1.51045812413865e-08,0.364431486880466,12,0.349851337958375,10
"NR2F1-AS1",6.55458352931467e-13,0.326178421659045,0.281,0.1,1.73598144773899e-08,0.884105960264901,8,0.592417061611374,9
"IDH1",8.15979016038071e-13,-1.02720681815288,0.501,0.78,2.16112042397683e-08,0.351301115241636,12,0.580547112462006,11
"POLR2E",8.37502681875559e-13,0.297424820608454,0.78,0.886,2.21812585294742e-08,0.338112305854241,12,0.494646680942184,11
"RUNDC1",8.69709165931563e-13,0.282731784457539,0.509,0.532,2.30342472596974e-08,0.379120879120879,11,0.571301247771836,11
"MIRLET7BHG",1.09104586979437e-12,0.251721432868546,0.231,0.202,2.88963498615038e-08,0.5,10,0.648711943793911,10
"DHX15",1.12223255912505e-12,-0.3264690791661,0.47,0.759,2.9722329328427e-08,0.317460317460317,12,0.592129918800749,10
"RNF14",1.18308418901118e-12,-0.25212809304909,0.226,0.582,3.13339847459611e-08,0.409090909090909,10,0.721498371335505,10
"DYRK2",1.19179010592231e-12,0.370266587583927,0.434,0.541,3.15645609553523e-08,0.607296137339056,12,0.514912280701754,10
"RFWD2",1.2972360880291e-12,-0.524746533673554,0.297,0.634,3.43572977914508e-08,0.329153605015674,10,0.698804185351271,10
"TMEM248",1.30072824531953e-12,-0.397532635484822,0.677,0.862,3.44497875772876e-08,0.355371900826446,12,0.526141992294992,11
"BSG",1.34639554155105e-12,0.268345079565483,0.933,0.959,3.56592859179796e-08,0.331668331668332,12,0.472071181413742,11
"SRP9",1.35435225392382e-12,-0.31666329944318,0.876,0.961,3.58700194451724e-08,0.325531914893617,13,0.471865745310958,11
"FDFT1",1.3629468743324e-12,-0.493803408342514,0.719,0.888,3.60976479666936e-08,0.351036269430052,12,0.507207688200747,11
"LTBP2",1.44340602803593e-12,0.277252880241121,0.172,0.041,3.82286086525317e-08,0.702702702702703,10,0.494252873563218,7
"TMEM120A",1.53666752080584e-12,-0.351024437898899,0.368,0.697,4.06986392885427e-08,0.440506329113924,10,0.650782845473111,10
"LINC01000",1.61821425545328e-12,0.251783425107439,0.514,0.56,4.285840455568e-08,0.365942028985507,11,0.568162574089754,10
"BROX",1.6578592890125e-12,-0.514880228855867,0.596,0.834,4.39084032694959e-08,0.300469483568075,12,0.543490619670267,11
"SLC38A10",1.87137813895261e-12,0.270751820352962,0.58,0.722,4.95634500101599e-08,0.429260450160772,11,0.605384110308601,10
"SLC50A1",1.87882464726686e-12,-0.676478985114332,0.562,0.822,4.97606707828627e-08,0.303482587064677,11,0.552221581073283,11
"CFB",1.88655233362511e-12,-0.793109314448587,0.568,0.805,4.99653385560612e-08,0.414754098360656,9,0.559222156747201,10
"RNPEP",1.91608523021713e-12,-0.42786586615458,0.595,0.834,5.07475173223006e-08,0.410658307210031,11,0.543230944254835,11
"PPP2R1B",1.97021964524246e-12,-0.272353920833885,0.233,0.57,5.21812673042466e-08,0.324,11,0.717138103161398,10
"EFNB2",1.98002990693019e-12,0.269294300673614,0.421,0.438,5.24410920850461e-08,0.422566371681416,10,0.408450704225352,9
"MYL12B",1.98885974081943e-12,-0.409486955461939,0.921,0.99,5.26749502356027e-08,0.327935222672065,13,0.458333333333333,11
"TRIO",2.13073277232409e-12,0.310849146995155,0.428,0.511,5.64324574750035e-08,0.566448801742919,11,0.623026926648097,10
"RIPK4",2.41873563029474e-12,0.397188007984524,0.432,0.338,6.40602131683561e-08,0.406047516198704,10,0.563814866760168,10
"APLP2",2.49427682227437e-12,0.303912949513795,0.952,0.979,6.60609216379367e-08,0.35847208619001,12,0.463662790697674,11
"RNF130",2.58377508422865e-12,-0.390357984332555,0.678,0.745,6.84312831057957e-08,0.357142857142857,11,0.608142493638677,10
"MAP2K3",2.93357980418203e-12,0.31914329445333,0.535,0.657,7.76958611137611e-08,0.331010452961672,12,0.538628158844765,10
"CCT2",3.20667840207238e-12,0.564768582080665,0.902,0.934,8.49288774788869e-08,0.377066115702479,12,0.474111675126904,11
"UNC50",3.2183887505767e-12,0.328403741276998,0.539,0.766,8.5239026059024e-08,0.332179930795848,10,0.576113861386139,11
"CLMN",3.23894990717025e-12,-0.250424629009832,0.495,0.661,8.5783588291404e-08,0.544256120527307,12,0.682209469153515,10
"UNC93B1",3.33300626204306e-12,-0.286143863024433,0.692,0.768,8.82746708502104e-08,0.386792452830189,11,0.590123456790123,11
"HP",3.44958803995902e-12,2.1296511520239,0.125,0.028,9.13623392383145e-08,0.470149253731343,6,0.457627118644068,7
