"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"PSAP",3.53770395348919e-12,-0.377676148660389,0.938,0.982,9.36960892081613e-08,0.324055666003976,12,0.46280193236715,11
"RGS16",3.81324291911271e-12,0.46220020426637,0.327,0.158,1.009937387127e-07,0.512820512820513,11,0.410179640718563,9
"ANXA6",3.86255649167326e-12,-0.71701880183061,0.098,0.484,1.02299808681966e-07,0.333333333333333,10,0.910871694417238,9
"SMCO4",3.93030798588e-12,-0.290907032141722,0.325,0.673,1.04094207006032e-07,0.383954154727794,11,0.661028893587033,9
"XAF1",4.0495920245867e-12,0.251490617211328,0.534,0.566,1.07253444771179e-07,0.368237347294939,10,0.421273031825796,9
"VWA5A",4.43090837721143e-12,-1.10219531605112,0.349,0.585,1.17352608370445e-07,0.526737967914438,10,0.772911597729116,9
"METTL13",4.9209902096138e-12,-0.283469594987756,0.207,0.565,1.30332425701622e-07,0.333333333333333,10,0.748950461796809,10
"LGALS4",5.87273621407627e-12,0.611256229989392,0.227,0.067,1.5553941862981e-07,0.823770491803279,10,0.74468085106383,8
"SLC35F6",7.0964479297127e-12,-0.364228827637895,0.6,0.839,1.87949423418441e-07,0.31055900621118,12,0.537853107344633,11
"TUBB2A",7.11180519629373e-12,0.32609149628289,0.531,0.494,1.88356160623839e-07,0.412280701754386,13,0.4510556621881,10
"HPCAL1",7.63629755278073e-12,-0.305368308266497,0.416,0.721,2.02247340685398e-07,0.405829596412556,11,0.617763157894737,10
"GPAA1",9.32614110920527e-12,-0.252795751177257,0.62,0.858,2.47002847277302e-07,0.347368421052632,12,0.527363184079602,11
"GALNT7",9.49054562208696e-12,-0.492284659420709,0.338,0.687,2.51357100800973e-07,0.360881542699725,11,0.653314917127072,9
"DGKD",9.55832376244034e-12,0.278022918718085,0.351,0.336,2.53152204848232e-07,0.511936339522546,9,0.567796610169492,10
"SLC5A3",1.00357678359429e-11,0.35298502411437,0.443,0.454,2.65797311134948e-07,0.351578947368421,12,0.41544885177453,10
"CCL2",1.08752360236474e-11,0.678443663829143,0.201,0.055,2.88030626086302e-07,0.87037037037037,8,0.6,8
"MUC13",1.10955938704708e-11,-0.683472280643178,0.247,0.491,2.93866803659419e-07,0.667924528301887,5,0.894685990338164,4
"SGSM3",1.1491134460361e-11,-0.838076000432798,0.49,0.624,3.04342696182661e-07,0.397338403041825,11,0.722433460076046,10
"SDCBP",1.17344152457919e-11,-0.559450501077565,0.743,0.908,3.10785987784798e-07,0.353826850690088,13,0.499477533960293,11
"PHACTR4",1.30394472700092e-11,0.259330574728838,0.75,0.809,3.45349760946194e-07,0.320496894409938,13,0.474794841735053,11
"RNF216",1.32418727890901e-11,0.261276097864202,0.549,0.692,3.50711000819052e-07,0.446519524617997,13,0.614804660726525,10
"SLC39A3",1.41380759215548e-11,0.283150719693935,0.47,0.483,3.74446940782379e-07,0.347222222222222,11,0.526005888125613,10
"AXL",1.45993290271245e-11,0.326774317081048,0.191,0.142,3.86663229283392e-07,0.673170731707317,8,0.431438127090301,10
"MBIP",1.53894129589575e-11,0.260213342092036,0.477,0.476,4.0758860221799e-07,0.41796875,13,0.5,11
"SARS",1.5867041135409e-11,0.343775660574168,0.69,0.757,4.20238584471307e-07,0.355405405405405,13,0.469924812030075,11
"PDIA4",1.83256086689493e-11,-0.704075467145208,0.826,0.94,4.85353745597123e-07,0.355530474040632,11,0.48284561049445,11
"DDIT4",1.8841530481758e-11,-0.269720902272789,0.642,0.785,4.99017934809362e-07,0.409288824383164,12,0.535347432024169,10
"CNOT8",2.19440249280411e-11,-0.549141050547599,0.398,0.713,5.81187500219168e-07,0.344262295081967,12,0.632734530938124,10
"BTG1",2.45122212120752e-11,0.353128990669839,0.842,0.905,6.49206178801811e-07,0.3421926910299,12,0.492928234677842,10
"GSAP",2.46536340481048e-11,-0.328524983313017,0.194,0.551,6.52951497764056e-07,0.365384615384615,9,0.787618228718831,10
"SEC31A",2.7137688578384e-11,-0.254903501779332,0.705,0.872,7.187416819985e-07,0.334656084656085,12,0.517934782608696,11
"NAPSA",2.93549521875408e-11,0.529523764445037,0.446,0.232,7.77465908687019e-07,0.461377870563674,9,0.359918200408998,8
"FAM219B",3.06659978140201e-11,0.260942072831618,0.38,0.294,8.12188952104322e-07,0.338235294117647,11,0.48626817447496,10
"HBP1",3.10925585146854e-11,-0.291382088621928,0.437,0.708,8.23486412261442e-07,0.339019189765458,11,0.626506024096386,11
"ANXA7",3.13974121515721e-11,-0.292042882886593,0.741,0.907,8.31560460834386e-07,0.391194968553459,12,0.498693152117094,11
"ADAMTS1",3.30298417916396e-11,0.366401916043839,0.204,0.058,8.74795359851575e-07,0.5662100456621,10,0.573770491803279,7
"UAP1",3.44071730562713e-11,-0.346939163967854,0.561,0.776,9.11273978395347e-07,0.302325581395349,11,0.580073349633252,11
"PGM1",3.44437873065867e-11,-0.314740726423475,0.407,0.712,9.12243706814948e-07,0.336384439359268,12,0.619174434087883,11
"SNX2",3.87194094407202e-11,-0.284286695991266,0.539,0.797,1.02548355903747e-06,0.391003460207612,11,0.558333333333333,10
"SSR1",4.05192569067866e-11,-0.367053294189921,0.728,0.889,1.07315251917624e-06,0.34955185659411,12,0.509333333333333,11
"RBM39",4.08980265664406e-11,0.282038437518092,0.932,0.958,1.08318423361218e-06,0.338,12,0.470792079207921,11
"TGM2",4.38023621977339e-11,0.608139568724242,0.679,0.748,1.16010556280698e-06,0.458161865569273,11,0.572877059569075,10
"TM9SF2",6.01677426194757e-11,-0.571227023951894,0.781,0.789,1.59354266327681e-06,0.344868735083532,12,0.573060733613951,11
"URB1",6.20010882478905e-11,0.265598316485071,0.413,0.439,1.64209882224538e-06,0.367945823927765,12,0.519438444924406,10
"CAND1",6.54203755165746e-11,0.462600418905902,0.602,0.707,1.73265864555648e-06,0.529411764705882,12,0.556970509383378,10
"C1orf43",7.35277882279525e-11,-0.505209150951798,0.773,0.92,1.94738347121732e-06,0.338962605548854,13,0.493298969072165,10
"FRS2",7.68463475740537e-11,0.353323422647338,0.456,0.403,2.03527551549881e-06,0.646216768916155,12,0.435294117647059,10
"CDC25B",8.64037975037066e-11,0.303118864232359,0.34,0.159,2.28840457688567e-06,0.476712328767123,9,0.363095238095238,10
"CHI3L1",1.21202884898671e-10,1.36170105209582,0.288,0.106,3.21005840654131e-06,0.401294498381877,10,0.403587443946188,8
"BACE2",1.23973851546282e-10,-1.4493056936002,0.521,0.773,3.28344745820327e-06,0.289803220035778,12,0.586503067484663,10
"GGPS1",1.37189347474336e-10,-0.250094920372961,0.403,0.698,3.63345986785779e-06,0.31712962962963,13,0.627970128988459,10
"DERA",1.63281411164055e-10,-0.321891156481628,0.541,0.771,4.32450817468001e-06,0.394148020654045,12,0.587692307692308,10
"RPL5",1.69617183434476e-10,0.396678298633517,0.952,0.98,4.4923111032621e-06,0.341487279843444,13,0.461538461538462,11
"ARF4",1.69657698024828e-10,-0.284294510069757,0.838,0.946,4.49338413218757e-06,0.332591768631813,12,0.478456913827655,11
"PHGDH",1.71537668814662e-10,0.457514200333273,0.29,0.116,4.54317515855632e-06,0.614147909967846,10,0.438524590163934,9
"TANC2",1.75417825750354e-10,0.313130824058401,0.433,0.576,4.64594111499813e-06,0.509677419354839,9,0.642798353909465,10
"RAI1",2.06849463318464e-10,0.250493299448449,0.323,0.399,5.47840803598953e-06,0.417867435158501,10,0.608076009501188,10
"MYD88",2.1212061869775e-10,-0.721852521011329,0.354,0.686,5.6180145862099e-06,0.363157894736842,12,0.659295093296476,10
"TMEM5",2.13779099375381e-10,0.440770820305679,0.568,0.494,5.66193944695698e-06,0.514754098360656,11,0.456813819577735,11
"CMPK1",2.23378397966021e-10,-0.427605857007118,0.657,0.859,5.91617687013007e-06,0.307801418439716,12,0.526780784097184,11
"HTATSF1",2.37686554450069e-10,-0.280812221945289,0.546,0.789,6.29512839461007e-06,0.353242320819113,12,0.571771771771772,10
"CNPY3",2.44603962404702e-10,0.269262744962755,0.637,0.772,6.47833594428853e-06,0.394736842105263,12,0.518723143032535,10
"KCNK5",3.08890946004148e-10,0.281751424993169,0.339,0.202,8.18097670491986e-06,0.508241758241758,9,0.432941176470588,9
"YWHAH",3.89652123394913e-10,-0.413574157656591,0.809,0.835,1.03199364881143e-05,0.344470046082949,12,0.542613636363636,10
"METTL1",3.95487730507466e-10,0.53889349858811,0.407,0.393,1.04744925424902e-05,0.745995423340961,10,0.429951690821256,9
"TST",4.07657202290477e-10,0.275207814026714,0.562,0.623,1.07968010026633e-05,0.330016583747927,11,0.65955826351866,9
"EIF5",4.22785353368834e-10,0.406341917659355,0.928,0.953,1.11974700839736e-05,0.331325301204819,13,0.473134328358209,11
"TRAM1",4.68034281944021e-10,-0.451361537335062,0.702,0.873,1.23958879572874e-05,0.349269588313413,12,0.517372421281216,11
"CIT",4.70858273473357e-10,0.414748955395207,0.339,0.215,1.24706813729419e-05,0.541208791208791,10,0.354625550660793,10
"ARMCX3",5.24710734301309e-10,-0.342953296485755,0.331,0.663,1.38969637979702e-05,0.411267605633803,11,0.67047891350965,11
"RNF24",5.93286910082677e-10,0.33757773335884,0.348,0.266,1.57132038135397e-05,0.412868632707775,12,0.393238434163701,10
"CAPN5",6.02402350169116e-10,-0.379713114074003,0.335,0.509,1.5954626244229e-05,0.387186629526462,10,0.881640260950606,8
"RPL11",9.15753875226365e-10,0.28554422807241,0.966,0.993,2.42537413853703e-05,0.346525096525096,13,0.457497612225406,11
"TGOLN2",9.4834093821998e-10,-0.305713070976685,0.763,0.911,2.51168097487562e-05,0.339438339438339,12,0.49687825182102,11
"JTB",9.92098138090691e-10,-0.337153391455645,0.887,0.961,2.62757191873319e-05,0.322478991596639,13,0.472359328726555,11
"GLTSCR2",1.01086087347985e-09,0.498006885368034,0.872,0.908,2.67726502341139e-05,0.365384615384615,12,0.49556135770235,11
"MIR22HG",1.09702049193903e-09,0.258062533040313,0.406,0.309,2.90545877290051e-05,0.392201834862385,12,0.367127496159754,9
"CRACR2B",1.13982758151956e-09,0.350520182107621,0.372,0.479,3.01883334965455e-05,0.448621553884712,11,0.665346534653465,10
"RAB11A",1.26938685408961e-09,-0.322507662066842,0.814,0.921,3.36197108305633e-05,0.345933562428408,12,0.492276004119464,11
"GPX8",1.30984914401935e-09,-0.416155207572759,0.17,0.567,3.46913545793525e-05,0.604395604395604,10,0.758361204013378,10
"LOC374443",1.56441484768145e-09,0.281621941161786,0.267,0.222,4.14335272408433e-05,0.625874125874126,9,0.60042735042735,10
"TUBA1B",1.81166044373206e-09,-0.272758599025459,0.858,0.941,4.79818268522435e-05,0.328990228013029,12,0.463979848866499,11
"CDC37",2.43209531540409e-09,0.287971884856873,0.747,0.823,6.44140444284774e-05,0.317955112219451,11,0.521037463976945,11
"RPS9",2.49571331685361e-09,0.279096857013452,0.967,0.995,6.60989671968679e-05,0.340077071290944,12,0.456407813244402,11
"TMEM219",2.51821036772255e-09,-0.287458092632341,0.787,0.933,6.66948015891319e-05,0.360189573459716,12,0.486527707168277,11
"CTSE",2.66760196313069e-09,-0.401964188100231,0.159,0.129,7.06514379935164e-05,0.795321637426901,9,0.408088235294118,9
"C21orf91",2.80156213787817e-09,0.274279410980967,0.392,0.368,7.41993732217032e-05,0.520190023752969,10,0.53024453024453,9
"TMEM139",2.97875807133652e-09,-0.592582472113414,0.094,0.473,7.88924075193478e-05,0.722772277227723,6,0.934869739478958,7
"C1GALT1C1",3.01010607532938e-09,-0.598586544307408,0.486,0.761,7.97226594050987e-05,0.377394636015326,11,0.594763092269327,10
"GOLM1",3.38556943816548e-09,-1.20404711296608,0.742,0.843,8.96668065698127e-05,0.314070351758794,11,0.538807649043869,11
"FAM220A",3.43848263803626e-09,-0.318240627878488,0.274,0.6,9.10682126683903e-05,0.561224489795918,11,0.744664031620553,9
"RPL37",3.60834612591462e-09,0.285196762936682,0.979,0.996,9.55670471448487e-05,0.351094196003806,13,0.455973346025702,11
"C15orf48",3.92728706357852e-09,-1.30373145919432,0.573,0.788,0.000104014197878877,0.47479674796748,10,0.575556893437688,10
"EPHA2",4.01957344547199e-09,0.362530962434504,0.574,0.397,0.000106458402703326,0.314935064935065,12,0.658303464755078,9
"LGALS1",4.30558044879071e-09,-0.254979681192248,0.268,0.263,0.000114033298186222,0.413194444444444,11,0.434234234234234,10
"SRP54",5.56556800642414e-09,-0.290596790679633,0.61,0.813,0.000147404068650143,0.385321100917431,12,0.552508751458576,11
"PRDX2",7.07094650509908e-09,0.2947143776184,0.842,0.893,0.000187274018187549,0.339601769911504,13,0.498938428874735,11
"TCF25",7.93227874496695e-09,-0.528230108080941,0.698,0.872,0.00021008640256045,0.365821094793057,13,0.520130576713819,10
"PPT1",8.01410719087819e-09,-0.867093752512809,0.528,0.781,0.000212253628950409,0.303350970017637,12,0.578883495145631,10
"GALM",8.12092113653710e-09,-0.311855664060428,0.38,0.618,0.000215082596301185,0.318627450980392,11,0.599386032233308,10
"CTSH",8.94958346514644e-09,0.513148418041613,0.871,0.942,0.000237029718074403,0.318716577540107,12,0.477844914400806,11
"ZNF644",9.49829205082723e-09,0.25349416584961,0.527,0.509,0.000251562264966159,0.375221238938053,11,0.506989748369059,10
"PER1",1.00299589404903e-08,0.276893184271466,0.365,0.263,0.000265643462538885,0.326530612244898,12,0.537906137184116,9
"EFNA1",1.06680038976664e-08,-0.25706526055541,0.747,0.864,0.000282542083229694,0.3458177278402,12,0.524149286498353,10
"DUSP1",1.0709097925681e-08,0.569087303917453,0.867,0.859,0.000283630458561662,0.326881720430108,12,0.486471562672557,11
"METTL21B",1.13981419696274e-08,0.307292654786805,0.35,0.397,0.000301879790065583,0.712765957446808,10,0.721957040572792,9
"RPLP2",1.17342178965262e-08,0.261898440908386,0.982,0.999,0.000310780760989497,0.349146110056926,13,0.454415954415954,11
"HIST1H4C",1.40072104652001e-08,0.325290118482608,0.718,0.822,0.000370980969170825,0.358441558441558,13,0.538638985005767,10
"HSD17B4",1.60509344081688e-08,-0.526293490630094,0.437,0.721,0.00042510899780035,0.332622601279318,11,0.6232741617357,11
"CALR",2.49936341245469e-08,-0.276140462731584,0.946,0.988,0.000661956399788625,0.329064039408867,13,0.459913586173788,11
"STT3B",2.82470396658008e-08,-0.262362689631137,0.359,0.687,0.000748122845548734,0.319480519480519,12,0.649171270718232,10
"LOC100129940",2.9777218928795e-08,0.397991607781185,0.254,0.083,0.000788649643329136,0.758241758241758,7,0.84,8
"LIF",3.07520262697671e-08,0.29216802747918,0.174,0.098,0.000814467415754782,0.486631016042781,8,0.432038834951456,9
"SDHA",3.157406510767e-08,-0.351063992914219,0.699,0.865,0.000836239114376639,0.384,12,0.521643835616438,11
"SUCLG2",3.73601840256875e-08,-0.559133101500646,0.41,0.726,0.000989484473920333,0.306818181818182,12,0.62050947093403,11
"BRCC3",3.86627174251932e-08,-0.262094816227278,0.365,0.67,0.00102398207100624,0.308673469387755,11,0.643312101910828,10
"CEACAM5",4.6747942469477e-08,0.809068915665644,0.236,0.16,0.0012381192563041,0.699604743083004,9,0.393491124260355,10
"PERP",5.13261511375739e-08,-0.259642100678543,0.931,0.968,0.00135937311287864,0.346346346346346,12,0.468658178256611,11
"PLP2",5.28866491366097e-08,0.348308142382018,0.827,0.92,0.00140070290238311,0.352874859075536,12,0.482989690721649,11
"HEXB",5.46894878219869e-08,-0.851298202766275,0.645,0.845,0.00144845108496532,0.359826589595376,11,0.535614133482894,10
"CXCL3",5.85294226837308e-08,0.567008887428287,0.362,0.415,0.00155015175977861,0.456185567010309,10,0.631278538812785,9
"ANXA4",6.31043821187966e-08,-0.437808006396121,0.747,0.893,0.00167131956041633,0.354556803995006,11,0.50583864118896,10
"XIST",6.53483043524113e-08,0.559876082123579,0.421,0.178,0.00173074984077361,0.564159292035398,5,0.861702127659574,6
"GCNT3",6.7021841768134e-08,-0.329379341622709,0.347,0.562,0.00177507347922903,0.532258064516129,8,0.7957805907173,8
"HBEGF",7.97480249190133e-08,0.523017628843814,0.455,0.233,0.00211212643998007,0.397540983606557,10,0.617107942973523,10
"GPAT2",8.00718616578846e-08,-0.415630801085195,0.133,0.472,0.00212070325600907,0.531468531468531,9,0.871356783919598,9
"TXNIP",8.01394228885769e-08,-0.58005160597,0.635,0.755,0.00212249261520396,0.365638766519824,13,0.596733668341708,11
"SLC35E3",1.10110229633766e-07,0.40263726196728,0.449,0.481,0.0029162694318503,0.618257261410788,10,0.580867850098619,10
"PRR15L",1.30042238755917e-07,-0.284222060687856,0.291,0.613,0.00344416869345047,0.330128205128205,10,0.714396284829721,11
"CLINT1",1.37159317111547e-07,-0.608152660729544,0.825,0.902,0.00363266451369933,0.324293785310734,12,0.503154574132492,11
"MUC1",1.55251464326085e-07,-1.04649795501049,0.815,0.859,0.00411183503267637,0.345142857142857,12,0.528989508558807,11
"ANKRD13A",2.11297164211104e-07,-0.515691600324267,0.359,0.66,0.00559620539413109,0.397402597402597,12,0.685837526959022,10
"CSF1",2.32466189946396e-07,0.449134524465679,0.345,0.21,0.00615686704073031,0.745945945945946,9,0.237556561085973,10
"PDE8B",2.66228544482355e-07,-0.402583219295738,0.066,0.444,0.00705106300061517,0.76056338028169,5,0.974386339381003,8
"TMEM33",3.12355302665069e-07,-0.67524037760793,0.555,0.805,0.00827273019108435,0.292436974789916,12,0.562168532704773,11
"PRRC1",3.13863515543251e-07,-0.296620270052815,0.426,0.704,0.00831267520916301,0.382932166301969,11,0.635690235690236,11
"SNAP23",3.56891023714626e-07,-0.432916480735396,0.486,0.733,0.00945225876308188,0.35823754789272,12,0.613195342820181,11
"GPR108",3.72403452963671e-07,0.255380022981628,0.603,0.656,0.00986310545174282,0.321483771251932,11,0.572976878612717,11
"RAB11FIP1",4.23908563608968e-07,-0.350000437914955,0.749,0.877,0.0112272183071835,0.369402985074627,12,0.516216216216216,10
"MFSD2A",4.62926375732454e-07,0.309721971682523,0.41,0.337,0.012260605061274,0.409090909090909,11,0.440845070422535,10
"TCIRG1",4.62998343930776e-07,-0.30470417273397,0.474,0.738,0.0122625111390066,0.37524557956778,11,0.607969151670951,11
"TRABD2A",5.09122615711361e-07,-0.331615325569023,0.073,0.404,0.0134841124771154,0.576923076923077,6,0.958968347010551,6
"SCGB3A1",5.25859669460335e-07,1.05070293241686,0.281,0.194,0.013927393345657,0.599337748344371,11,0.584352078239609,8
"GNPAT",5.43283619206652e-07,-0.341056203743843,0.345,0.64,0.0143888666546882,0.3,11,0.682222222222222,11
"HEBP2",5.60013042729863e-07,-0.406685010013346,0.803,0.925,0.0148319454367004,0.332946635730858,11,0.491030240902102,11
"DIP2A",5.70221691098442e-07,0.253047570574072,0.375,0.347,0.0151023214887422,0.475124378109453,10,0.54172366621067,11
"ENC1",5.95209944234611e-07,0.254761652677638,0.377,0.431,0.0157641353730537,0.508641975308642,11,0.654945054945055,10
"RNF10",6.74759693069061e-07,-0.289935446223411,0.549,0.784,0.0178710104709341,0.293718166383701,12,0.571687840290381,10
"LAMP2",6.86336396742529e-07,-0.347547306700859,0.719,0.869,0.0181776194677259,0.370466321243523,11,0.519650655021834,11
"MAT2B",7.13653145811167e-07,-0.480619268352359,0.558,0.781,0.0189011035668088,0.335559265442404,12,0.578883495145631,10
"MAPK9",7.18032462242659e-07,-0.285901733936339,0.318,0.643,0.0190170897624968,0.337243401759531,10,0.679941002949852,10
"VILL",7.48960476748764e-07,-0.260113202579213,0.235,0.442,0.019836218226691,0.619047619047619,8,0.875536480686695,9
"AZGP1",7.50462965866004e-07,-0.576042410236384,0.074,0.133,0.0198760116509611,0.265822784810127,8,0.483985765124555,8
"IL32",8.43503975818007e-07,-0.733950234227305,0.461,0.737,0.0223402027995399,0.555555555555556,11,0.613899613899614,10
"SYT17",9.02098055126758e-07,-0.278769608855602,0.212,0.553,0.0238920669900322,0.277533039647577,9,0.785775492716367,10
"DNAJC3",9.49227280647466e-07,-0.352672876019251,0.834,0.896,0.0251402845279481,0.325139664804469,12,0.504499735309688,11
"C5orf15",1.09921024914285e-06,-0.32538225263099,0.582,0.788,0.0291125834485485,0.336538461538462,11,0.574007220216607,10
"BRAT1",1.10566013462611e-06,0.256084821395824,0.473,0.621,0.0292834086655726,0.482283464566929,11,0.6524064171123,10
"CEACAM1",1.11616207147971e-06,0.411632693542476,0.43,0.417,0.0295615524631402,0.490238611713666,9,0.521590909090909,10
