"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"CTSH",1.55553172476252e-31,0.61027806262655,0.944,0.942,4.11982577303354e-27,0.348148148148148,10,0.477844914400806,11,"CTSH","p_val_adj<0.05"
"PNKD",1.82815089649286e-34,0.610226002951962,0.858,0.843,4.84185764936133e-30,0.384928716904277,10,0.537422622397299,10,"PNKD","p_val_adj<0.05"
"HOXD1",6.26945162822816e-53,0.609888597649715,0.561,0.291,1.66046426373623e-48,0.398753894080997,7,0.476345840130506,10,"HOXD1","p_val_adj<0.05"
"GATA6",3.42591165846812e-100,0.60902524038351,0.628,0.242,9.07352702745283e-96,0.479108635097493,7,0.626223091976517,9,"GATA6","p_val_adj<0.05"
"THUMPD3-AS1",3.6586121147181e-34,0.608016643590835,0.675,0.59,9.68983418583088e-30,0.422279792746114,8,0.5008038585209,10,"THUMPD3-AS1","p_val_adj<0.05"
"TSPYL2",4.09147609992185e-62,0.607983482910478,0.498,0.192,1.0836274450643e-57,0.347368421052632,9,0.4,10,"TSPYL2","p_val_adj<0.05"
"MAFB",1.01785198550399e-27,0.607073971588763,0.448,0.262,2.69578098360732e-23,0.39453125,7,0.426763110307414,10,"MAFB","p_val_adj<0.05"
"C4BPB",7.47590842912309e-30,0.60627758634034,0.477,0.295,1.97999434745325e-25,0.553113553113553,5,0.73354735152488,9,"C4BPB","p_val_adj<0.05"
"ATF4",1.07037479701581e-25,0.606259866521945,0.892,0.887,2.83488764989639e-21,0.358823529411765,9,0.507215392838055,10,"ATF4","p_val_adj<0.05"
"CLIC5",5.03775296096459e-07,0.606086910758607,0.463,0.427,0.0133424887171147,0.59622641509434,8,0.901220865704772,8,"CLIC5","p_val_adj<0.05"
"CIT",4.96482207876918e-49,0.605730280310994,0.495,0.215,1.31493312756202e-44,0.54416961130742,7,0.354625550660793,10,"CIT","p_val_adj<0.05"
"HLA-DRB1",1.21321834229234e-55,0.604387372872867,0.965,0.952,3.21320877956127e-51,0.346014492753623,10,0.460886895864474,10,"HLA-DRB1","p_val_adj<0.05"
"FOXQ1",1.15786791007064e-11,0.602349605578198,0.71,0.696,3.0666131598221e-07,0.327586206896552,7,0.60149863760218,8,"FOXQ1","p_val_adj<0.05"
"FAM46B",2.63636276955301e-83,0.60217553971735,0.533,0.158,6.98240679516116e-79,0.511475409836066,7,0.706586826347305,8,"FAM46B","p_val_adj<0.05"
"PMM1",1.36508997144469e-29,0.598676070342252,0.61,0.453,3.61544078937125e-25,0.412607449856734,9,0.58848167539267,10,"PMM1","p_val_adj<0.05"
"RPS27",5.02505424992513e-38,0.595789805804178,0.983,0.998,1.33088561809267e-33,0.343416370106762,10,0.45532319391635,11,"RPS27","p_val_adj<0.05"
"BEX2",1.09054189928618e-13,0.591967115838452,0.612,0.517,2.88830022025945e-09,0.34,8,0.519266055045872,10,"BEX2","p_val_adj<0.05"
"ATF3",9.00925177591134e-44,0.588545007897841,0.897,0.842,2.38610033285012e-39,0.368421052631579,10,0.501971830985915,10,"ATF3","p_val_adj<0.05"
"SLPI",5.9025021252059e-12,0.587488827232555,0.883,0.901,1.56327768786078e-07,0.374257425742574,8,0.503157894736842,10,"SLPI","p_val_adj<0.05"
"UTRN",3.13082920668352e-95,0.586019648738629,0.753,0.356,8.29200115390131e-91,0.350348027842227,9,0.584,10,"UTRN","p_val_adj<0.05"
"C12orf65",1.02862372922242e-35,0.585390859314463,0.664,0.481,2.72430994684559e-31,0.392105263157895,8,0.41576354679803,10,"C12orf65","p_val_adj<0.05"
"HIST1H2AM",4.95098625900038e-22,0.581138568467414,0.353,0.203,1.31126871069625e-17,0.445544554455446,7,0.496503496503497,10,"HIST1H2AM","p_val_adj<0.05"
"F3",0.000149721772507361,0.580650666846196,0.533,0.52,1,0.452459016393443,8,0.458941605839416,10,"F3","NS"
"DYNC1H1",9.87502600181828e-22,0.579731597438469,0.841,0.81,2.61540063658157e-17,0.363825363825364,9,0.539812646370023,11,"DYNC1H1","p_val_adj<0.05"
"EEF2",3.64093572259486e-69,0.578826175937482,0.914,0.901,9.64301826129248e-65,0.355640535372849,8,0.492898474487112,11,"EEF2","p_val_adj<0.05"
"MLXIP",9.30168039620112e-19,0.577216441936131,0.745,0.722,2.46355005293387e-14,0.389671361502347,7,0.506570302233903,10,"MLXIP","p_val_adj<0.05"
"TSPAN13",6.28740008805802e-40,0.577032182005034,0.869,0.789,1.66521791332217e-35,0.368209255533199,10,0.573317307692308,11,"TSPAN13","p_val_adj<0.05"
"CHD4",1.09453426024884e-38,0.575907525971054,0.834,0.766,2.89887398826905e-34,0.337526205450734,8,0.486386138613861,11,"CHD4","p_val_adj<0.05"
"GGTLC1",4.1534567928174e-194,0.574990630779391,0.432,0.011,1.10004303157769e-189,0.493927125506073,8,0.833333333333333,4,"GGTLC1","p_val_adj<0.05"
"FAM184A",4.59433966595298e-183,0.57309041484492,0.565,0.066,1.21681086052765e-178,0.458204334365325,8,0.438848920863309,9,"FAM184A","p_val_adj<0.05"
"VSIG2",5.42566863939243e-37,0.571939223676589,0.565,0.339,1.43698833914308e-32,0.39938080495356,9,0.790502793296089,7,"VSIG2","p_val_adj<0.05"
"ABCC6",9.34854805950741e-149,0.571762674624755,0.559,0.094,2.47596295356054e-144,0.421875,8,0.343434343434343,9,"ABCC6","p_val_adj<0.05"
"ILF3-AS1",1.969416843553e-38,0.571748934584181,0.521,0.286,5.21600051015013e-34,0.359060402684564,7,0.56953642384106,10,"ILF3-AS1","p_val_adj<0.05"
"DDIT3",1.11488999409138e-21,0.569033273428524,0.61,0.452,2.95278614935103e-17,0.429799426934097,8,0.382599580712788,10,"DDIT3","p_val_adj<0.05"
"FCGRT",4.64481811753869e-31,0.567233717832115,0.804,0.695,1.23018007843012e-26,0.354347826086957,9,0.375170532060027,11,"FCGRT","p_val_adj<0.05"
"GEM",1.39388513519996e-27,0.566553551209034,0.341,0.154,3.6917047805771e-23,0.38974358974359,7,0.264615384615385,10,"GEM","p_val_adj<0.05"
"MGRN1",1.65667965622085e-14,0.566431612738711,0.64,0.602,4.38771606950093e-10,0.431693989071038,9,0.588652482269504,10,"MGRN1","p_val_adj<0.05"
"LRRC36",1.66787835231535e-121,0.566129213830856,0.336,0.023,4.41737581610719e-117,0.546875,5,0.448979591836735,7,"LRRC36","p_val_adj<0.05"
"AKAP13",6.64150809513783e-18,0.565897835674559,0.857,0.853,1.75900341899725e-13,0.351020408163265,9,0.521666666666667,10,"AKAP13","p_val_adj<0.05"
"SRSF11",3.02778965211515e-45,0.564080850460569,0.939,0.926,8.01910089362697e-41,0.353817504655493,9,0.481822836661546,10,"SRSF11","p_val_adj<0.05"
"CA2",1.0596758946881e-54,0.562982895296102,0.402,0.126,2.80655160708144e-50,0.508695652173913,6,0.830188679245283,7,"CA2","p_val_adj<0.05"
"NUMA1",3.11441166632747e-20,0.562925592753542,0.731,0.648,8.2485192982683e-16,0.373205741626794,9,0.600292825768668,10,"NUMA1","p_val_adj<0.05"
"PHIP",7.5759486807325e-45,0.561521103693942,0.839,0.648,2.006490008092e-40,0.360416666666667,9,0.577598828696925,10,"PHIP","p_val_adj<0.05"
"HIST1H4C",7.37700958055352e-27,0.560130295088085,0.832,0.822,1.9538009874096e-22,0.359243697478992,9,0.538638985005767,10,"HIST1H4C","p_val_adj<0.05"
"TNFSF15",1.40196504077869e-34,0.559553018754251,0.374,0.156,3.71310441050235e-30,0.495327102803738,6,0.326219512195122,8,"TNFSF15","p_val_adj<0.05"
"DDRGK1",1.42688031195659e-33,0.558592457622916,0.769,0.703,3.77909250621703e-29,0.379545454545455,8,0.602832097100472,11,"DDRGK1","p_val_adj<0.05"
"CALM1",1.94431183067914e-71,0.557351592249017,0.974,0.986,5.14950988355369e-67,0.344703770197487,10,0.459134615384615,10,"CALM1","p_val_adj<0.05"
"DDX17",5.26964422212268e-41,0.555605828878272,0.946,0.89,1.39566527222919e-36,0.327171903881701,10,0.508790623335109,11,"DDX17","p_val_adj<0.05"
"POLR2A",1.13937805634757e-32,0.555367909811154,0.839,0.834,3.01764278223654e-28,0.3625,9,0.505119453924915,10,"POLR2A","p_val_adj<0.05"
"PARD6B",3.53605972459731e-09,0.553442930542523,0.927,0.923,9.36525418059598e-05,0.349056603773585,10,0.489722507708119,11,"PARD6B","p_val_adj<0.05"
"GSE1",6.69261163798494e-66,0.553263210915121,0.694,0.37,1.77253819232031e-61,0.375314861460957,9,0.494238156209987,10,"GSE1","p_val_adj<0.05"
"SCTR",1.61201185466721e-103,0.551588554151271,0.353,0.04,4.26941339708612e-99,0.589108910891089,6,0.892857142857143,5,"SCTR","p_val_adj<0.05"
"CEBPA",6.08492263136929e-71,0.550414331114014,0.584,0.264,1.61159175891816e-66,0.431137724550898,7,0.473021582733813,8,"CEBPA","p_val_adj<0.05"
"KIAA1324",1.18393240973997e-74,0.550323803117238,0.316,0.053,3.13564498719632e-70,0.613259668508287,7,0.392857142857143,9,"KIAA1324","p_val_adj<0.05"
"CERS4",3.03073433058042e-65,0.549094434154683,0.53,0.202,8.02689987454224e-61,0.396039603960396,8,0.550351288056206,10,"CERS4","p_val_adj<0.05"
"CXCL17",1.60471934579865e-18,0.548908888067743,0.865,0.792,4.25009918734773e-14,0.353535353535354,8,0.552962298025135,11,"CXCL17","p_val_adj<0.05"
"USP40",6.2442736735869e-05,0.548786943777367,0.647,0.667,1,0.443243243243243,10,0.552238805970149,10,"USP40","NS"
"TMEM9",1.05623492358649e-32,0.54770973337983,0.822,0.795,2.79743819511882e-28,0.348936170212766,9,0.557543231961837,11,"TMEM9","p_val_adj<0.05"
"RASSF7",4.12548951601056e-25,0.545907483043794,0.785,0.734,1.0926358983154e-20,0.338530066815145,9,0.594961240310077,10,"RASSF7","p_val_adj<0.05"
"CRLS1",5.05760282651714e-37,0.545674600028627,0.759,0.607,1.33950610860306e-32,0.394009216589862,8,0.653125,10,"CRLS1","p_val_adj<0.05"
"PLLP",5.35389317379396e-68,0.54515750507488,0.545,0.211,1.41797860707933e-63,0.41025641025641,8,0.373033707865169,7,"PLLP","p_val_adj<0.05"
"NUPR1",2.11937601935618e-63,0.543475502566698,0.788,0.406,5.61316738726485e-59,0.354767184035477,9,0.587616822429907,11,"NUPR1","p_val_adj<0.05"
"NEDD9",4.5157084196321e-19,0.543296192780697,0.696,0.615,1.19598537493956e-14,0.361809045226131,10,0.479568234387047,10,"NEDD9","p_val_adj<0.05"
"ANKRD29",4.86503637836786e-103,0.542604565205468,0.493,0.122,1.28850488481073e-98,0.588652482269504,8,0.521400778210117,7,"ANKRD29","p_val_adj<0.05"
"ACAT1",1.19272995966038e-24,0.539801179972739,0.629,0.478,3.15894529816051e-20,0.419444444444444,8,0.349851337958375,10,"ACAT1","p_val_adj<0.05"
"NFIX",8.61363879156614e-192,0.539724324571944,0.726,0.147,2.28132223394629e-187,0.378313253012048,9,0.42258064516129,10,"NFIX","p_val_adj<0.05"
"CTSE",1.19887778205791e-106,0.539465796735428,0.575,0.129,3.17522780578038e-102,0.425531914893617,8,0.408088235294118,9,"CTSE","p_val_adj<0.05"
"CCNL2",1.9913089076983e-07,0.53843094573855,0.717,0.722,0.00527398164203894,0.370731707317073,9,0.513460275771504,11,"CCNL2","p_val_adj<0.05"
"AHCYL2",1.23220657387616e-87,0.537741786507283,0.626,0.242,3.26349911091101e-83,0.41340782122905,8,0.444227005870841,11,"AHCYL2","p_val_adj<0.05"
"MFSD4",4.36526043940914e-61,0.537489525296213,0.565,0.254,1.15613922737751e-56,0.39938080495356,8,0.57089552238806,8,"MFSD4","p_val_adj<0.05"
"MARC1",2.71003153832859e-83,0.537387726146503,0.479,0.133,7.17751852926328e-79,0.521897810218978,6,0.489285714285714,10,"MARC1","p_val_adj<0.05"
"MTHFR",2.22799021215886e-23,0.536725103598407,0.656,0.523,5.90083207690273e-19,0.386666666666667,7,0.681159420289855,10,"MTHFR","p_val_adj<0.05"
"XAF1",1.55561309733857e-09,0.536050493519694,0.631,0.566,4.12004128830121e-05,0.445983379501385,10,0.421273031825796,9,"XAF1","p_val_adj<0.05"
"RPS28",1.68973005399475e-80,0.53505346988006,0.932,0.972,4.47525004800508e-76,0.360225140712946,9,0.464128843338214,11,"RPS28","p_val_adj<0.05"
"CREBBP",4.75928019381977e-33,0.534904947671169,0.785,0.703,1.26049535933317e-28,0.354120267260579,9,0.54484153742414,10,"CREBBP","p_val_adj<0.05"
"BAZ1B",5.73245246624469e-17,0.53057721783516,0.858,0.832,1.51824003568491e-12,0.372708757637475,10,0.541049030786773,11,"BAZ1B","p_val_adj<0.05"
"NKTR",5.44483024470124e-19,0.53055379422952,0.663,0.551,1.44206329030912e-14,0.356200527704486,9,0.559380378657487,10,"NKTR","p_val_adj<0.05"
"ZFAS1",1.12229893175825e-55,0.529729338447581,0.895,0.939,2.97240872076174e-51,0.349609375,10,0.467171717171717,11,"ZFAS1","p_val_adj<0.05"
"SFPQ",7.66819564894171e-33,0.528919609678072,0.885,0.903,2.03092161762221e-28,0.373517786561265,9,0.490813648293963,11,"SFPQ","p_val_adj<0.05"
"XIST",1.72545543381866e-36,0.52795164177155,0.407,0.178,4.56986871646871e-32,0.472103004291845,8,0.861702127659574,6,"XIST","p_val_adj<0.05"
"SPAG9",1.71947915287484e-14,0.527041757681602,0.736,0.743,4.55404053638902e-10,0.406175771971496,8,0.512117346938776,10,"SPAG9","p_val_adj<0.05"
"WDR74",8.5038316618729e-11,0.52652811016707,0.691,0.653,2.25223981564704e-06,0.412658227848101,8,0.498184458968773,10,"WDR74","p_val_adj<0.05"
"CCNL1",2.01180157831351e-37,0.526466195262716,0.848,0.777,5.32825648016334e-33,0.354639175257732,9,0.447223917022575,10,"CCNL1","p_val_adj<0.05"
"ADAMTS1",5.13032478061055e-91,0.525739020082119,0.367,0.058,1.3587665181447e-86,0.380952380952381,6,0.573770491803279,7,"ADAMTS1","p_val_adj<0.05"
"EPAS1",7.36692376055522e-27,0.524822792197856,0.794,0.768,1.95112975798305e-22,0.356828193832599,8,0.584567901234568,11,"EPAS1","p_val_adj<0.05"
"PRDM2",4.24092081541439e-58,0.52449863503349,0.801,0.606,1.1232078779625e-53,0.358078602620087,9,0.546593578700078,10,"PRDM2","p_val_adj<0.05"
"IRF2BP2",8.44370162116927e-45,0.524185993615093,0.916,0.89,2.23631437436668e-40,0.33587786259542,9,0.495735607675906,10,"IRF2BP2","p_val_adj<0.05"
"SMG1",4.95689290784435e-15,0.523144217428373,0.715,0.683,1.31283308664258e-10,0.378973105134474,9,0.559027777777778,10,"SMG1","p_val_adj<0.05"
"ESAM",2.55399728620467e-92,0.522961760559996,0.414,0.081,6.76426181251307e-88,0.362869198312236,8,0.576470588235294,5,"ESAM","p_val_adj<0.05"
"ZFP36L2",2.51710281351906e-26,0.522666286482976,0.843,0.819,6.66654680160523e-22,0.338174273858921,10,0.524884259259259,10,"ZFP36L2","p_val_adj<0.05"
"MIA3",1.41000753779813e-39,0.522613985122021,0.816,0.691,3.73440496385835e-35,0.379014989293362,9,0.630061770761839,10,"MIA3","p_val_adj<0.05"
"IRX3",4.46041402338194e-151,0.520658126411843,0.701,0.206,1.18134065409271e-146,0.408977556109726,9,0.531034482758621,11,"IRX3","p_val_adj<0.05"
"MAVS",7.665507725596e-20,0.520291521513629,0.68,0.575,2.0302097211241e-15,0.38560411311054,8,0.642739273927393,10,"MAVS","p_val_adj<0.05"
"SRSF3",9.65741197234244e-23,0.520061313337249,0.916,0.945,2.5577655608749e-18,0.356870229007634,10,0.476668339187155,11,"SRSF3","p_val_adj<0.05"
"KDM5B",6.59654884693726e-34,0.519553776869513,0.809,0.725,1.74709596211133e-29,0.354211663066955,10,0.589928057553957,10,"KDM5B","p_val_adj<0.05"
"LRIG2",2.01261860227884e-94,0.519420873879104,0.47,0.109,5.33042036813552e-90,0.472118959107807,6,0.404347826086957,9,"LRIG2","p_val_adj<0.05"
"DRAM1",1.03534788087661e-13,0.51866969814335,0.603,0.537,2.7421188625017e-09,0.469565217391304,8,0.671378091872792,10,"DRAM1","p_val_adj<0.05"
"RPL11",5.07051218566983e-48,0.518668425768851,0.965,0.993,1.34292515237466e-43,0.34963768115942,10,0.457497612225406,11,"RPL11","p_val_adj<0.05"
"UBE2G2",4.85392561036958e-24,0.51827902397095,0.738,0.699,1.28556219790638e-19,0.334123222748815,9,0.497964721845319,10,"UBE2G2","p_val_adj<0.05"
"PEG10",2.51124019852134e-114,0.516128685136549,0.353,0.034,6.65101966578377e-110,0.712871287128713,7,0.291666666666667,9,"PEG10","p_val_adj<0.05"
"KMT2C",2.24850631390386e-21,0.515270532434021,0.865,0.821,5.95516897237439e-17,0.339393939393939,9,0.53810623556582,11,"KMT2C","p_val_adj<0.05"
"SNAI1",8.23807192728682e-75,0.512346350464421,0.371,0.083,2.18185334994191e-70,0.495283018867925,5,0.409090909090909,9,"SNAI1","p_val_adj<0.05"
"RIN2",1.14970264312625e-18,0.512072304179355,0.781,0.675,3.04498745031986e-14,0.371364653243848,10,0.649332396345748,11,"RIN2","p_val_adj<0.05"
"TRIP11",6.38993077412032e-26,0.512071579540432,0.795,0.708,1.69237316552577e-21,0.386813186813187,8,0.588353413654618,10,"TRIP11","p_val_adj<0.05"
"EHD1",4.62856646191645e-11,0.511118484482781,0.615,0.619,1.22587582743857e-06,0.448863636363636,7,0.598774885145482,10,"EHD1","p_val_adj<0.05"
"TMEM37",4.15194341065947e-90,0.509109432064129,0.503,0.12,1.09964221231316e-85,0.40625,8,0.488188976377953,8,"TMEM37","p_val_adj<0.05"
"NHS",2.17520272939021e-55,0.508289607546371,0.269,0.054,5.76102442878998e-51,0.779220779220779,6,0.394736842105263,6,"NHS","p_val_adj<0.05"
"MMP28",6.89725945282155e-57,0.507295228320693,0.563,0.257,1.82673916607979e-52,0.462732919254658,8,0.33456561922366,9,"MMP28","p_val_adj<0.05"
"FAM46C",6.61414151584854e-117,0.505085884679302,0.57,0.141,1.75175538047249e-112,0.438650306748466,7,0.37037037037037,10,"FAM46C","p_val_adj<0.05"
"TMC5",4.04794246304669e-22,0.504660456203458,0.942,0.689,1.07209756133792e-17,0.35621521335807,10,0.65818431911967,11,"TMC5","p_val_adj<0.05"
"GLTSCR2",2.0516251840518e-21,0.504500422072337,0.857,0.908,5.43372929996118e-17,0.338775510204082,10,0.49556135770235,11,"GLTSCR2","p_val_adj<0.05"
"RNF24",1.11223977448911e-43,0.502176901164137,0.535,0.266,2.94576704273441e-39,0.34640522875817,9,0.393238434163701,10,"RNF24","p_val_adj<0.05"
"NFAT5",1.46629136921262e-32,0.5003026835655,0.757,0.644,3.88347269135963e-28,0.351039260969977,9,0.477172312223859,10,"NFAT5","p_val_adj<0.05"
"SCPEP1",1.97976188930305e-05,0.499635916702686,0.79,0.807,0.524339936381912,0.345132743362832,9,0.529964747356052,11,"SCPEP1","NS"
"METTL7A",1.50017491962709e-84,0.49873148608847,0.512,0.149,3.97321327463234e-80,0.453924914675768,9,0.377777777777778,9,"METTL7A","p_val_adj<0.05"
"FOXN3",1.30095326781629e-71,0.498562626016275,0.699,0.363,3.44557472981144e-67,0.3675,9,0.550913838120104,10,"FOXN3","p_val_adj<0.05"
"IFIT1",4.34324472651693e-08,0.497601917345257,0.367,0.281,0.00115030836581801,0.747619047619048,6,0.411467116357504,9,"IFIT1","p_val_adj<0.05"
"TMEM243",4.80328174617156e-38,0.496939028286107,0.675,0.54,1.27214917047354e-33,0.316062176165803,9,0.462686567164179,11,"TMEM243","p_val_adj<0.05"
"SMARCA4",2.02148355836152e-21,0.496651181686546,0.753,0.709,5.3538992043205e-17,0.338747099767981,8,0.533779264214047,11,"SMARCA4","p_val_adj<0.05"
"HIRIP3",1.01535605332483e-31,0.496611676780422,0.531,0.328,2.6891705072308e-27,0.407894736842105,8,0.526011560693642,11,"HIRIP3","p_val_adj<0.05"
"FAM46A",8.52026532798581e-12,0.49507783001674,0.745,0.734,2.25659227211704e-07,0.349765258215962,8,0.568754034861201,10,"FAM46A","p_val_adj<0.05"
"PMP22",1.70504279639378e-69,0.494414704681256,0.33,0.066,4.51580584624894e-65,0.46031746031746,7,0.335714285714286,9,"PMP22","p_val_adj<0.05"
"MRPL55",1.05199611134177e-16,0.494180239321287,0.806,0.878,2.78621170088869e-12,0.383947939262473,8,0.513498920086393,11,"MRPL55","p_val_adj<0.05"
"TFF3",1.48822478595582e-19,0.493290014532069,0.273,0.133,3.94156334560398e-15,0.314102564102564,7,0.523131672597865,8,"TFF3","p_val_adj<0.05"
"AHI1",1.36537178236811e-42,0.491936271850782,0.652,0.405,3.61618716560195e-38,0.375335120643432,9,0.571428571428571,10,"AHI1","p_val_adj<0.05"
"EEF1D",7.0326048458364e-18,0.491042100258485,0.953,0.977,1.86258539341977e-13,0.344954128440367,10,0.46504854368932,11,"EEF1D","p_val_adj<0.05"
"PBXIP1",5.94514851621718e-31,0.490921822333094,0.816,0.651,1.57457258452012e-26,0.331905781584582,9,0.672489082969432,10,"PBXIP1","p_val_adj<0.05"
"DPP4",3.85300179600698e-92,0.490529135260601,0.566,0.163,1.02046752567245e-87,0.487654320987654,8,0.274052478134111,8,"DPP4","p_val_adj<0.05"
"BPTF",9.70054660315192e-16,0.48935147045529,0.809,0.797,2.56918976784479e-11,0.365010799136069,9,0.513095238095238,10,"BPTF","p_val_adj<0.05"
"C19orf70",1.01364653052245e-11,0.488978777165429,0.745,0.856,2.68464283608872e-07,0.380281690140845,9,0.492801771871539,11,"C19orf70","p_val_adj<0.05"
"ACIN1",1.99192396460972e-34,0.487947864297144,0.823,0.757,5.27561062026884e-30,0.363057324840764,10,0.517219787100814,10,"ACIN1","p_val_adj<0.05"
"CD74",1.31914176793739e-32,0.486517492311647,0.995,0.989,3.49374697238217e-28,0.340949033391916,10,0.458772770853308,11,"CD74","p_val_adj<0.05"
